"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","total_cursos","prediction(total_cursos)"
"alimentación gastronomía y turismo","presencial","quito","pichincha",1386.0,7.0,94.0,1400.0,0.0,0.0,200.0,0.0,2022.0,6.0,6.411283176018628
"educación y capacitación","online","loja","loja",1388.0,91.0,1300.0,18200.0,0.0,0.0,200.0,0.0,2022.0,21.0,15.095155818970625
"educación y capacitación","online","loja","loja",1389.0,92.0,1300.0,9200.0,0.0,0.0,100.0,0.0,2022.0,21.0,16.032108808797375
"educación y capacitación","online","loja","loja",1390.0,96.0,1300.0,9600.0,0.0,0.0,100.0,0.0,2022.0,21.0,15.96558777437599
"procesos industriales","semipresencial","quito","pichincha",1393.0,25.0,245.0,500.0,0.0,0.0,20.0,0.0,2022.0,5.0,8.191612466871675
"educación y capacitación","semipresencial","quito","pichincha",1395.0,22.0,245.0,880.0,0.0,0.0,40.0,0.0,2022.0,5.0,7.695678146953242
"administración y legislación","semipresencial","quito","pichincha",1398.0,79.0,245.0,1264.0,0.0,0.0,16.0,0.0,2022.0,5.0,7.2684598414832635
"alimentación gastronomía y turismo","presencial","quito","pichincha",1399.0,79.0,245.0,790.0,0.0,0.0,10.0,0.0,2022.0,5.0,7.598001084724956
"procesos industriales","presencial","cuenca","azuay",1407.0,31.0,94.0,496.0,0.0,0.0,16.0,0.0,2022.0,4.0,7.04203696854438
"educación y capacitación","presencial","quito","pichincha",1411.0,4.0,76.0,2400.0,0.0,0.0,600.0,0.0,2022.0,4.0,5.491295965429117
"educación y capacitación","presencial","quito","pichincha",1412.0,17.0,76.0,5100.0,0.0,0.0,300.0,0.0,2022.0,4.0,5.660514885158932
"educación y capacitación","presencial","quito","pichincha",1414.0,34.0,76.0,20400.0,0.0,0.0,600.0,0.0,2022.0,4.0,3.6977519136760293
"forestal ecología y medio ambiente","presencial","pastaza","pastaza",1415.0,135.0,1462.0,12960.0,0.0,0.0,96.0,0.0,2022.0,18.0,17.17502287573666
"electricidad y electrónica","presencial","pastaza","pastaza",1417.0,15.0,1462.0,960.0,0.0,0.0,64.0,0.0,2022.0,18.0,19.23823106542602
"actividades profesionales, científicas y técnicas","desconocida","pastaza","pastaza",1420.0,169.0,1462.0,0.0,0.0,0.0,0.0,0.0,2022.0,18.0,17.902181551207377
"forestal ecología y medio ambiente","online","pastaza","pastaza",1426.0,50.0,1462.0,3200.0,0.0,0.0,64.0,0.0,2022.0,18.0,18.486738840655676
"enseñanza","desconocida","MISSING","sin provincia",1429.0,35.0,192.0,0.0,0.0,0.0,0.0,0.0,2022.0,4.0,7.2860904162673705
"educación y capacitación","semipresencial","quito","pichincha",1431.0,26.0,26.0,4680.0,0.0,0.0,180.0,0.0,2022.0,1.0,5.095415558578907
"electricidad y electrónica","presencial","latacunga","cotopaxi",1432.0,29.0,195.0,1160.0,0.0,0.0,40.0,0.0,2022.0,3.0,7.4617678660221145
"tecnologías de la información y comunicación","presencial","latacunga","cotopaxi",1434.0,94.0,195.0,3760.0,55460.0,0.0,40.0,590.0,2022.0,3.0,12.506008092842762
"alimentación gastronomía y turismo","presencial","quito","pichincha",1440.0,13.0,120.0,312.0,0.0,0.0,24.0,0.0,2022.0,9.0,7.016252093076446
"enseñanza","desconocida","quito","pichincha",1447.0,14.0,117.0,0.0,0.0,0.0,0.0,0.0,2022.0,5.0,6.772752629952606
"educación y capacitación","presencial","portoviejo","manabi",1448.0,16.0,90.0,2880.0,0.0,0.0,180.0,0.0,2022.0,3.0,6.20700702581712
"educación y capacitación","presencial","portoviejo","manabi",1450.0,56.0,90.0,14560.0,0.0,0.0,260.0,0.0,2022.0,3.0,4.741336252054225
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1454.0,120.0,237.0,5760.0,0.0,0.0,48.0,0.0,2022.0,4.0,6.722083147841317
"administración y legislación","presencial","quito","pichincha",1456.0,15.0,15.0,900.0,0.0,0.0,60.0,0.0,2022.0,1.0,5.927294470209404
"procesos industriales","presencial","rumiñahui","pichincha",1458.0,18.0,78.0,3888.0,0.0,0.0,216.0,0.0,2022.0,7.0,6.391231801222261
"otras actividades de servicios","desconocida","rumiñahui","pichincha",1462.0,19.0,78.0,0.0,0.0,0.0,0.0,0.0,2022.0,7.0,6.378965983226749
"otras actividades de servicios","desconocida","rumiñahui","pichincha",1463.0,16.0,78.0,0.0,0.0,0.0,0.0,0.0,2022.0,7.0,6.403740016853135
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1466.0,17.0,887.0,680.0,0.0,0.0,40.0,0.0,2022.0,5.0,14.00665802120352
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1467.0,491.0,887.0,15712.0,0.0,0.0,32.0,0.0,2022.0,5.0,8.877439917510628
"servicios socioculturales y a la comunidad","online","daule","guayas",1470.0,360.0,887.0,17280.0,0.0,0.0,48.0,0.0,2022.0,5.0,9.501785221459727
"procesos industriales","presencial","shushufindi","sucumbios",1477.0,338.0,865.0,6760.0,0.0,0.0,20.0,0.0,2022.0,12.0,11.140439046085248
"administración y legislación","presencial","shushufindi","sucumbios",1480.0,88.0,865.0,1760.0,0.0,0.0,20.0,0.0,2022.0,12.0,13.174139127953481
"administración y legislación","presencial","ambato","tungurahua",1482.0,14.0,30.0,560.0,0.0,0.0,40.0,0.0,2022.0,2.0,6.147759093141531
"administración y legislación","presencial","ambato","tungurahua",1483.0,16.0,30.0,640.0,0.0,0.0,40.0,0.0,2022.0,2.0,6.125051349121122
"artes y artesanía","presencial","guayaquil","guayas",1484.0,25.0,80.0,8975.0,0.0,0.0,359.0,0.0,2022.0,3.0,6.769348145407889
"administración y legislación","online","rumiñahui","pichincha",1489.0,20.0,104.0,800.0,0.0,0.0,40.0,0.0,2022.0,7.0,6.48537059521027
"administración y legislación","online","rumiñahui","pichincha",1491.0,11.0,104.0,440.0,0.0,0.0,40.0,0.0,2022.0,7.0,6.5902966900050615
"tecnologías de la información y comunicación","online","rumiñahui","pichincha",1492.0,40.0,104.0,1600.0,15472.0,0.0,40.0,386.8,2022.0,7.0,10.19573168727436
"administración y legislación","online","rumiñahui","pichincha",1495.0,18.0,104.0,432.0,0.0,0.0,24.0,0.0,2022.0,7.0,6.562891924738551
"administración y legislación","online","rumiñahui","pichincha",1496.0,18.0,104.0,720.0,0.0,0.0,40.0,0.0,2022.0,7.0,6.511452181326717
"procesos industriales","presencial","quito","pichincha",1500.0,202.0,450.0,2424.0,0.0,0.0,12.0,0.0,2022.0,9.0,8.815598684320435
"procesos industriales","presencial","quito","pichincha",1503.0,24.0,450.0,192.0,0.0,0.0,8.0,0.0,2022.0,9.0,10.460886921540236
"alimentación gastronomía y turismo","presencial","la libertad","santa elena",1505.0,40.0,146.0,2800.0,0.0,0.0,70.0,0.0,2022.0,5.0,6.772012650450392
"finanzas comercio y ventas","presencial","guayaquil","guayas",1510.0,152.0,227.0,1520.0,0.0,0.0,10.0,0.0,2022.0,2.0,8.336853809232252
"procesos industriales","online","quito","pichincha",1517.0,9.0,485.0,360.0,0.0,0.0,40.0,0.0,2022.0,14.0,10.564514586783844
"procesos industriales","online","quito","pichincha",1518.0,29.0,485.0,1160.0,0.0,0.0,40.0,0.0,2022.0,14.0,10.333641574221815
"procesos industriales","presencial","quito","pichincha",1519.0,29.0,485.0,464.0,0.0,0.0,16.0,0.0,2022.0,14.0,10.712736353496211
"procesos industriales","online","quito","pichincha",1526.0,5.0,485.0,200.0,0.0,0.0,40.0,0.0,2022.0,14.0,10.614569107706643
"procesos industriales","online","quito","pichincha",1530.0,30.0,485.0,1200.0,0.0,0.0,40.0,0.0,2022.0,14.0,10.32713760022466
"procesos industriales","presencial","quito","pichincha",1533.0,116.0,485.0,928.0,0.0,0.0,8.0,0.0,2022.0,14.0,9.985955515602882
"procesos industriales","online","quito","pichincha",1534.0,116.0,485.0,928.0,0.0,0.0,8.0,0.0,2022.0,14.0,9.708248605093672
"educación y capacitación","online","quito","pichincha",1539.0,33.0,75.0,660.0,0.0,0.0,20.0,0.0,2022.0,2.0,6.1527146846527785
"educación y capacitación","presencial","chone","manabi",1540.0,7.0,10.0,1680.0,0.0,0.0,240.0,0.0,2022.0,2.0,5.583390788645261
"educación y capacitación","presencial","quito","pichincha",1542.0,4.0,16.0,600.0,0.0,0.0,150.0,0.0,2022.0,4.0,5.909080360048051
"educación y capacitación","presencial","quito","pichincha",1545.0,5.0,16.0,750.0,0.0,0.0,150.0,0.0,2022.0,4.0,5.889300731305184
"educación y capacitación","presencial","tulcan","sin provincia",1548.0,9.0,23.0,1080.0,0.0,0.0,120.0,0.0,2022.0,3.0,5.9448878190746655
"educación y capacitación","presencial","quito","pichincha",1555.0,16.0,150.0,1920.0,0.0,0.0,120.0,0.0,2022.0,5.0,6.989386825733845
"administración y legislación","presencial","ambato","tungurahua",1560.0,95.0,294.0,3800.0,0.0,0.0,40.0,0.0,2022.0,4.0,7.677620937265601
"administración y legislación","online","ambato","tungurahua",1561.0,95.0,294.0,3800.0,0.0,0.0,40.0,0.0,2022.0,4.0,7.399914026756392
"administración y legislación","online","ambato","tungurahua",1562.0,26.0,294.0,1300.0,0.0,0.0,50.0,0.0,2022.0,4.0,8.158994593342186
"administración y legislación","online","ambato","tungurahua",1563.0,53.0,294.0,2650.0,0.0,0.0,50.0,0.0,2022.0,4.0,7.823899127658365
"alimentación gastronomía y turismo","online","ambato","tungurahua",1564.0,120.0,294.0,4800.0,0.0,0.0,40.0,0.0,2022.0,4.0,7.112060789012389
"educación y capacitación","presencial","machala","el oro",1567.0,23.0,95.0,1380.0,0.0,0.0,60.0,0.0,2022.0,3.0,6.578544447678269
"actividades profesionales, científicas y técnicas","desconocida","quito","pichincha",1569.0,7.0,469.0,0.0,0.0,0.0,0.0,0.0,2022.0,13.0,10.125973219267053
"educación y capacitación","presencial","quito","pichincha",1570.0,81.0,469.0,3240.0,0.0,0.0,40.0,0.0,2022.0,13.0,9.430256655259768
"administración y legislación","presencial","quito","pichincha",1571.0,34.0,469.0,1360.0,0.0,0.0,40.0,0.0,2022.0,13.0,10.000964063116271
"educación y capacitación","presencial","quito","pichincha",1573.0,5.0,469.0,1100.0,0.0,0.0,220.0,0.0,2022.0,13.0,9.928667497103675
"artes y artesanía","online","quito","pichincha",1576.0,22.0,116.0,440.0,0.0,0.0,20.0,0.0,2022.0,5.0,6.681276309920463
"artes y artesanía","presencial","quito","pichincha",1579.0,3.0,116.0,60.0,0.0,0.0,20.0,0.0,2022.0,5.0,7.147650771639405
