"area_familia","modalidad","canton","provincia","id_fact_oc","num_cap_cer","total_cursos","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","volumen_capacitados","prediction(volumen_capacitados)"
"educación y capacitación","semipresencial","quito","pichincha",1431.0,26.0,1.0,4680.0,0.0,0.0,180.0,0.0,2022.0,26.0,486.0
"electricidad y electrónica","presencial","latacunga","cotopaxi",1432.0,29.0,3.0,1160.0,0.0,0.0,40.0,0.0,2022.0,195.0,88.5
"tecnologías de la información y comunicación","presencial","latacunga","cotopaxi",1434.0,94.0,3.0,3760.0,55460.0,0.0,40.0,590.0,2022.0,195.0,219.66666666666666
"alimentación gastronomía y turismo","presencial","quito","pichincha",1440.0,13.0,9.0,312.0,0.0,0.0,24.0,0.0,2022.0,120.0,120.0
"enseñanza","desconocida","quito","pichincha",1447.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,2022.0,117.0,185.4418604651163
"educación y capacitación","presencial","portoviejo","manabi",1448.0,16.0,3.0,2880.0,0.0,0.0,180.0,0.0,2022.0,90.0,83.33333333333333
"educación y capacitación","presencial","portoviejo","manabi",1450.0,56.0,3.0,14560.0,0.0,0.0,260.0,0.0,2022.0,90.0,76.0
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1454.0,120.0,4.0,5760.0,0.0,0.0,48.0,0.0,2022.0,237.0,219.66666666666666
"administración y legislación","presencial","quito","pichincha",1456.0,15.0,1.0,900.0,0.0,0.0,60.0,0.0,2022.0,15.0,28.18421052631579
"procesos industriales","presencial","rumiñahui","pichincha",1458.0,18.0,7.0,3888.0,0.0,0.0,216.0,0.0,2022.0,78.0,185.4418604651163
"otras actividades de servicios","desconocida","rumiñahui","pichincha",1462.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,2022.0,78.0,185.4418604651163
"otras actividades de servicios","desconocida","rumiñahui","pichincha",1463.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,2022.0,78.0,185.4418604651163
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1466.0,17.0,5.0,680.0,0.0,0.0,40.0,0.0,2022.0,887.0,185.4418604651163
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1467.0,491.0,5.0,15712.0,0.0,0.0,32.0,0.0,2022.0,887.0,1027.0
"servicios socioculturales y a la comunidad","online","daule","guayas",1470.0,360.0,5.0,17280.0,0.0,0.0,48.0,0.0,2022.0,887.0,1027.0
"procesos industriales","presencial","shushufindi","sucumbios",1477.0,338.0,12.0,6760.0,0.0,0.0,20.0,0.0,2022.0,865.0,1603.5
"administración y legislación","presencial","shushufindi","sucumbios",1480.0,88.0,12.0,1760.0,0.0,0.0,20.0,0.0,2022.0,865.0,865.0
"administración y legislación","presencial","ambato","tungurahua",1482.0,14.0,2.0,560.0,0.0,0.0,40.0,0.0,2022.0,30.0,28.18421052631579
"administración y legislación","presencial","ambato","tungurahua",1483.0,16.0,2.0,640.0,0.0,0.0,40.0,0.0,2022.0,30.0,28.18421052631579
"artes y artesanía","presencial","guayaquil","guayas",1484.0,25.0,3.0,8975.0,0.0,0.0,359.0,0.0,2022.0,80.0,83.33333333333333
"administración y legislación","online","rumiñahui","pichincha",1489.0,20.0,7.0,800.0,0.0,0.0,40.0,0.0,2022.0,104.0,185.4418604651163
"administración y legislación","online","rumiñahui","pichincha",1491.0,11.0,7.0,440.0,0.0,0.0,40.0,0.0,2022.0,104.0,185.4418604651163
"tecnologías de la información y comunicación","online","rumiñahui","pichincha",1492.0,40.0,7.0,1600.0,15472.0,0.0,40.0,386.8,2022.0,104.0,185.4418604651163
"administración y legislación","online","rumiñahui","pichincha",1495.0,18.0,7.0,432.0,0.0,0.0,24.0,0.0,2022.0,104.0,185.4418604651163
"administración y legislación","online","rumiñahui","pichincha",1496.0,18.0,7.0,720.0,0.0,0.0,40.0,0.0,2022.0,104.0,185.4418604651163
"procesos industriales","presencial","quito","pichincha",1500.0,202.0,9.0,2424.0,0.0,0.0,12.0,0.0,2022.0,450.0,1603.5
"procesos industriales","presencial","quito","pichincha",1503.0,24.0,9.0,192.0,0.0,0.0,8.0,0.0,2022.0,450.0,450.0
"alimentación gastronomía y turismo","presencial","la libertad","santa elena",1505.0,40.0,5.0,2800.0,0.0,0.0,70.0,0.0,2022.0,146.0,185.4418604651163
"finanzas comercio y ventas","presencial","guayaquil","guayas",1510.0,152.0,2.0,1520.0,0.0,0.0,10.0,0.0,2022.0,227.0,268.5
"procesos industriales","online","quito","pichincha",1517.0,9.0,14.0,360.0,0.0,0.0,40.0,0.0,2022.0,485.0,483.0
"procesos industriales","online","quito","pichincha",1518.0,29.0,14.0,1160.0,0.0,0.0,40.0,0.0,2022.0,485.0,485.0
"procesos industriales","presencial","quito","pichincha",1519.0,29.0,14.0,464.0,0.0,0.0,16.0,0.0,2022.0,485.0,999.0
"procesos industriales","online","quito","pichincha",1526.0,5.0,14.0,200.0,0.0,0.0,40.0,0.0,2022.0,485.0,483.0
"procesos industriales","online","quito","pichincha",1530.0,30.0,14.0,1200.0,0.0,0.0,40.0,0.0,2022.0,485.0,485.0
"procesos industriales","presencial","quito","pichincha",1533.0,116.0,14.0,928.0,0.0,0.0,8.0,0.0,2022.0,485.0,999.0
"procesos industriales","online","quito","pichincha",1534.0,116.0,14.0,928.0,0.0,0.0,8.0,0.0,2022.0,485.0,999.0
"educación y capacitación","online","quito","pichincha",1539.0,33.0,2.0,660.0,0.0,0.0,20.0,0.0,2022.0,75.0,104.15384615384616
"educación y capacitación","presencial","chone","manabi",1540.0,7.0,2.0,1680.0,0.0,0.0,240.0,0.0,2022.0,10.0,28.18421052631579
"educación y capacitación","presencial","quito","pichincha",1542.0,4.0,4.0,600.0,0.0,0.0,150.0,0.0,2022.0,16.0,27.875
"educación y capacitación","presencial","quito","pichincha",1545.0,5.0,4.0,750.0,0.0,0.0,150.0,0.0,2022.0,16.0,27.875
"educación y capacitación","presencial","tulcan","sin provincia",1548.0,9.0,3.0,1080.0,0.0,0.0,120.0,0.0,2022.0,23.0,24.5
"educación y capacitación","presencial","quito","pichincha",1555.0,16.0,5.0,1920.0,0.0,0.0,120.0,0.0,2022.0,150.0,185.4418604651163
"administración y legislación","presencial","ambato","tungurahua",1560.0,95.0,4.0,3800.0,0.0,0.0,40.0,0.0,2022.0,294.0,219.66666666666666
"administración y legislación","online","ambato","tungurahua",1561.0,95.0,4.0,3800.0,0.0,0.0,40.0,0.0,2022.0,294.0,218.33333333333334
"administración y legislación","online","ambato","tungurahua",1562.0,26.0,4.0,1300.0,0.0,0.0,50.0,0.0,2022.0,294.0,104.15384615384616
"administración y legislación","online","ambato","tungurahua",1563.0,53.0,4.0,2650.0,0.0,0.0,50.0,0.0,2022.0,294.0,104.15384615384616
"alimentación gastronomía y turismo","online","ambato","tungurahua",1564.0,120.0,4.0,4800.0,0.0,0.0,40.0,0.0,2022.0,294.0,218.33333333333334
"educación y capacitación","presencial","machala","el oro",1567.0,23.0,3.0,1380.0,0.0,0.0,60.0,0.0,2022.0,95.0,306.5
"actividades profesionales, científicas y técnicas","desconocida","quito","pichincha",1569.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,2022.0,469.0,483.0
"educación y capacitación","presencial","quito","pichincha",1570.0,81.0,13.0,3240.0,0.0,0.0,40.0,0.0,2022.0,469.0,485.0
"administración y legislación","presencial","quito","pichincha",1571.0,34.0,13.0,1360.0,0.0,0.0,40.0,0.0,2022.0,469.0,485.0
"educación y capacitación","presencial","quito","pichincha",1573.0,5.0,13.0,1100.0,0.0,0.0,220.0,0.0,2022.0,469.0,483.0
"artes y artesanía","online","quito","pichincha",1576.0,22.0,5.0,440.0,0.0,0.0,20.0,0.0,2022.0,116.0,185.4418604651163
"artes y artesanía","presencial","quito","pichincha",1579.0,3.0,5.0,60.0,0.0,0.0,20.0,0.0,2022.0,116.0,185.4418604651163
