"area_familia","modalidad","canton","provincia","id_fact_oc","total_cursos","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","num_cap_cer","prediction(num_cap_cer)"
"alimentación gastronomía y turismo","presencial","quito","pichincha",1440.0,9.0,120.0,312.0,0.0,0.0,24.0,0.0,2022.0,13.0,14.0
"enseñanza","desconocida","quito","pichincha",1447.0,5.0,117.0,0.0,0.0,0.0,0.0,0.0,2022.0,14.0,45.95238095238095
"educación y capacitación","presencial","portoviejo","manabi",1448.0,3.0,90.0,2880.0,0.0,0.0,180.0,0.0,2022.0,16.0,16.0
"educación y capacitación","presencial","portoviejo","manabi",1450.0,3.0,90.0,14560.0,0.0,0.0,260.0,0.0,2022.0,56.0,62.5
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1454.0,4.0,237.0,5760.0,0.0,0.0,48.0,0.0,2022.0,120.0,82.8
"administración y legislación","presencial","quito","pichincha",1456.0,1.0,15.0,900.0,0.0,0.0,60.0,0.0,2022.0,15.0,14.0
"procesos industriales","presencial","rumiñahui","pichincha",1458.0,7.0,78.0,3888.0,0.0,0.0,216.0,0.0,2022.0,18.0,16.0
"otras actividades de servicios","desconocida","rumiñahui","pichincha",1462.0,7.0,78.0,0.0,0.0,0.0,0.0,0.0,2022.0,19.0,45.95238095238095
"otras actividades de servicios","desconocida","rumiñahui","pichincha",1463.0,7.0,78.0,0.0,0.0,0.0,0.0,0.0,2022.0,16.0,45.95238095238095
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1466.0,5.0,887.0,680.0,0.0,0.0,40.0,0.0,2022.0,17.0,17.0
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1467.0,5.0,887.0,15712.0,0.0,0.0,32.0,0.0,2022.0,491.0,308.25
"servicios socioculturales y a la comunidad","online","daule","guayas",1470.0,5.0,887.0,17280.0,0.0,0.0,48.0,0.0,2022.0,360.0,472.3333333333333
"procesos industriales","presencial","shushufindi","sucumbios",1477.0,12.0,865.0,6760.0,0.0,0.0,20.0,0.0,2022.0,338.0,357.0
"administración y legislación","presencial","shushufindi","sucumbios",1480.0,12.0,865.0,1760.0,0.0,0.0,20.0,0.0,2022.0,88.0,92.0
"administración y legislación","presencial","ambato","tungurahua",1482.0,2.0,30.0,560.0,0.0,0.0,40.0,0.0,2022.0,14.0,15.5
"administración y legislación","presencial","ambato","tungurahua",1483.0,2.0,30.0,640.0,0.0,0.0,40.0,0.0,2022.0,16.0,15.5
"artes y artesanía","presencial","guayaquil","guayas",1484.0,3.0,80.0,8975.0,0.0,0.0,359.0,0.0,2022.0,25.0,30.5
"administración y legislación","online","rumiñahui","pichincha",1489.0,7.0,104.0,800.0,0.0,0.0,40.0,0.0,2022.0,20.0,20.0
"administración y legislación","online","rumiñahui","pichincha",1491.0,7.0,104.0,440.0,0.0,0.0,40.0,0.0,2022.0,11.0,7.666666666666667
"tecnologías de la información y comunicación","online","rumiñahui","pichincha",1492.0,7.0,104.0,1600.0,15472.0,0.0,40.0,386.8,2022.0,40.0,41.0
"administración y legislación","online","rumiñahui","pichincha",1495.0,7.0,104.0,432.0,0.0,0.0,24.0,0.0,2022.0,18.0,11.0
"administración y legislación","online","rumiñahui","pichincha",1496.0,7.0,104.0,720.0,0.0,0.0,40.0,0.0,2022.0,18.0,18.0
"procesos industriales","presencial","quito","pichincha",1500.0,9.0,450.0,2424.0,0.0,0.0,12.0,0.0,2022.0,202.0,320.5
"procesos industriales","presencial","quito","pichincha",1503.0,9.0,450.0,192.0,0.0,0.0,8.0,0.0,2022.0,24.0,20.333333333333332
"alimentación gastronomía y turismo","presencial","la libertad","santa elena",1505.0,5.0,146.0,2800.0,0.0,0.0,70.0,0.0,2022.0,40.0,41.0
"finanzas comercio y ventas","presencial","guayaquil","guayas",1510.0,2.0,227.0,1520.0,0.0,0.0,10.0,0.0,2022.0,152.0,147.83333333333334
"procesos industriales","online","quito","pichincha",1517.0,14.0,485.0,360.0,0.0,0.0,40.0,0.0,2022.0,9.0,7.666666666666667
"procesos industriales","online","quito","pichincha",1518.0,14.0,485.0,1160.0,0.0,0.0,40.0,0.0,2022.0,29.0,29.2
"procesos industriales","presencial","quito","pichincha",1519.0,14.0,485.0,464.0,0.0,0.0,16.0,0.0,2022.0,29.0,32.0
"procesos industriales","online","quito","pichincha",1526.0,14.0,485.0,200.0,0.0,0.0,40.0,0.0,2022.0,5.0,5.5
"procesos industriales","online","quito","pichincha",1530.0,14.0,485.0,1200.0,0.0,0.0,40.0,0.0,2022.0,30.0,32.0
"procesos industriales","presencial","quito","pichincha",1533.0,14.0,485.0,928.0,0.0,0.0,8.0,0.0,2022.0,116.0,124.0
"procesos industriales","online","quito","pichincha",1534.0,14.0,485.0,928.0,0.0,0.0,8.0,0.0,2022.0,116.0,124.0
"educación y capacitación","online","quito","pichincha",1539.0,2.0,75.0,660.0,0.0,0.0,20.0,0.0,2022.0,33.0,33.333333333333336
"educación y capacitación","presencial","chone","manabi",1540.0,2.0,10.0,1680.0,0.0,0.0,240.0,0.0,2022.0,7.0,9.5
"educación y capacitación","presencial","quito","pichincha",1542.0,4.0,16.0,600.0,0.0,0.0,150.0,0.0,2022.0,4.0,5.25
"educación y capacitación","presencial","quito","pichincha",1545.0,4.0,16.0,750.0,0.0,0.0,150.0,0.0,2022.0,5.0,5.25
"educación y capacitación","presencial","tulcan","sin provincia",1548.0,3.0,23.0,1080.0,0.0,0.0,120.0,0.0,2022.0,9.0,10.666666666666666
"educación y capacitación","presencial","quito","pichincha",1555.0,5.0,150.0,1920.0,0.0,0.0,120.0,0.0,2022.0,16.0,15.666666666666666
"administración y legislación","presencial","ambato","tungurahua",1560.0,4.0,294.0,3800.0,0.0,0.0,40.0,0.0,2022.0,95.0,97.11111111111113
"administración y legislación","online","ambato","tungurahua",1561.0,4.0,294.0,3800.0,0.0,0.0,40.0,0.0,2022.0,95.0,97.11111111111113
"administración y legislación","online","ambato","tungurahua",1562.0,4.0,294.0,1300.0,0.0,0.0,50.0,0.0,2022.0,26.0,21.5
"administración y legislación","online","ambato","tungurahua",1563.0,4.0,294.0,2650.0,0.0,0.0,50.0,0.0,2022.0,53.0,37.0
"alimentación gastronomía y turismo","online","ambato","tungurahua",1564.0,4.0,294.0,4800.0,0.0,0.0,40.0,0.0,2022.0,120.0,97.11111111111113
"educación y capacitación","presencial","machala","el oro",1567.0,3.0,95.0,1380.0,0.0,0.0,60.0,0.0,2022.0,23.0,21.5
"actividades profesionales, científicas y técnicas","desconocida","quito","pichincha",1569.0,13.0,469.0,0.0,0.0,0.0,0.0,0.0,2022.0,7.0,45.95238095238095
"educación y capacitación","presencial","quito","pichincha",1570.0,13.0,469.0,3240.0,0.0,0.0,40.0,0.0,2022.0,81.0,112.33333333333333
"administración y legislación","presencial","quito","pichincha",1571.0,13.0,469.0,1360.0,0.0,0.0,40.0,0.0,2022.0,34.0,35.25
"educación y capacitación","presencial","quito","pichincha",1573.0,13.0,469.0,1100.0,0.0,0.0,220.0,0.0,2022.0,5.0,9.5
"artes y artesanía","online","quito","pichincha",1576.0,5.0,116.0,440.0,0.0,0.0,20.0,0.0,2022.0,22.0,20.0
"artes y artesanía","presencial","quito","pichincha",1579.0,5.0,116.0,60.0,0.0,0.0,20.0,0.0,2022.0,3.0,3.1666666666666665
