"area_familia","modalidad","canton","provincia","id_fact_oc","total_cursos","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","num_cap_cer","confidence(range2)","confidence(range1)","prediction(num_cap_cer)","cost"
"electricidad y electrónica","presencial","quito","pichincha",1073.0,22.0,2850.0,3584.0,0.0,1.414677276746242,32.0,0.0,2020.0,"range2",0.47933039980514197,0.5206696001948581,"range1",0.04133920038971611
"finanzas comercio y ventas","presencial","quito","pichincha",1074.0,22.0,2850.0,640.0,0.0,0.2526209422761147,32.0,0.0,2020.0,"range1",0.3126923100911249,0.687307689908875,"range1",0.3746153798177501
"electricidad y electrónica","presencial","quito","pichincha",1077.0,22.0,2850.0,320.0,0.0,0.1263104711380573,32.0,0.0,2020.0,"range1",0.3118377220402108,0.6881622779597891,"range1",0.3763245559195783
"electricidad y electrónica","presencial","quito","pichincha",1079.0,22.0,2850.0,12672.0,0.0,5.001894657067071,32.0,0.0,2020.0,"range2",0.6439866176939585,0.35601338230604157,"range2",0.2879732353879169
"tecnologías de la información y comunicación","presencial","quito","pichincha",1082.0,22.0,2850.0,5696.0,22784.0,2.2483263862574208,32.0,128.0,2020.0,"range2",0.6439867058616002,0.3560132941383998,"range2",0.2879734117232004
"electricidad y electrónica","presencial","quito","pichincha",1083.0,22.0,2850.0,10880.0,0.0,4.2945560186939495,32.0,0.0,2020.0,"range2",0.6439855163382964,0.35601448366170363,"range2",0.28797103267659274
"finanzas comercio y ventas","presencial","quito","pichincha",1086.0,22.0,2850.0,192.0,0.0,0.0757862826828344,32.0,0.0,2020.0,"range1",0.31159813141139664,0.6884018685886034,"range1",0.3768037371772068
"construcción e infraestructura","online","MISSING","imbabura",1088.0,1.0,6.0,240.0,0.0,0.0,40.0,0.0,2020.0,"range1",0.3108685244808662,0.6891314755191339,"range1",0.3782629510382677
"administración y legislación","presencial","quito","pichincha",1091.0,2.0,66.0,312.0,0.0,0.0,24.0,0.0,2020.0,"range1",0.31279789600877056,0.6872021039912295,"range1",0.37440420798245894
"educación y capacitación","presencial","manta","manabi",1094.0,4.0,91.0,5616.0,0.0,0.0,216.0,0.0,2020.0,"range1",0.31068491611801935,0.6893150838819806,"range1",0.37863016776396125
"tecnologías de la información y comunicación","presencial","manta","manabi",1096.0,4.0,91.0,2508.0,24252.36,0.0,132.0,1276.44,2020.0,"range1",0.31065336826008894,0.6893466317399111,"range1",0.37869326347982213
"procesos industriales","online","quito","pichincha",1098.0,56.0,3423.0,1312.0,0.0,13.344182262001627,8.0,0.0,2020.0,"range2",0.584479877229657,0.41552012277034295,"range2",0.16895975445931405
"procesos industriales","online","quito","pichincha",1099.0,56.0,3423.0,1360.0,0.0,13.83238405207486,8.0,0.0,2020.0,"range2",0.5928761833269943,0.40712381667300573,"range2",0.1857523666539886
"artes y artesanía","presencial","santo domingo","santo domingo de los tsachilas",1102.0,4.0,75.0,1040.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31115262859781917,0.6888473714021809,"range1",0.3776947428043617
"tecnologías de la información y comunicación","online","quito","pichincha",1105.0,3.0,18.0,96.0,384.0,0.0,24.0,96.0,2022.0,"range1",0.3106823856021797,0.6893176143978202,"range1",0.37863522879564054
"transporte y logística","presencial","quito","pichincha",1106.0,5.0,240.0,1044.0,0.0,0.0,12.0,0.0,2022.0,"range2",0.3134574926396153,0.6865425073603847,"range1",0.3730850147207694
"administración y legislación","presencial","quito","pichincha",1108.0,13.0,348.0,380.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.3133607902335287,0.6866392097664713,"range1",0.3732784195329426
"procesos industriales","presencial","quito","pichincha",1109.0,13.0,348.0,800.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.3162242637229786,0.6837757362770215,"range1",0.36755147255404286
"administración y legislación","presencial","quito","pichincha",1110.0,13.0,348.0,792.0,0.0,0.0,24.0,0.0,2022.0,"range2",0.31481483415486095,0.6851851658451391,"range1",0.37037033169027817
"administración y legislación","presencial","quito","pichincha",1111.0,13.0,348.0,10800.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6435302527769514,0.3564697472230485,"range2",0.2870605055539029
"administración y legislación","presencial","quito","pichincha",1115.0,13.0,348.0,580.0,0.0,0.0,20.0,0.0,2022.0,"range2",0.3143651521997841,0.6856348478002158,"range1",0.37126969560043166
"administración y legislación","presencial","quito","pichincha",1119.0,13.0,348.0,140.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.3124632424833523,0.6875367575166478,"range1",0.3750735150332955
"finanzas comercio y ventas","presencial","quito","pichincha",1120.0,13.0,348.0,48.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.31126836833607285,0.6887316316639271,"range1",0.3774632633278543
"procesos industriales","presencial","quito","pichincha",1124.0,8.0,582.0,192.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3150735224853762,0.6849264775146239,"range1",0.3698529550292477
"procesos industriales","online","quito","pichincha",1125.0,8.0,582.0,192.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3170549000048572,0.6829450999951429,"range1",0.36589019999028566
"procesos industriales","online","quito","pichincha",1128.0,8.0,582.0,9200.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.6439584828264443,0.35604151717355575,"range2",0.28791696565288855
"procesos industriales","presencial","quito","pichincha",1130.0,8.0,582.0,640.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.31631045858569246,0.6836895414143075,"range1",0.36737908282861503
"procesos industriales","online","quito","pichincha",1133.0,13.0,2079.0,1560.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.426009666529312,0.5739903334706881,"range1",0.14798066694137607
"administración y legislación","presencial","manta","manabi",1138.0,3.0,619.0,19000.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.6439867054818397,0.3560132945181603,"range2",0.2879734109636794
"administración y legislación","presencial","santo domingo","santo domingo de los tsachilas",1146.0,30.0,786.0,720.0,0.0,0.3787878787878788,240.0,0.0,2022.0,"range1",0.31065344034488357,0.6893465596551165,"range1",0.3786931193102329
"administración y legislación","online","santo domingo","santo domingo de los tsachilas",1151.0,30.0,786.0,1350.0,0.0,3.787878787878788,45.0,0.0,2022.0,"range2",0.31802407442763053,0.6819759255723694,"range1",0.3639518511447389
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1153.0,30.0,786.0,48.0,0.0,0.1262626262626262,48.0,0.0,2022.0,"range1",0.310710023661447,0.689289976338553,"range1",0.37857995267710604
"transporte y logística","presencial","santo domingo","santo domingo de los tsachilas",1156.0,30.0,786.0,12672.0,0.0,8.333333333333332,192.0,0.0,2022.0,"range2",0.6418787322482392,0.35812126775176073,"range2",0.2837574644964785
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1157.0,30.0,786.0,45.0,0.0,0.1262626262626262,45.0,0.0,2022.0,"range1",0.3107193897075337,0.6892806102924661,"range1",0.3785612205849324
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1159.0,30.0,786.0,405.0,0.0,1.1363636363636365,45.0,0.0,2022.0,"range1",0.31078895676236384,0.689211043237636,"range1",0.3784220864752722
"educación y capacitación","online","santo domingo","santo domingo de los tsachilas",1160.0,30.0,786.0,405.0,0.0,1.1363636363636365,45.0,0.0,2022.0,"range1",0.31084588249653944,0.6891541175034606,"range1",0.3783082350069211
"servicios socioculturales y a la comunidad","online","santo domingo","santo domingo de los tsachilas",1166.0,30.0,786.0,22704.0,0.0,59.72222222222222,48.0,0.0,2022.0,"range2",0.6439867280697759,0.3560132719302242,"range2",0.28797345613955166
"servicios socioculturales y a la comunidad","presencial","santo domingo","santo domingo de los tsachilas",1167.0,30.0,786.0,780.0,0.0,1.6414141414141417,60.0,0.0,2022.0,"range1",0.3107667072695609,0.6892332927304392,"range1",0.3784665854608783
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1169.0,30.0,786.0,960.0,0.0,1.0101010101010102,120.0,0.0,2022.0,"range1",0.31065906372455737,0.6893409362754426,"range1",0.3786818725508852
"educación y capacitación","presencial","santo domingo","santo domingo de los tsachilas",1170.0,30.0,786.0,4800.0,0.0,2.525252525252525,240.0,0.0,2022.0,"range1",0.31065691953023156,0.6893430804697683,"range1",0.3786861609395368
"administración y legislación","online","quito","pichincha",1181.0,2.0,854.0,83304.0,0.0,0.0,156.0,0.0,2022.0,"range2",0.9773200389477079,0.022679961052292013,"range2",0.9546400778954159
"administración y legislación","presencial","guayaquil","guayas",1183.0,2.0,29.0,880.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31246068170250013,0.6875393182974999,"range1",0.3750786365949998
"administración y legislación","presencial","quito","pichincha",1186.0,11.0,580.0,336.0,0.0,0.0,16.0,0.0,2022.0,"range1",0.31424798163667234,0.6857520183633277,"range1",0.37150403672665533
"tecnologías de la información y comunicación","online","quito","pichincha",1188.0,14.0,96.0,576.0,8496.0,0.0,64.0,944.0,2022.0,"range1",0.3106286891486169,0.6893713108513831,"range1",0.37874262170276624
"procesos industriales","presencial","quito","pichincha",1190.0,14.0,96.0,64.0,0.0,0.0,16.0,0.0,2022.0,"range1",0.3118888752322848,0.6881111247677153,"range1",0.3762222495354305
"procesos industriales","presencial","quito","pichincha",1193.0,14.0,96.0,20.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31156191236642194,0.6884380876335782,"range1",0.3768761752671562
"tecnologías de la información y comunicación","online","quito","pichincha",1195.0,14.0,96.0,384.0,3713.28,0.0,64.0,618.88,2022.0,"range1",0.31065300999503115,0.6893469900049688,"range1",0.37869398000993765
"tecnologías de la información y comunicación","presencial","quito","pichincha",1197.0,14.0,96.0,40.0,550.0,0.0,40.0,550.0,2022.0,"range1",0.310651193066086,0.6893488069339141,"range1",0.3786976138678281
"procesos industriales","presencial","quito","pichincha",1199.0,14.0,96.0,100.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31167774283825606,0.6883222571617439,"range1",0.37664451432348783
"procesos industriales","presencial","quito","pichincha",1201.0,14.0,96.0,96.0,0.0,0.0,24.0,0.0,2022.0,"range1",0.311458042290375,0.6885419577096249,"range1",0.3770839154192499
"procesos industriales","presencial","quito","pichincha",1202.0,14.0,96.0,220.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31188998256819483,0.688110017431805,"range1",0.37622003486361016
"procesos industriales","presencial","ambato","tungurahua",1210.0,35.0,1795.0,342.0,0.0,0.0,18.0,0.0,2022.0,"range1",0.31389920088424844,0.6861007991157515,"range1",0.37220159823150306
"procesos industriales","online","ambato","tungurahua",1216.0,35.0,1795.0,732.0,0.0,0.0,12.0,0.0,2022.0,"range2",0.32319954442299115,0.676800455577009,"range1",0.3536009111540178
"procesos industriales","presencial","ambato","tungurahua",1217.0,35.0,1795.0,736.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3216655729177673,0.6783344270822327,"range1",0.35666885416446537
"procesos industriales","presencial","quito","pichincha",1220.0,4.0,94.0,9792.0,0.0,0.0,408.0,0.0,2022.0,"range1",0.31065534696511854,0.6893446530348816,"range1",0.37868930606976303
"artes y artesanía","presencial","quito","pichincha",1221.0,4.0,94.0,768.0,0.0,0.0,48.0,0.0,2022.0,"range1",0.31083462483512897,0.6891653751648711,"range1",0.3783307503297421
"artes y artesanía","presencial","quito","pichincha",1222.0,4.0,94.0,384.0,0.0,0.0,48.0,0.0,2022.0,"range1",0.31075428760960866,0.6892457123903913,"range1",0.3784914247807827
"otras actividades de servicios","desconocida","quito","pichincha",1223.0,4.0,94.0,0.0,0.0,0.0,0.0,0.0,2022.0,"range2",0.3118615533965932,0.6881384466034067,"range1",0.3762768932068135
"educación y capacitación","presencial","latacunga","cotopaxi",1224.0,4.0,132.0,1360.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.3113906285557716,0.6886093714442283,"range1",0.3772187428884567
"educación y capacitación","presencial","latacunga","cotopaxi",1226.0,4.0,132.0,7980.0,0.0,0.0,140.0,0.0,2022.0,"range2",0.3877569144362458,0.6122430855637542,"range1",0.22448617112750835
"administración y legislación","presencial","quito","pichincha",1231.0,55.0,5435.0,60.0,0.0,1.7857142857142856,20.0,0.0,2022.0,"range1",0.3348679092688575,0.6651320907311424,"range1",0.3302641814622849
"administración y legislación","online","quito","pichincha",1232.0,55.0,5435.0,60.0,0.0,1.7857142857142856,20.0,0.0,2022.0,"range1",0.34534345333149163,0.6546565466685084,"range1",0.30931309333701673
"procesos industriales","online","quito","pichincha",1233.0,55.0,5435.0,208.0,0.0,15.476190476190476,8.0,0.0,2022.0,"range1",0.5801197981859502,0.4198802018140498,"range2",0.16023959637190038
"administración y legislación","presencial","quito","pichincha",1234.0,55.0,5435.0,224.0,0.0,16.666666666666664,8.0,0.0,2022.0,"range2",0.576977370139128,0.42302262986087197,"range2",0.153954740278256
"procesos industriales","online","quito","pichincha",1240.0,55.0,5435.0,320.0,0.0,23.809523809523807,8.0,0.0,2022.0,"range2",0.6325356433034574,0.3674643566965427,"range2",0.26507128660691465
"procesos industriales","online","quito","pichincha",1241.0,55.0,5435.0,128.0,0.0,9.523809523809524,8.0,0.0,2022.0,"range1",0.48296366826443177,0.5170363317355683,"range1",0.03407266347113652
"procesos industriales","online","quito","pichincha",1243.0,55.0,5435.0,168.0,0.0,12.5,8.0,0.0,2022.0,"range1",0.5366541003378918,0.46334589966210826,"range2",0.07330820067578359
"forestal ecología y medio ambiente","online","quito","pichincha",1246.0,55.0,5435.0,20.0,0.0,1.1904761904761905,10.0,0.0,2022.0,"range1",0.3207777918331282,0.6792222081668718,"range1",0.35844441633374363
"educación y capacitación","presencial","quito","pichincha",1247.0,55.0,5435.0,3360.0,0.0,100.0,20.0,0.0,2022.0,"range2",0.6439867026536765,0.3560132973463235,"range2",0.28797340530735305
"comunicación y artes gráficas","online","quito","pichincha",1252.0,55.0,5435.0,288.0,0.0,21.428571428571427,8.0,0.0,2022.0,"range2",0.5677909812756611,0.43220901872433903,"range2",0.13558196255132204
"educación y capacitación","presencial","quito","pichincha",1253.0,55.0,5435.0,9280.0,0.0,276.1904761904762,20.0,0.0,2022.0,"range2",0.9729645382466616,0.027035461753338336,"range2",0.9459290764933233
"administración y legislación","online","quito","pichincha",1255.0,55.0,5435.0,280.0,0.0,20.833333333333336,8.0,0.0,2022.0,"range2",0.6256659404996197,0.37433405950038035,"range2",0.2513318809992393
"tecnologías de la información y comunicación","presencial","quito","pichincha",1257.0,55.0,5435.0,120.0,384.99999996,4.761904761904762,15.0,48.124999995,2022.0,"range1",0.3144311030775104,0.6855688969224896,"range1",0.3711377938449792
"tecnologías de la información y comunicación","online","quito","pichincha",1258.0,55.0,5435.0,120.0,384.99999996,4.761904761904762,15.0,48.124999995,2022.0,"range1",0.3161231781178749,0.6838768218821251,"range1",0.3677536437642502
"tecnologías de la información y comunicación","online","quito","pichincha",1260.0,55.0,5435.0,8.0,84.0,0.5952380952380952,8.0,84.0,2022.0,"range1",0.31124961262574746,0.6887503873742525,"range1",0.3775007747485051
"educación y capacitación","online","quito","pichincha",1262.0,55.0,5435.0,15680.0,0.0,233.33333333333331,40.0,0.0,2022.0,"range2",0.9766942215181019,0.023305778481897948,"range2",0.953388443036204
"procesos industriales","online","quito","pichincha",1264.0,55.0,5435.0,170.0,0.0,10.11904761904762,10.0,0.0,2022.0,"range1",0.48598553915052306,0.5140144608494769,"range1",0.028028921698953824
"educación y capacitación","presencial","quito","pichincha",1267.0,55.0,5435.0,2224.0,0.0,165.47619047619045,8.0,0.0,2022.0,"range2",0.6439867059973502,0.3560132940026497,"range2",0.2879734119947005
"procesos industriales","presencial","quito","pichincha",1269.0,55.0,5435.0,2376.0,0.0,176.78571428571428,8.0,0.0,2022.0,"range2",0.6439867073782243,0.35601329262177556,"range2",0.2879734147564487
"educación y capacitación","presencial","quito","pichincha",1271.0,55.0,5435.0,1424.0,0.0,105.95238095238096,8.0,0.0,2022.0,"range2",0.6439866983283112,0.3560133016716887,"range2",0.2879733966566225
"procesos industriales","online","quito","pichincha",1274.0,55.0,5435.0,1432.0,0.0,106.54761904761904,8.0,0.0,2022.0,"range2",0.6439867038270818,0.3560132961729184,"range2",0.2879734076541634
"transporte y logística","presencial","quito","pichincha",1275.0,55.0,5435.0,32.0,0.0,2.380952380952381,8.0,0.0,2022.0,"range1",0.32034582774527887,0.6796541722547212,"range1",0.3593083445094424
"administración y legislación","presencial","quito","pichincha",1277.0,55.0,5435.0,1800.0,0.0,53.57142857142857,20.0,0.0,2022.0,"range2",0.643977753747809,0.356022246252191,"range2",0.287955507495618
"procesos industriales","online","quito","pichincha",1280.0,55.0,5435.0,1150.0,0.0,68.45238095238095,10.0,0.0,2022.0,"range2",0.6439859786323997,0.35601402136760046,"range2",0.28797195726479924
"procesos industriales","online","quito","pichincha",1281.0,55.0,5435.0,10.0,0.0,0.5952380952380952,10.0,0.0,2022.0,"range1",0.34601752180152695,0.653982478198473,"range1",0.30796495639694604
"procesos industriales","presencial","quito","pichincha",1286.0,55.0,5435.0,260.0,0.0,15.476190476190476,10.0,0.0,2022.0,"range1",0.5412660397594359,0.4587339602405642,"range2",0.0825320795188717
"procesos industriales","online","quito","pichincha",1289.0,55.0,5435.0,1456.0,0.0,108.33333333333331,8.0,0.0,2022.0,"range2",0.643986704197483,0.35601329580251706,"range2",0.287973408394966
"procesos industriales","presencial","quito","pichincha",1299.0,55.0,5435.0,8.0,0.0,0.5952380952380952,8.0,0.0,2022.0,"range1",0.33755772265287437,0.6624422773471257,"range1",0.3248845546942513
"procesos industriales","online","quito","pichincha",1300.0,55.0,5435.0,8.0,0.0,0.5952380952380952,8.0,0.0,2022.0,"range1",0.349113059446483,0.650886940553517,"range1",0.301773881107034
"procesos industriales","presencial","quito","pichincha",1301.0,55.0,5435.0,4128.0,0.0,307.1428571428572,8.0,0.0,2022.0,"range2",0.9713228681409563,0.02867713185904362,"range2",0.9426457362819126
"servicios socioculturales y a la comunidad","online","quito","pichincha",1310.0,55.0,5435.0,64.0,0.0,4.761904761904762,8.0,0.0,2022.0,"range1",0.33280299613993786,0.6671970038600622,"range1",0.33439400772012434
"procesos industriales","online","quito","pichincha",1313.0,55.0,5435.0,40.0,0.0,2.976190476190476,8.0,0.0,2022.0,"range1",0.37052687741086193,0.629473122589138,"range1",0.2589462451782761
"administración y legislación","online","quito","pichincha",1318.0,55.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,"range1",0.3341730690440911,0.665826930955909,"range1",0.33165386191181784
"administración y legislación","presencial","quito","pichincha",1319.0,55.0,5435.0,20.0,0.0,0.5952380952380952,20.0,0.0,2022.0,"range1",0.32693185398508323,0.6730681460149168,"range1",0.3461362920298336
"procesos industriales","presencial","quito","pichincha",1322.0,55.0,5435.0,20.0,0.0,1.1904761904761905,10.0,0.0,2022.0,"range1",0.3371876242201466,0.6628123757798534,"range1",0.3256247515597068
"educación y capacitación","presencial","quito","pichincha",1324.0,55.0,5435.0,7140.0,0.0,212.5,20.0,0.0,2022.0,"range2",0.6439905173640155,0.3560094826359845,"range2",0.287981034728031
"enseñanza","desconocida","quito","pichincha",1326.0,4.0,366.0,0.0,0.0,0.0,0.0,0.0,2022.0,"range2",0.31193622711465996,0.6880637728853402,"range1",0.3761275457706802
"educación y capacitación","presencial","guayaquil","guayas",1328.0,5.0,193.0,384.0,0.0,0.0,48.0,0.0,2022.0,"range1",0.31074578576978173,0.6892542142302182,"range1",0.3785084284604364
"educación y capacitación","presencial","guayaquil","guayas",1330.0,5.0,193.0,8856.0,0.0,0.0,72.0,0.0,2022.0,"range2",0.639655449823783,0.360344550176217,"range2",0.27931089964756595
"educación y capacitación","presencial","guayaquil","guayas",1332.0,5.0,193.0,2448.0,0.0,0.0,72.0,0.0,2022.0,"range2",0.3112304281862315,0.6887695718137685,"range1",0.37753914362753704
"educación y capacitación","presencial","guayaquil","guayas",1334.0,5.0,193.0,1656.0,0.0,0.0,72.0,0.0,2022.0,"range1",0.31082115548063005,0.6891788445193701,"range1",0.37835768903874
"artes y artesanía","presencial","latacunga","cotopaxi",1339.0,27.0,708.0,115.0,0.0,0.0,115.0,0.0,2022.0,"range1",0.3106550986203598,0.6893449013796403,"range1",0.37868980275928055
"artes y artesanía","presencial","latacunga","cotopaxi",1340.0,27.0,708.0,2185.0,0.0,0.0,115.0,0.0,2022.0,"range1",0.31068245072174033,0.6893175492782597,"range1",0.3786350985565194
"administración y legislación","online","quito","pichincha",1342.0,6.0,96.0,440.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.3116404638938912,0.6883595361061087,"range1",0.37671907221221745
"administración y legislación","online","quito","pichincha",1343.0,6.0,96.0,1400.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.31530098377737775,0.6846990162226222,"range1",0.36939803244524444
"tecnologías de la información y comunicación","online","quito","pichincha",1345.0,6.0,96.0,600.0,5802.0,0.0,40.0,386.8,2022.0,"range1",0.3106553334695156,0.6893446665304843,"range1",0.3786893330609687
"finanzas comercio y ventas","presencial","quito","pichincha",1348.0,6.0,96.0,180.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.3109400825239057,0.6890599174760944,"range1",0.3781198349521887
"educación y capacitación","presencial","quito","pichincha",1352.0,5.0,64.0,689.0,0.0,0.0,53.0,0.0,2022.0,"range1",0.3107524239982035,0.6892475760017964,"range1",0.3784951520035929
"administración y legislación","presencial","quito","pichincha",1353.0,5.0,64.0,1020.0,0.0,0.0,30.0,0.0,2022.0,"range2",0.31374988079169414,0.6862501192083057,"range1",0.37250023841661156
"procesos industriales","presencial","quito","pichincha",1355.0,14.0,1310.0,304.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.31628937551652303,0.683710624483477,"range1",0.36742124896695394
"administración y legislación","online","quito","pichincha",1359.0,14.0,1310.0,328.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3209411722863837,0.6790588277136163,"range1",0.35811765542723256
"educación y capacitación","presencial","quito","pichincha",1360.0,14.0,1310.0,272.0,0.0,0.0,16.0,0.0,2022.0,"range1",0.3114325486290688,0.6885674513709312,"range1",0.37713490274186245
"educación y capacitación","online","quito","pichincha",1361.0,14.0,1310.0,272.0,0.0,0.0,16.0,0.0,2022.0,"range1",0.3117738547214403,0.6882261452785596,"range1",0.3764522905571193
"educación y capacitación","presencial","quito","pichincha",1362.0,14.0,1310.0,88.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3115755938146367,0.6884244061853634,"range1",0.3768488123707267
"finanzas comercio y ventas","presencial","quito","pichincha",1364.0,14.0,1310.0,240.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31084118626889246,0.6891588137311077,"range1",0.3783176274622152
"administración y legislación","presencial","quito","pichincha",1372.0,14.0,1310.0,64.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3151938598087063,0.6848061401912937,"range1",0.3696122803825874
"educación y capacitación","online","loja","loja",1373.0,7.0,1657.0,46980.0,0.0,0.0,180.0,0.0,2022.0,"range2",0.9415775265600176,0.05842247343998239,"range2",0.8831550531200352
"educación y capacitación","online","loja","loja",1375.0,7.0,1657.0,97740.0,0.0,0.0,270.0,0.0,2022.0,"range2",0.9773200389477479,0.02267996105225208,"range2",0.9546400778954958
"educación y capacitación","online","loja","loja",1377.0,7.0,1657.0,106920.0,0.0,0.0,360.0,0.0,2022.0,"range2",0.9773200389477555,0.02267996105224442,"range2",0.9546400778955111
"administración y legislación","presencial","quito","pichincha",1381.0,6.0,94.0,3744.0,0.0,0.0,96.0,0.0,2022.0,"range2",0.31564606803811573,0.6843539319618842,"range1",0.3687078639237685
"mecánica automotriz","presencial","quito","pichincha",1382.0,6.0,94.0,240.0,0.0,0.0,120.0,0.0,2022.0,"range1",0.31065505788564945,0.6893449421143506,"range1",0.37868988422870115
"electricidad y electrónica","presencial","quito","pichincha",1385.0,6.0,94.0,840.0,0.0,0.0,120.0,0.0,2022.0,"range1",0.3106570443390086,0.6893429556609915,"range1",0.37868591132198287
"educación y capacitación","online","loja","loja",1390.0,21.0,1300.0,9600.0,0.0,0.0,100.0,0.0,2022.0,"range2",0.6410780230713401,0.35892197692865996,"range2",0.28215604614268014
"procesos industriales","presencial","quito","pichincha",1392.0,5.0,245.0,500.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31279411634027154,0.6872058836597285,"range1",0.3744117673194569
"procesos industriales","semipresencial","quito","pichincha",1393.0,5.0,245.0,500.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.3137477282105215,0.6862522717894786,"range1",0.37250454357895707
"educación y capacitación","presencial","quito","pichincha",1394.0,5.0,245.0,880.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.3109476984656397,0.6890523015343604,"range1",0.3781046030687207
"alimentación gastronomía y turismo","presencial","quito","pichincha",1399.0,5.0,245.0,790.0,0.0,0.0,10.0,0.0,2022.0,"range2",0.3120841150815568,0.6879158849184431,"range1",0.3758317698368863
"educación y capacitación","semipresencial","quito","pichincha",1404.0,7.0,187.0,6120.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.3266186250424101,0.6733813749575899,"range1",0.34676274991517975
"educación y capacitación","semipresencial","quito","pichincha",1406.0,7.0,187.0,4560.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.3119253939987271,0.6880746060012729,"range1",0.3761492120025458
"procesos industriales","presencial","cuenca","azuay",1407.0,4.0,94.0,496.0,0.0,0.0,16.0,0.0,2022.0,"range2",0.31308580511598877,0.6869141948840111,"range1",0.3738283897680223
"procesos industriales","presencial","cuenca","azuay",1409.0,4.0,94.0,432.0,0.0,0.0,12.0,0.0,2022.0,"range2",0.3134229993568924,0.6865770006431076,"range1",0.3731540012862152
"procesos industriales","presencial","cuenca","azuay",1410.0,4.0,94.0,80.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3126339922141416,0.6873660077858584,"range1",0.3747320155717168
"educación y capacitación","presencial","quito","pichincha",1412.0,4.0,76.0,5100.0,0.0,0.0,300.0,0.0,2022.0,"range1",0.31065359015306426,0.6893464098469358,"range1",0.3786928196938716
"forestal ecología y medio ambiente","presencial","pastaza","pastaza",1415.0,18.0,1462.0,12960.0,0.0,0.0,96.0,0.0,2022.0,"range2",0.6439736418052143,0.35602635819478573,"range2",0.2879472836104286
"electricidad y electrónica","presencial","pastaza","pastaza",1417.0,18.0,1462.0,960.0,0.0,0.0,64.0,0.0,2022.0,"range1",0.310792609344737,0.689207390655263,"range1",0.378414781310526
"educación y capacitación","online","pastaza","pastaza",1419.0,18.0,1462.0,2368.0,0.0,0.0,64.0,0.0,2022.0,"range2",0.3124737951565979,0.6875262048434022,"range1",0.3750524096868043
"forestal ecología y medio ambiente","presencial","pastaza","pastaza",1421.0,18.0,1462.0,1664.0,0.0,0.0,64.0,0.0,2022.0,"range1",0.3110647718905331,0.6889352281094668,"range1",0.3778704562189337
"forestal ecología y medio ambiente","online","pastaza","pastaza",1424.0,18.0,1462.0,1536.0,0.0,0.0,64.0,0.0,2022.0,"range1",0.3111337075131902,0.6888662924868098,"range1",0.37773258497361956
"servicios socioculturales y a la comunidad","presencial","guayaquil","guayas",1428.0,1.0,310.0,37200.0,0.0,0.0,120.0,0.0,2022.0,"range2",0.6439895268945737,0.35601047310542633,"range2",0.28797905378914734
"enseñanza","desconocida","MISSING","sin provincia",1429.0,4.0,192.0,0.0,0.0,0.0,0.0,0.0,2022.0,"range2",0.3116451075815421,0.6883548924184577,"range1",0.3767097848369156
"educación y capacitación","semipresencial","quito","pichincha",1431.0,1.0,26.0,4680.0,0.0,0.0,180.0,0.0,2022.0,"range1",0.31070637538405516,0.6892936246159448,"range1",0.37858724923188963
"electricidad y electrónica","presencial","latacunga","cotopaxi",1432.0,3.0,195.0,1160.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.3110951980220762,0.6889048019779237,"range1",0.3778096039558475
