#,Universidad,Ciudad,Pagina Web,Servicios,Tipos de Oferta ,Areas de Formación,Nombre  de los Programas,Modalidad,horarios,Tiempo de duración,Duración programa, Precio ,formas de pago,certificación,plataforma educacion virtual,Red de educación
1,udla universidad de las americas ,Quito,https://www.udla.edu.ec/educacion-continua2/,"37 carreras de pregrado en modalidades presencial,  y semipresencial 22 diplomados en modalidad 100% online.",Maestrias,Administracion y negocios,gerencia de instituciones de salud,100% online,22 de marzo de 2021,1736 H,1 año  2 meses, llamar ,"efectivo , tarjetas de credito y , debito , banco pichincha","WACS, Acreditadora de Chile, CES","moodle ,office 365",
,,,,,,,Introducción al Coaching,online y autoinstruccional,30 de marzo de 2021,disponible 24 h,12, $30.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Canvas UTPL,
,,,,,,,Excelencia en el Servicio y Fidelización al Cliente,online y autoinstruccional,30 de marzo de 2021,disponible 24 h,12, $30.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Canvas UTPL,
,,,,,,,Construye tu Modelo de Negocio,online y autoinstruccional,30 de marzo de 2021,disponible 24 h,8, $20.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Canvas UTPL,
,,,,,,,Técnicas Básicas de Ventas,online y autoinstruccional,30 de marzo de 2021,disponible 24 h,40, $45.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Canvas UTPL,
,,,,,,Tecnicos,Escuela de capacitación de conductores profesionales - Licencia Tipo G,Semipresencial,04 de diciembre de 2020,21/12/2020 a 07 mayo/21,6 meses," $1,800.00 ","efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Canvas UTPL,
,,,,,,Tecnologia,Programming Essentials in Python,online,Proximamente,2 a 6 horas al dia,70, $280.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Netacad,
,,,,,,,CCNA Cybersecurity Operations,online,Proximamente,2 a 6 horas al dia,70 H,,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Netacad,
,,,,,,,CCNA1 v7: INTRODUCCIÓN A REDES,online,Proximamente,2 a 6 horas al dia,70 H,,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Netacad,
,,,,,,,"CCNA3 v7: Redes Empresariales, Seguridad y Automatización",online,Proximamente,1 a 4 horas al dia,30, $100.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Netacad,
,,,,,,,Fundamentos de Ciberseguridad,online,Proximamente,1 a 6 horas al dia,70, $280.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Netacad,
,,,,,,,IoT Fudamentals: Connecting Things,online,Proximamente,1 a 6 horas al dia,50, $125.00 ,"efectivo pago en linea , tarjeta de credito , credito directo,instituciones financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",Netacad,
5,Universidad Catolica de Santiago de Guayaquil,Guayaquil,https://www.ucsg.edu.ec/educontinua/,"cursos in house , programas tipo diplomado , diagnostico de necesidades , seminarios abiertos ,asesoria en capacitacion , diseño de propuesta de intervencion con modalidades precesiales y a distancia en grados y posgrados",PROGRAMAS O DIPLOMADOS,Administracion,DIPLOMADO EN COMPRAS Y CONTRATACIONES DEL ESTADO,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO CREACIÓN DE APLICACIONES 4.0 PARA LA EDUCACIÓN DISRUPTIVA​,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN INNOVACIÓN Y TRANSFORMACIÓN DIGITAL DEL NEGOCIO Y LAS TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN​,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN GESTIÓN INTEGRADA EN SEGURIDAD Y SALUD EN EL TRABAJO,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN MARKETING Y COMUNICACIÓN POLÍTICA EN TIEMPOS DE DISTANCIAMIENTO,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN GESTIÓN HOTELERA,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN GERENCIA COMERCIAL,online,Cada 15 dias,144 H,144 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO DE ADMINISTRACIÓN DE GOBIERNOS SECCIONALES,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,Educacion,DIPLOMADO EN INCLUSIÓN EDUCATIVA: ATENCIÓN A LA DIVERSIDAD EN EL AULA,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,"DIPLOMADO EN DISEÑO DE RECURSOS EDUCATIVOS DIGITALES INTERACTIVOS PARA EDUCACIÓN BÁSICA, INICIAL Y ELEMENTAL",online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN FORTALECIMIENTO PROFESIONAL PARA PSICÓLOGOS Y AFINES: ABORDAJE DE PROBLEMÁTICAS EN LA NIÑEZ Y EN LA ADOLESCENCIA EN EL CONTEXTO EDUCATIVO,online,19 de octubre del 2019,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIDÁCTICA PARA LA ENSEÑANZA EN EDUCACIÓN GENERAL BÁSICA,online,11 DE JULIO,120 H,120, $520.00 ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO DE AMBIENTES VIRTUALES PARA EL PROCESO DE ENSEÑANZA APRENDIZAJE EN LA EDUCACIÓN BÁSICA​,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,TICS,DIPLOMADO EN EXPERTO EN DISEÑO DE PUBLICACIONES INTERACTIVAS CON ADOBE INDESIGN PARA DISPOSITIVOS MÓVILES,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN INFOPEDAGOGÍA: APLICACIONES DE LAS TICS PARA LA ENSEÑANZA,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO DE CUSTOMER EXPERIENCE EN ENTORNOS DIGITALES Y TRADICIONALES,online,Cada 15 dias,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,Salud,PROGRAMA AUXILIAR DE ENFERMERÍA,online,Cada fin de semana,600 H,600 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN URGENCIAS MÉDICAS HOSPITALARIAS,online,Cada fin de semana,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,PROGRAMA AUXILIAR DE ODONTOLOGÍA,online,Cada fin de semana,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO DE NUTRICIÓN ENTERAL Y PARENTERAL,online,Cada fin de semana,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN ESPECIALIDADES ODONTOLÓGICAS,online,Cada fin de semana,120 H,120 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,DIPLOMADO EN SALUD Y MEDICINA DEL TRABAJO,online,Cada 15 dias,140 H,140 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,CURSOS REGLADOS,Administracion,DE ARTESANO A EMPRESARIO MODALIDAD MOOC,online,Cada fin de semana,40 H,40, $40.00 ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,CURSO LEGISLACION ELECTORAL ECUATORIANA Y ACTORES POLITICOS,online,Cada fin de semana,40 H,40 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,CURSO ADMINISTRACIÓN DE PROYECTOS CON USO DE LA HERRAMIENTA Ms PROJECT,online,Cada fin de semana,40 H,40 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,Salud,CERTIFICADO DE ATENCIÓN PRE HOSPITALARIA,online,Cada fin de semana,90 H,90 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,EL CASO SOCIAL COMO MÉTODO DE INTERVENCIÓN PROFESIONAL DEL TRABAJADOR SOCIAL EN TIEMPOS DE COVID-19,online,29 de Julio,50 H,50, $40.00 ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,TICS,CURSO DE EXCEL PARA LA CORRECTA TOMA DE DECISIONES ADMINISTRATIVAS – FINANCIERAS EN LA EMPRESA,online,Cada fin de semana,40 H,40 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,CURSOS NO ARREGLADOS,Salud,CURSO SUPERIOR DE NUTRICIÓN HOSPITALARIA​,online,Sábado 10h00-12h00 y 14h00-16h00,20 H,20, $80.00 ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,"CURSO ENFERMEDADES DIGESTIVAS FRECUENTES EN LA NIÑEZ: CUIDADOS, DIAGNÓSTICO Y TRATAMIENTO​",online,15 DE AGOSTO,20 H,20, $80.00 ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,"CURSO ENFERMEDADES DIGESTIVAS FRECUENTES EN LA NIÑEZ: CUIDADOS, DIAGNÓSTICO Y TRATAMIENTO​",online,15 DE AGOSTO,,,,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,Derecho,CURSO TEORÍA DE LA JUSTICIA DE J.RAWLS,online,Cada fin de semana,8 H,8 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,CURSO DERECHO PENAL AMBIENTAL,online,Cada fin de semana,16 H,16 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,,CURSO SOBRE CÓDIGO ORGÁNICO GENERAL DE PROCESOS,online,Cada fin de semana,35 H,35 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,SEMINARIOS,Trabajo Social,SEMINARIO-TALLER: FUNDAMENTOS Y PRÁCTICA DEL TRABAJO SOCIAL CLÍNICO,online,Cada fin de semana,68 H,68 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
,,,,,,Financiero,SEMINARIO LEY DE PREVENCION DE LAVADO DE ACTIVOS Y EL CONTROL DEL PATRIMONIO,online,Cada fin de semana,11 H,11 H, llamar ,"Pagos en Linea , Pagos sin tarjeta de Credito , Instituciones Financieras","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ","Microsoft Teams , READSPEAKER ",
6,USFQ Universidad San Francisco de Quito,Quito,https://www.usfq.edu.ec/es/educacion-continua,"ofrece una variedad de cursos y programas basados en el modelo educativo de las Artes Liberales, que, apoyados en una amplia oferta académica, actualizan y fortalecen conocimientos, destrezas y habilidades profesionales. ",Programas Abiertos,Marketing,Estrategia Digital: Cómo integrar tus activos digitales con visión estratégica,online, 30/03/2021 de 06/05/2021 ,18:00 a 20:00,30, $290.00 ,"Transferencia o pago en ventanilla , Banco Bolivariano, Banco Pichincha, Tarjeta de Credito","Sistema nacional de Informacion, CES , Secretaria Tecnica del Sistema Nacional de  Cualificaciones Profesionales,SENECYT ",ZOOM,
