"area_familia","modalidad","canton","provincia","num_cap_cer","total_cursos","volumen_capacitados","total_horas","total_ganancias","carga_horaria","costo","anio","%_asistencia","prediction(%_asistencia)"
"artes y artesanía","presencial","guayaquil","guayas",25.0,3.0,80.0,8975.0,0.0,359.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","rumiñahui","pichincha",20.0,7.0,104.0,800.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","rumiñahui","pichincha",11.0,7.0,104.0,440.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"tecnologías de la información y comunicación","online","rumiñahui","pichincha",40.0,7.0,104.0,1600.0,15472.0,40.0,386.8,2022.0,0.0,0.0
"administración y legislación","online","rumiñahui","pichincha",18.0,7.0,104.0,432.0,0.0,24.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","rumiñahui","pichincha",18.0,7.0,104.0,720.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",202.0,9.0,450.0,2424.0,0.0,12.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",24.0,9.0,450.0,192.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","presencial","la libertad","santa elena",40.0,5.0,146.0,2800.0,0.0,70.0,0.0,2022.0,0.0,0.012852696019752636
"finanzas comercio y ventas","presencial","guayaquil","guayas",152.0,2.0,227.0,1520.0,0.0,10.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","online","quito","pichincha",9.0,14.0,485.0,360.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","online","quito","pichincha",29.0,14.0,485.0,1160.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",29.0,14.0,485.0,464.0,0.0,16.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","online","quito","pichincha",5.0,14.0,485.0,200.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","online","quito","pichincha",30.0,14.0,485.0,1200.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","presencial","quito","pichincha",116.0,14.0,485.0,928.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"procesos industriales","online","quito","pichincha",116.0,14.0,485.0,928.0,0.0,8.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","online","quito","pichincha",33.0,2.0,75.0,660.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","chone","manabi",7.0,2.0,10.0,1680.0,0.0,240.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",4.0,4.0,16.0,600.0,0.0,150.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",5.0,4.0,16.0,750.0,0.0,150.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","tulcan","sin provincia",9.0,3.0,23.0,1080.0,0.0,120.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",16.0,5.0,150.0,1920.0,0.0,120.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","ambato","tungurahua",95.0,4.0,294.0,3800.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","ambato","tungurahua",95.0,4.0,294.0,3800.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","ambato","tungurahua",26.0,4.0,294.0,1300.0,0.0,50.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","online","ambato","tungurahua",53.0,4.0,294.0,2650.0,0.0,50.0,0.0,2022.0,0.0,0.012852696019752636
"alimentación gastronomía y turismo","online","ambato","tungurahua",120.0,4.0,294.0,4800.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","machala","el oro",23.0,3.0,95.0,1380.0,0.0,60.0,0.0,2022.0,0.0,0.012852696019752636
"actividades profesionales, científicas y técnicas","desconocida","quito","pichincha",7.0,13.0,469.0,0.0,0.0,0.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",81.0,13.0,469.0,3240.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"administración y legislación","presencial","quito","pichincha",34.0,13.0,469.0,1360.0,0.0,40.0,0.0,2022.0,0.0,0.012852696019752636
"educación y capacitación","presencial","quito","pichincha",5.0,13.0,469.0,1100.0,0.0,220.0,0.0,2022.0,0.0,0.012852696019752636
"artes y artesanía","online","quito","pichincha",22.0,5.0,116.0,440.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
"artes y artesanía","presencial","quito","pichincha",3.0,5.0,116.0,60.0,0.0,20.0,0.0,2022.0,0.0,0.012852696019752636
