id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria
4359,curso,administración y legislación,administración contable y de costos,administración de nómina,presencial,24.0
4360,curso,administración y legislación,administración contable y de costos,actualización tributaria,presencial,8.0
4361,curso,administración y legislación,administración contable y de costos,manejo efectivo de datos estadísticos,presencial,16.0
4362,curso,administración y legislación,administración contable y de costos,programa de auditoria interna,presencial,24.0
4363,curso,administración y legislación,administración general,presupuesto familiar,presencial,8.0
4364,curso,administración y legislación,administración general,presupuesto familiar,presencial,16.0
4365,curso,administración y legislación,atención y servicios de oficina,atención con calidad y calidez a la ciudadanía,presencial,30.0
4366,curso,administración y legislación,atención y servicios de oficina,secretariado ejecutivo,presencial,20.0
4367,curso,administración y legislación,atención y servicios de oficina,técnicas administrativas de oficina para el sector público,presencial,40.0
4368,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,administrador de restaurante,presencial,20.0
4369,curso,finanzas comercio y ventas,crédito y cobranzas,gestión de cobranzas,presencial,24.0
4370,curso,finanzas comercio y ventas,crédito y cobranzas,colocación de crédito,presencial,8.0
4371,curso,finanzas comercio y ventas,crédito y cobranzas,control de la morosidad en tiempos de crisis,presencial,16.0
4372,curso,finanzas comercio y ventas,detección de circulante y documentos falsos,"identificación de firmas, rubricas y documentos falsos",presencial,8.0
4373,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,programa de fortalecimiento de equipos productores sector alimenticio,presencial,32.0
4374,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,food defense,presencial,16.0
4375,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,importancia de los controles microbiológicos en plantas de alimentos,presencial,16.0
4376,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,normativa de seguridad alimentaria para productos alimenticios,presencial,16.0
4377,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas prácticas de manufactura para restaurantes,presencial,16.0
4378,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,programa de formador de formadores (para supervisores),presencial,80.0
4379,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores para el sector alimentos y bebidas,presencial,32.0
4380,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,presencial,16.0
4381,curso,servicios socioculturales y a la comunidad,gestión cultural,formación de integración cultural,presencial,10.0
4382,curso,administración y legislación,gestión de la calidad,actualización de la norma iso 9001 versión 2015,presencial,20.0
4383,curso,administración y legislación,gestión de la calidad,actualización y formación de auditores internos norma iso 9001: 2015,presencial,24.0
4384,curso,administración y legislación,gestión de la calidad,actualización y formación de auditores internos norma iso 14001: 2015,presencial,16.0
4385,curso,administración y legislación,gestión de la calidad,formación de auditores internos norma iso 22716: 2007,presencial,16.0
4386,curso,administración y legislación,gestión del talento humano,convivencia del personal en trabajo en equipo,presencial,16.0
4387,curso,administración y legislación,gestión del talento humano,gestión del talento humano basada en competencias,presencial,24.0
4388,curso,administración y legislación,gestión del talento humano,liderazgo integral con pnl,presencial,8.0
4389,curso,administración y legislación,gestión del talento humano,"taller vivencial ""outdoor""",presencial,8.0
4390,curso,administración y legislación,gestión del talento humano,outdoor “comunicación efectiva”,presencial,8.0
4391,curso,administración y legislación,gestión del talento humano,programa de habilidades gerenciales de mandos medios,presencial,40.0
4392,curso,administración y legislación,gestión del talento humano,"taller vivencial reconocer, celebrar y potenciar",presencial,8.0
4393,curso,administración y legislación,legislación,actualización de la normativa en administración del talento humano,presencial,20.0
4394,curso,administración y legislación,legislación,reformas a la ley orgánica del trabajo,presencial,16.0
4395,curso,finanzas comercio y ventas,marketing y ventas,cierre de ventas,presencial,16.0
4396,curso,finanzas comercio y ventas,marketing y ventas,comerciales de alto rendimiento en época de crisis,presencial,16.0
4397,curso,finanzas comercio y ventas,marketing y ventas,"conflictos, negociación y ventas",presencial,16.0
4398,curso,finanzas comercio y ventas,marketing y ventas,enamorar al cliente,presencial,16.0
4399,curso,finanzas comercio y ventas,marketing y ventas,"equipos, conflictos y negociación",presencial,16.0
4400,curso,finanzas comercio y ventas,marketing y ventas,entrenamiento de competencias de liderazgo en ventas,presencial,24.0
4401,curso,finanzas comercio y ventas,marketing y ventas,programa de marketing turístico,presencial,30.0
4402,curso,procesos industriales,prácticas de manufactura,buenas prácticas de manufactura,presencial,8.0
4403,curso,procesos industriales,prácticas de manufactura,calidad sanitaria de productos cárnicos para empresas de embutidos,presencial,8.0
4404,curso,forestal ecología y medio ambiente,producción limpia,producción más limpia,presencial,16.0
4405,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,presencial,8.0
4406,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,8.0
4407,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de comunicación,presencial,8.0
4408,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencia,presencial,22.0
4409,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,8.0
4410,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo ergonómico,presencial,8.0
4411,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo laboral,presencial,8.0
4412,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo psicosocial,presencial,12.0
4413,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,factores de riesgo químico,presencial,8.0
4414,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,20.0
4415,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,manipulación de cargas,presencial,8.0
4416,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos laborales,presencial,18.0
4417,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y autoprotección,presencial,8.0
4418,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo ergonómico,presencial,8.0
4419,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos biológicos,presencial,8.0
4420,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos físicos,presencial,12.0
4421,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,8.0
4422,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos mecánicos,presencial,12.0
4423,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales,presencial,8.0
4424,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos químicos,presencial,12.0
4425,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de desechos hospitalarios,presencial,12.0
4426,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el manejo de materiales y sustancias peligrosas,presencial,12.0
4427,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención y manejo de desechos,presencial,12.0
4428,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,señalización de seguridad en el trabajo,presencial,8.0
4429,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,presencial,18.0
4430,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,presencial,8.0
4431,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"vih, salud reproductiva, violencia psicológica",presencial,14.0
4432,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"vih, salud reproductiva, violencia psicológica",online,14.0
4433,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa de prevención integral al uso y consumo de drogas en ambientes laborales públicos privados,presencial,12.0
4434,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa de prevención integral al uso y consumo de drogas en ambientes laborales públicos privados,online,12.0
4435,curso,alimentación gastronomía y turismo,servicio de agencias de viaje,conducción de turismo comunitario,presencial,20.0
4436,curso,alimentación gastronomía y turismo,servicio de recepción limpieza pisos y afines,recepcionista polivalente,presencial,20.0
4437,curso,administración y legislación,gestión del talento humano,formación de mandos medios,presencial,32.0
4438,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,administración de restaurantes,presencial,20.0
4439,curso,alimentación gastronomía y turismo,catering y servicio de bar y comedores,servicios de recepción,presencial,20.0
4440,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,estres laboral,presencial,8.0
4441,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,metodología de evaluación de riesgos psicosociales,presencial,12.0
4442,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de la violencia psicológica y discriminación,presencial,14.0
4443,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de la violencia psicológica y discriminación,online,14.0
4444,curso,administración y legislación,administración general,gestión pública,presencial,40.0
4445,curso,administración y legislación,administración contable y de costos,gestión tributaria,presencial,50.0
4446,curso,administración y legislación,administración contable y de costos,asistencia contable y financiera,presencial,80.0
4447,curso,administración y legislación,administración contable y de costos,contabilidad para no contadores,presencial,40.0
4448,curso,administración y legislación,evaluación de proyectos,elaboración de proyectos bajo formato senplades,presencial,40.0
4449,curso,administración y legislación,evaluación de proyectos,elaboración de marco lógico,presencial,20.0
4450,curso,administración y legislación,evaluación de proyectos,evaluación de proyectos,presencial,20.0
4451,curso,tecnologías de la información y comunicación,programas de escritorio,ofimática,presencial,20.0
4452,curso,finanzas comercio y ventas,riesgo financiero,finanzas para no financistas,presencial,40.0
4453,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,semipresencial,160.0
4454,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,presencial,160.0
4455,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,presencial,160.0
4456,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,presencial,160.0
4457,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,presencial,160.0
4458,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,presencial,160.0
4459,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,semipresencial,160.0
4460,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,semipresencial,160.0
4461,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,semipresencial,160.0
4462,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,semipresencial,160.0
4463,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,online,160.0
4464,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,online,160.0
4465,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,online,160.0
4466,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,online,160.0
4467,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,online,160.0
4468,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de entrenamiento de fútbol,semipresencial,75.0
4469,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,preparación física en fútbol base y planificación del entrenamiento deportivo,semipresencial,20.0
4470,curso,administración y legislación,gestión del talento humano,psicología aplicada al fútbol,semipresencial,30.0
4471,curso,administración y legislación,gestión del talento humano,conciencia táctica,presencial,40.0
4472,curso,administración y legislación,legislación,reglamentación de juego en el fútbol,presencial,40.0
4473,curso,administración y legislación,gestión del talento humano,coaching deportivo,presencial,40.0
4474,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,presencial,40.0
4475,curso,administración y legislación,atención y servicios de oficina,escritura académica,semipresencial,40.0
4476,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación en entornos virtuales de aprendizaje,semipresencial,60.0
4477,curso,tecnologías de la información y comunicación,análisis de sistemas,gestión de sistemas informáticos / análisis de video en el fútbol,semipresencial,40.0
4478,curso,artes y artesanía,cosmetología,estética facial y corporal,presencial,300.0
4479,curso,artes y artesanía,cosmetología,estética facial,presencial,150.0
4480,curso,artes y artesanía,cosmetología,estética corporal,presencial,150.0
4481,curso,tecnologías de la información y comunicación,codificación y decodificación de señales en medios de comunicación,radio definido por software con usrp y labview,presencial,8.0
4482,curso,electricidad y electrónica,electrónica industrial,simulación de sistemas electónicos con multisim,presencial,8.0
4483,curso,electricidad y electrónica,electrónica industrial,robótica con labview,presencial,8.0
4484,curso,electricidad y electrónica,electrónica industrial,visión artificial con labview,presencial,8.0
4485,curso,electricidad y electrónica,electrónica industrial,adquisición de datos con labview (daq),presencial,8.0
4486,curso,electricidad y electrónica,electrónica industrial,instrumentación virtual con ni elvismx,presencial,8.0
4487,curso,tecnologías de la información y comunicación,lenguaje de programación,preparación para examen clad,presencial,8.0
4488,curso,tecnologías de la información y comunicación,lenguaje de programación,sistemas hmi scada con labview dsc,presencial,8.0
4489,curso,tecnologías de la información y comunicación,lenguaje de programación,sistemas embebidos con labview,presencial,8.0
4490,curso,tecnologías de la información y comunicación,lenguaje de programación,fpga con labview,presencial,8.0
4491,curso,tecnologías de la información y comunicación,lenguaje de programación,programación gráfica labview herramientas fudamentales i,presencial,8.0
4492,curso,tecnologías de la información y comunicación,lenguaje de programación,programación gráfica labview herramientas fudamentales ii,presencial,8.0
4493,curso,tecnologías de la información y comunicación,lenguaje de programación,programación gráfica labview herramientas avanzadas i,presencial,8.0
4494,curso,tecnologías de la información y comunicación,lenguaje de programación,programación gráfica labview herramientas avanzadas ii,presencial,8.0
4495,curso,tecnologías de la información y comunicación,lenguaje de programación,programación gráfica labview básico,presencial,8.0
4496,curso,tecnologías de la información y comunicación,redes,conectividad en labview,presencial,8.0
4497,curso,educación y capacitación,capacitación,"funciones de la niñera, el recien nacido y sus cuidados (niños de 0 a 1 mes)",presencial,140.0
4498,curso,educación y capacitación,capacitación,nutrición de niños de 1 a 18 meses en su crecimiento y desarrollo,presencial,227.0
4499,curso,educación y capacitación,capacitación,desarrollo y estimulación del niño de 1 a 18 meses,presencial,267.0
4500,curso,educación y capacitación,capacitación,formas de auxiliar a niños que sufren accidentes caseros,presencial,267.0
4501,curso,educación y capacitación,capacitación,asistencia al enfermo y normas básicas de higiene,presencial,266.0
4502,curso,educación y capacitación,capacitación,mecánica corporal y su aplicación en el manejo y cuidado del enfermo,presencial,266.0
4503,curso,educación y capacitación,capacitación,"confort del enfermo, enfocado a su cuidado físico y emocional",presencial,268.0
4504,curso,administración y legislación,administración contable y de costos,asistencia en contabilidad,presencial,20.0
4505,curso,administración y legislación,administración contable y de costos,administración tributaria,presencial,20.0
4506,curso,educación y capacitación,capacitación,validación de limpieza de la industria farmacéutica,presencial,10.0
4507,curso,forestal ecología y medio ambiente,tratamiento de residuos,gestión de tratamiento de residuos,presencial,15.0
4508,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,presencial,20.0
4509,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,10.0
4510,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,10.0
4511,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,presencial,10.0
4512,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,presencial,10.0
4513,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,presencial,15.0
4514,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,40.0
4515,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,seguridad en perforaciones de pozos,presencial,15.0
4516,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,presencial,20.0
4517,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos químicos,presencial,10.0
4518,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa de prevención integral al uso y consumo de drogas en los espacios laborales públicos y privados,presencial,10.0
4519,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,presencial,15.0
4520,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,online,15.0
4521,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,online,40.0
4522,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,online,10.0
4523,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de tratamientos de residuos,online,15.0
4524,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,online,15.0
4525,curso,educación y capacitación,capacitación,validación de limpieza de la industria farmacéutica,online,10.0
4526,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,seguridad en perforaciones de pozos,online,15.0
4527,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,online,20.0
4528,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos químicos,online,10.0
4529,curso,transporte y logística,mantenimiento de aeronaves y naves,mecánica aeronáutica inducción al cessna 150,online,40.0
4530,curso,transporte y logística,mantenimiento de aeronaves y naves,mecánica aeronáutica inducción al kodiak 100,online,40.0
4531,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,online,10.0
4532,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,online,20.0
4533,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,online,10.0
4534,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa de prevención integral al uso y consumo de drogas en los espacios laborales públicos y privados,online,10.0
4535,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de las eguridad y salud en el trabajo,online,10.0
4536,curso,educación y capacitación,capacitación,visita médica,presencial,60.0
4537,curso,educación y capacitación,capacitación,curso de gramática y metodología de la enseñanza de español,presencial,120.0
4538,curso,educación y capacitación,capacitación,curso de perfeccionamiento de gramática y metodología de la enseñanza de español,presencial,360.0
4539,curso,educación y capacitación,capacitación,curso de ortografía,presencial,80.0
4540,curso,educación y capacitación,capacitación,curso de redacción comercial y ortografía,presencial,120.0
4541,curso,educación y capacitación,idiomas,nivel básico a1 - español,presencial,80.0
4542,curso,educación y capacitación,idiomas,nivel básico a2 - español,presencial,160.0
4543,curso,educación y capacitación,idiomas,nivel intermedio b2 - español,presencial,320.0
4544,curso,educación y capacitación,idiomas,nivel avanzado c1 - español,presencial,400.0
4545,curso,educación y capacitación,idiomas,nivel intermedio b1 - español,presencial,240.0
4546,curso,administración y legislación,administración general,administración gerencial y talento humano,presencial,40.0
4547,curso,administración y legislación,administración general,"administración financiera, laboral, contable y tributaria",presencial,40.0
4548,curso,administración y legislación,administración general,administración de cajas bancarias y comerciales,presencial,40.0
4549,curso,administración y legislación,administración general,administración de empresas y negocios,presencial,40.0
4550,curso,administración y legislación,administración general,administración de inversiones y traiding,presencial,40.0
4551,curso,administración y legislación,gestión del talento humano,formación de coaching y liderazgo en la gestión del talento humano,presencial,30.0
4552,curso,educación y capacitación,idiomas,nivel básico a1 - inglés,online,120.0
4553,curso,educación y capacitación,idiomas,nivel básico a2 - inglés,online,120.0
4554,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés,online,120.0
4555,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés,online,120.0
4556,curso,educación y capacitación,idiomas,nivel avanzado c1 - inglés,online,120.0
4557,curso,construcción e infraestructura,tecnología de la construcción,modelado bim de estructuras,online,20.0
4558,curso,construcción e infraestructura,tecnología de la construcción,coordinacción bim,online,54.0
4559,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,20.0
4560,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,legislación y normativa de seguridad y salud ocupacional,presencial,16.0
4561,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"reporte, investigación y analisis de accidentes e incidentes de trabajo",presencial,16.0
4562,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,presencial,20.0
4563,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y autoprotección,presencial,16.0
4564,curso,tecnologías de la información y comunicación,software especializado,manejo de programas gráficos,presencial,120.0
4565,curso,finanzas comercio y ventas,marketing y ventas,animación y operación de ventas,presencial,120.0
4566,curso,alimentación gastronomía y turismo,turismo,"elaboración, comercialización, guianza y asistencia de grupos",presencial,120.0
4567,curso,artes y artesanía,cosmetología,cosmetología,presencial,160.0
4568,curso,artes y artesanía,peluquería y belleza barbería y estilismo,estética integral,presencial,100.0
4569,curso,artes y artesanía,peluquería y belleza barbería y estilismo,belleza integral,presencial,360.0
4570,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,presencial,24.0
4571,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de evacuación y rescate,presencial,16.0
4572,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,8.0
4573,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,presencial,16.0
4574,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencias y autoprotección,presencial,16.0
4575,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios en lactantes y preescolares,presencial,8.0
4576,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado al adulto mayor,presencial,48.0
4577,curso,servicios socioculturales y a la comunidad,salud y medicina,planes comunitarios para emergencias y catastrofes,presencial,16.0
4578,curso,servicios socioculturales y a la comunidad,salud y medicina,gestión de emergencias y catástrofes,presencial,16.0
4579,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,binomio de rescate para emergencias y catástrofes,presencial,450.0
4580,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,"adiestramiento de canes para detección, búsqueda, salvamento y rescate de víctimas ante catástrofes",presencial,300.0
4581,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,técnicas en obediencia canina e instrucción del guía,presencial,40.0
4582,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios básicos,presencial,16.0
4583,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios básicos geriátricos,presencial,16.0
4584,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios básicos psicológicos,presencial,8.0
4585,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,obediencia básica para canes,presencial,24.0
4586,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios básicos,presencial,30.0
4587,curso,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios básicos,presencial,8.0
4588,curso,administración y legislación,administración contable y de costos,formación de cajero bancario y/o comercial,presencial,50.0
4589,curso,administración y legislación,administración contable y de costos,formación de asesor bancario y gestión de cobranza,presencial,50.0
4590,curso,administración y legislación,administración contable y de costos,programa de formación en servicios financieros,presencial,50.0
4591,curso,servicios socioculturales y a la comunidad,salud y medicina,biomecánica ortopodológica,presencial,200.0
4592,curso,servicios socioculturales y a la comunidad,salud y medicina,pie diabético y de riesgo,presencial,200.0
4593,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,gestión docente,presencial,40.0
4594,curso,educación y capacitación,capacitación,acreditación y calidad educativa,presencial,100.0
4595,curso,mecánica automotriz,diagnóstico y reparación de sistemas automotrices,verificación del funcionamiento y diagnóstico de los sensores del motor gasolina,semipresencial,24.0
4596,curso,tecnologías de la información y comunicación,software especializado,diseño mecánico en inventor,online,12.0
4597,curso,educación y capacitación,capacitación,herramientas tic en la educación,online,40.0
4598,curso,administración y legislación,gestión del talento humano,actualización de legislación laboral,online,24.0
4599,curso,procesos industriales,automatización industrial y robótica,programación de plc en ladder,presencial,40.0
4600,curso,tecnologías de la información y comunicación,software especializado,diseño de planos mecánicos en 2d y 3d utilizando autocad,presencial,40.0
4601,curso,alimentación gastronomía y turismo,diversificación de destinos y desarrollo de inclusión comunitaria,coaching turístico,online,40.0
4602,curso,electricidad y electrónica,electricidad industrial,diseño y medición de pequeñas puestas a tierra,presencial,16.0
4603,curso,educación y capacitación,capacitación,herramientas digitales para la gestión educativa,online,40.0
4604,curso,tecnologías de la información y comunicación,software especializado,administración y configuración de servidores basados en linux,online,40.0
4605,curso,educación y capacitación,capacitación,aprendizaje con tics para profesores,online,40.0
4606,curso,mecánica industrial y minería,tornería,tornería,presencial,40.0
4607,curso,administración y legislación,legislación,mecanismos de defensa en materia tributaria,online,24.0
4608,curso,administración y legislación,administración general,contratación pública,online,24.0
4609,curso,administración y legislación,legislación,derecho laboral,online,24.0
4610,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,neuropsicología y educación,online,30.0
4611,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,actualización y fortalecimiento de la educación inicial,online,40.0
4612,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,inclusión de las necesidades educativas especiales,online,40.0
4613,curso,administración y legislación,legislación,técnicas de litigación oral,presencial,24.0
4614,curso,administración y legislación,atención y servicios de oficina,técnicas de atención al cliente,online,15.0
4615,curso,educación y capacitación,diseño educativo y curricular,planificación curricular con adaptaciones,online,40.0
4616,curso,administración y legislación,legislación,derecho tributario,online,24.0
4617,curso,educación y capacitación,idiomas,inglés básico - a1,presencial,40.0
4618,curso,finanzas comercio y ventas,marketing y ventas,neuromarketing,presencial,40.0
4619,curso,administración y legislación,administración general,contratación pública con módulo facilitador ushay,presencial,40.0
4620,curso,finanzas comercio y ventas,mercado financiero,analisis y valoración de operaciones,presencial,40.0
4621,curso,administración y legislación,gestión del talento humano,equilibre - coaching y liderazgo,presencial,40.0
4622,curso,administración y legislación,gestión del talento humano,programación neurolingüística aplicado a las relaciones humanas,presencial,40.0
4623,curso,administración y legislación,gestión del talento humano,programación neurolingüística aplicado a las relaciones humanas,online,40.0
4624,curso,administración y legislación,gestión del talento humano,neuromarketing,online,40.0
4625,curso,administración y legislación,gestión del talento humano,equilibre - coaching y liderazgo,online,40.0
4626,curso,comunicación y artes gráficas,gráfica,diseño gráfico básico i,presencial,40.0
4627,curso,artes y artesanía,peluquería y belleza barbería y estilismo,curso de perfeccionamiento en maquillaje profesional,presencial,35.0
4628,curso,artes y artesanía,peluquería y belleza barbería y estilismo,cursos de peinados social,presencial,20.0
4629,curso,artes y artesanía,peluquería y belleza barbería y estilismo,curso de maquillaje profesional,online,64.0
4630,curso,artes y artesanía,peluquería y belleza barbería y estilismo,curso de maquillaje profesional,presencial,64.0
4631,curso,artes y artesanía,peluquería y belleza barbería y estilismo,curso de peinado social,online,20.0
4632,curso,artes y artesanía,peluquería y belleza barbería y estilismo,curso de perfeccionamiento maquillaje profesional,online,35.0
4633,curso,artes y artesanía,peluquería y belleza barbería y estilismo,maquillaje profesional,presencial,100.0
4634,curso,artes y artesanía,peluquería y belleza barbería y estilismo,perfeccionamiento en maquillaje profesional,presencial,32.0
4635,curso,artes y artesanía,peluquería y belleza barbería y estilismo,peinado profesional social,presencial,24.0
4636,curso,artes y artesanía,peluquería y belleza barbería y estilismo,técnicas en uñas,presencial,64.0
4637,curso,artes y artesanía,peluquería y belleza barbería y estilismo,maquillaje artístico y efectos especiales,presencial,32.0
4638,curso,artes y artesanía,peluquería y belleza barbería y estilismo,diseño de miradas,presencial,24.0
4639,curso,tecnologías de la información y comunicación,software especializado,diseño de solidworks i,presencial,40.0
4640,curso,educación y capacitación,capacitación,introducción a los cuidados paliativos enfocados al paciente y la familia,presencial,20.0
4641,curso,educación y capacitación,capacitación,estimulación temprana a niños/as con necesidades educativas especiales (discapacidades múltiples),presencial,40.0
