,Perfil,Competenecia Laboral,Familia,Sector,Descargar Perfil
137,GESTIÓN DE CALIDAD,"REALIZAR EL DISEÑO, IMPLEMENTACIÓN, MANTENIMIENTO Y MEJORA DEL SISTEMA DE CALIDAD (SIC) DE UNA ORGANIZACIÓN CON BASE AL CUMPLIMIENTO DE LEYES Y NORMATIVAS ESPECÍFICAS VIGENTES APLICABLES A SU ACTIVIDAD.",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE OFICINAS PRINCIPALES; ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,
138,GESTIÓN DE SISTEMAS DE INOCUIDAD ALIMENTARIA,"ADMINISTRAR UN SISTEMA DE GESTIÓN DE LA INOCUIDAD DE LOS ALIMENTOS EN TODA LA CADENA PRODUCTIVA, DE ACUERDO A LOS REQUISITOS DE LA NORMATIVA LEGAL VIGENTE.",TRANSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA),ACTIVIDADES DE OFICINAS PRINCIPALES; ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,
139,GESTIÓN EN MEDICIÓN Y MONITOREO AMBIENTAL,"ELABORAR LA DOCUMENTACIÓN, EJECUTAR LA PUESTA EN MARCHA, MANTENIMIENTO Y PROPONER ACCIONES PARA LA MEJORA DEL SISTEMA DE GESTIÓN AMBIENTAL.",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE OFICINAS PRINCIPALES; ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,
140,OPERACIONES DE CARTOGRAFÍA,ELABORAR PRODUCTOS CARTOGRÁFICOS MULTIESCALA DE ACUERDO A REQUERIMIENTOS Y PROCEDIMIENTOS ESTABLECIDOS.,ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA; ENSAYOS Y ANÁLISIS TÉCNICOS,
141,OPERACIONES EN CAPTURA Y PROCESAMIENTO DE DATOS DE VUELO E IMÁGENES DIGITALES,REALIZAR LA CAPTURA Y PROCESAMIENTO DE DATOS DE VUELO E IMÁGENES DIGITALES OBTENIDOS A TRAVÉS DE SENSORES AEROTRANSPORTADOS Y TERRESTRES DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS,ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE ARQUITECTURA E INGENIERÍA; ENSAYOS Y ANÁLISIS TÉCNICOS,
142,ANÁLISIS QUÍMICO,"REALIZAR LOS ESTUDIOS Y ANÁLISIS FÍSICOS, QUÍMICOS Y MICROBIOLÓGICOS DE LOS PRODUCTOS FARMACÉUTICOS ELABORADOS CONFORME A BUENAS PRÁCTICAS DE MANUFACTURA, CONTROL DE CALIDAD, GUÍAS ICH, SEGURIDAD Y POLÍTICAS INTERNAS DE LA ORGANIZACIÓN.","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS",ACTIVIDADES DE ARQUITECTURA E INGENIERÍA; ENSAYOS Y ANÁLISIS TÉCNICOS,
143,DESARROLLO DE PRODUCTOS EDITORIALES MULTIMEDIA PROFESIONAL,"DESARROLLAR PRODUCTOS MULTIMEDIA A PARTIR DE PROYECTOS EDITORIALES, DESTINADOS A ENTORNOS WEB O A SOPORTES FÍSICOS DIGITALES; DETERMINANDO LOS ASPECTOS DE FUNCIONALIDAD, INTERACCIÓN Y USABILIDAD, DEFINIENDO SU ARQUITECTURA, REALIZANDO EL DISEÑO DE LOS ELEMENTOS GRÁFICOS Y MULTIMEDIA NECESARIOS PARA OBTENER EL PRODUCTO, GESTIONANDO Y CONTROLANDO LA CALIDAD DEL PRODUCTO EDITORIAL MULTIMEDIA.",ACTIVIDADES COMUNITARIAS,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
144,MONTAJE DE MUEBLES Y ELEMENTOS DE CARPINTERÍA,"MONTAR, AJUSTAR, ENSAMBLAR Y EMBALAR MUEBLES Y ELEMENTOS DE CARPINTERÍA, PREVIA RECEPCIÓN Y ORGANIZACIÓN DE LOS ELEMENTOS NECESARIOS, APLICANDO LAS TÉCNICAS Y PROCEDIMIENTOS REQUERIDOS EN CADA CASO, CONSIGUIENDO LA CALIDAD REQUERIDA EN CONDICIONES DE SEGURIDAD.",PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS,FABRICACIÓN DE MUEBLES,
145,TRABAJOS DE CARPINTERÍA Y MUEBLE,"OPERAR CON EQUIPOS DE MECANIZADO PARA LA FABRICACIÓN DE ELEMENTOS DE CARPINTERÍA Y MUEBLE, AJUSTAR Y EMBALAR PRODUCTOS Y ELEMENTOS DE CARPINTERÍA Y MUEBLE Y COLABORAR EN SU MONTAJE E INSTALACIÓN CON LA CALIDAD REQUERIDA Y EN LAS CONDICIONES DE SEGURIDAD, SALUD LABORAL Y MEDIO AMBIENTALES ADECUADAS.",PRODUCTOS INDUSTRIALES FARMACÉUTICOS Y QUÍMICOS,FABRICACIÓN DE MUEBLES,
146,DISEÑO DE PRODUCTOS GRÁFICOS,"DESARROLLAR PROYECTOS GRÁFICOS A PARTIR DE LAS ESPECIFICACIONES INICIALES DEL PRODUCTO; ELABORANDO BOCETOS, SELECCIONANDO Y ADECUANDO COLOR, IMÁGENES Y FUENTES TIPOGRÁFICAS; CREANDO ELEMENTOS GRÁFICOS, MAQUETAS Y ARTES FINALES; UTILIZANDO HERRAMIENTAS INFORMÁTICAS; REALIZANDO RESUPUESTOS EN FUNCIÓN DE LAS CARACTERÍSTICAS DEL PROYECTO Y VERIFICANDO LA CALIDAD DEL PRODUCTO TERMINADO.",ACTIVIDADES COMUNITARIAS,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
147,GESTIÓN EN FOTOGRAFÍA,"PLANIFICAR, GESTIONAR Y SUPERVISAR EL PROCESADO Y TRATAMIENTO DE MATERIALES FOTOSENSIBLES EXPUESTOS Y DE IMÁGENES EN SOPORTE DIGITAL, LA IMPRESIÓN DE COPIAS POR PROCEDIMIENTOS NO FOTOQUÍMICOS, LA DIGITALIZACIÓN, LA GENERACIÓN Y EL TRATAMIENTO DIGITAL DE IMÁGENES, PLANIFICANDO LAS TAREAS DEL LABORATORIO PARA CONSEGUIR LA CALIDAD Y LA PRODUCTIVIDAD REQUERIDA, OBSERVANDO LA NORMATIVA DE PREVENCIÓN DE RIESGOS LABORALES Y DE GESTIÓN AMBIENTAL.",ACTIVIDADES COMUNITARIAS,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
148,INTERPRETACIÓN DE LENGUA DE SEÑAS ECUATORIANA,"TRANSMITIR UN DISCURSO DE TIPO ORAL, A TRAVÉS DE UNA MEDIACIÓN LINGÜÍSTICA, EN LENGUA DE SEÑAS ECUATORIANA Y VICEVERSA, COMUNICANDO ÉTICAMENTE LA CULTURA, GRAMÁTICA Y SENTIDO DEL MENSAJE EMITIDO POR LOS ACTORES QUE INTERVIENEN EN EL DIÁLOGO, PROCURANDO LAS MEJORES CONDICIONES LOGÍSTICAS Y EL TRATO ADECUADO TANTO A LAS PERSONAS SORDAS COMO AL INTÉRPRETE EN EL ÁMBITO DE SU COMPETENCIA, GARANTIZANDO LA CALIDAD DE LA INTERPRETACIÓN.",ACTIVIDADES COMUNITARIAS,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
149,IDENTIFICACIÓN DE BIENES CULTURALES DE VALOR NACIONAL,REALIZAR LA AUTENTIFICACIÓN DE BIENES CULTURALES PATRIMONIALES DE ACUERDO A LA NORMATIVA LEGAL Y TÉCNICA VIGENTES.,ACTIVIDADES COMUNITARIAS,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
150,INSPECCIÓN SANITARIA EN CENTROS DE FAENAMIENTO,"REALIZAR LA INSPECCIÓN SANITARIA DE ANIMALES DE ABASTO, PRODUCTOS Y SUB PRODUCTOS CÁRNICOS EN CENTROS DE FAENAMIENTO DESTINADAS AL CONSUMO HUMANO DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS CUMPLIENDO LA NORMATIVA VIGENTE",PRODUCCIÓN PECUARIA,ACTIVIDADES VETERINARIAS,
151,"GESTIÓN DE PROMOCIÓN DE MARCAS, PRODUCTOS Y SERVICIOS","GESTIONAR ACTIVIDADES DE PARTICIPACIÓN, POSICIONAMIENTO, PROMOCIÓN Y/O ACTIVACIÓN DE MARCAS, PRODUCTOS O SERVICIOS, ACORDE A LOS OBJETIVOS ORGANIZACIONALES ESTABLECIDOS.",COMERCIALIZACIÓN Y VENTA DE PRODUCTOS,PUBLICIDAD Y ESTUDIOS DE MERCADO,
152,GESTIÓN DE PATROCINIO Y REPRESENTACIÓN JUDICIAL,"PATROCINAR A LA INSTITUCIÓN EN TODOS LOS PROCESOS ADMINISTRATIVOS Y JUDICIALES, EN DEFENSA DE LOS INTERESES DE LA INSTITUCIÓN, DE CONFORMIDAD AL ORDENAMIENTO JURÍDICO VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
153,VIGILANCIA Y SEGURIDAD PRIVADA,"BRINDAR SERVICIOS DE PROTECCIÓN, VIGILANCIA Y SEGURIDAD PRIVADA A PERSONAS, INSTALACIONES, BIENES MUEBLES E INMUEBLES, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA LEGAL VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES DE SEGURIDAD E INVESTIGACIÓN,
154,"SUPERVISIÓN EN LA INSTALACIÓN DE PARQUES, JARDINES Y RESTAURACIÓN DE PAISAJE","SUPERVISAR LOS TRABAJOS DE INSTALACIÓN, MANTENIMIENTO Y MEJORA DE JARDINES Y ÁREAS VERDES TOMANDO EN CUENTA LA NORMATIVA DE SEGURIDAD Y LA LEGISLACIÓN MEDIOAMBIENTAL VIGENTE.",ACTIVIDADES COMUNITARIAS,ACTIVIDADES DE SERVICIOS A EDIFICIOS Y PAISAJISMO,
155,TÉCNICAS EN ENTRENAMIENTO DEPORTIVO,"DIRIGIR EL PROCESO DE PREPARACIÓN Y DE ENTRENAMIENTO, INDIVIDUAL O COLECTIVO DE LOS DEPORTISTAS ANTES, DURANTE Y DESPUÉS DE SU PARTICIPACIÓN EN COMPETENCIAS, VELANDO POR SU INTEGRIDAD FÍSICA, EN CONDICIONES DE SEGURIDAD Y CALIDAD.",ACTIVIDADES COMUNITARIAS,ENSEÑANZA,
156,GESTIÓN EN DESARROLLO INFANTIL INTEGRAL,"COORDINAR PROYECTOS DE ANIMACIÓN FÍSICO-DEPORTIVOS Y RECREATIVOS, EVENTOS Y ACTIVIDADES QUE LO CONSTITUYEN, A TODO TIPO DE USUARIOS, ADAPTÁNDOLOS A LAS CARACTERÍSTICAS DEL MEDIO Y A LAS CARACTERÍSTICAS Y EXPECTATIVAS DE LOS PARTICIPANTES, TOMANDO EN CONSIDERACIÓN NORMAS DE SEGURIDAD.",ACTIVIDADES DE ENSEÑANZA,ENSEÑANZA,
157,INSTRUCCIÓN EN ACTIVIDADES DE CAPACITACIÓN,"FACILITAR EL APRENDIZAJE DEL INDIVIDUO QUE PARTICIPA DE LA ACCIÓN FORMATIVA, DE ACUERDO AL DISEÑO ESTABLECIDO Y OBJETIVOS DE APRENDIZAJE ESPERADOS.",ACTIVIDADES TIPO SERVICIOS,ENSEÑANZA,
158,GESTIÓN EN COMERCIO EXTERIOR,GESTIONAR OPERACIONES COMERCIALES NACIONALES E INTERNACIONALES DE PRODUCTOS Y SERVICIOS DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS EN LA NORMATIVA VIGENTE QUE RIGEN AL COMERCIO EXTERIOR,COMERCIALIZACIÓN Y VENTA DE PRODUCTOS,"COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",
159,ATENCIÓN EN EL HOGAR Y LA COMUNIDAD DE PERSONAS CON DISCAPACIDAD,DESARROLLAR CAPACIDADES EN LAS FAMILIAS PROCURANDO EL DESARROLLO DE LAS HABILIDADES DE LA PERSONA CON DISCAPACIDAD Y SU INCLUSIÓN EN LA COMUNIDAD DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS.,ACTIVIDADES DE ENSEÑANZA,ENSEÑANZA,
160,TRASLADO Y MOVILIZACIÓN DE PACIENTES,REALIZAR EL TRASLADO DE LOS PACIENTES DE UN CENTRO CLÍNICO U HOSPITALARIO DE ACUERDO A LOS PROTOCOLOS ESTABLECIDOS CUMPLIENDO LA NORMATIVA VIGENTE.,ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
161,OPERACIONES AUXILIARES DE SALUD ORAL,REALIZAR ACTIVIDADES DE APOYO EN TRATAMIENTOS DE SALUD ORAL Y ATENCIÓN A PACIENTES EN UNIDADES ODONTOLÓGICAS DE ACUERDO A REQUERIMIENTOS ESTABLECIDOS.,ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
162,GESTIÓN DE ACTIVIDADES DE SALUD DE NIVEL PRIMARIO,"MPLEMENTAR ACTIVIDADES DE GESTION DE LA ATENCION PRIMARIA DE SALUD CON ENFASIS PREVENTIVO Y PROMOCIONAL, LIGADOS AL DESARROLLO COLECTIVO DE SU POBLACION, INCLUYENDO LA ORGANIZACION DE ACTIVIDADES DE REHABILITACION Y CUIDADOS PALIATIVOS APLICANDO LAS NORMAS DE SALUD VIGENTES",ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
163,GESTIÓN EN SALUD OCUPACIONAL Y MEDICINA DEL TRABAJO,REALIZAR LA VIGILANCIA DE LA SALUD CONFORME LA NORMATIVA LEGAL VIGENTE,ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
164,OPERACIONES AUXILIARES DE LABORATORIO CLÍNICO,REALIZAR ACTIVIDADES DE APOYO DE LABORATORIO CLÍNICO DE ACUERDO A LA NORMATIVA LEGAL VIGENTE.,ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
165,FACILITACIÓN EN LA ATENCIÓN A PERSONAS CON DISCAPACIDAD,REALIZAR ACCIONES PARA EL DESARROLLO DE HABILIDADES Y DESTREZAS PROMOVIENDO LA INDEPENDENCIA Y AUTONOMÍA DE LA PERSONA CON DISCAPACIDAD CONSIDERANDO LA NORMATIVA VIGENTE.,ACTIVIDADES COMUNITARIAS,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES,
166,OPERACIONES DE AUDIO EN EVENTOS ARTÍSTICOS,"MANEJAR LOS SISTEMAS DE AUDIO REQUERIDOS EN EL REGISTRO, REPRESENTACIÓN Y TRANSMISIÓN DE EVENTOS DE ARTES ESCÉNICAS Y AUDIOVISUALES, DE ACUERDO A LAS ESPECIFICACIONES TÉCNICAS Y ATENDIENDO LAS POLÍTICAS, PRÁCTICAS VIGENTES.",ACTIVIDADES TIPO SERVICIOS,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO",
167,CREACIÓN DE VESTUARIO DE OBRAS Y ESPECTÁCULOS,REALIZAR EL DISEÑO Y CONFECCIÓN DE TRAJES FUNCIONALES PARA OBRAS Y ESPECTÁCULOS DE ACUERDO AL PROYECTO CREATIVO A PONER EN ESCENA,ACTIVIDADES TIPO SERVICIOS,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO",
168,GESTIÓN DE PROYECTOS CULTURALES,"IMPLEMENTAR PROYECTOS CULTURALES, ARTÍSTICOS Y PATRIMONIALES QUE CONTRIBUYAN AL EJERCICIO DE LOS DERECHOS CULTURALES CUMPLIENDO LA NORMATIVA VIGENTE.",ACTIVIDADES COMUNITARIAS,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO",
169,GESTIÓN ADMINISTRATIVA,"REALIZAR LAS OPERACIONES DE LA GESTIÓN ADMINISTRATIVA DE COMPRAVENTA DE PRODUCTOS Y SERVICIOS, TESORERÍA Y PERSONAL, ASÍ COMO LA INTRODUCCIÓN DE REGISTROS CONTABLES PREDEFINIDOS, PREVIA OBTENCIÓN Y PROCESAMIENTO Y ARCHIVO DE LA INFORMACIÓN NECESARIA MEDIANTE LOS SOPORTES CONVENCIONALES O INFORMÁTICOS ADECUADOS, SIGUIENDO INSTRUCCIONES DEFINIDAS, EN CONDICIONES DE SEGURIDAD, RESPETO A LA NORMATIVA VIGENTE Y ATENDIENDO A CRITERIOS DE CALIDAD DEFINIDOS POR LA ORGANIZACIÓN.",ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES ADMINISTRATIVAS Y DE APOYO DE OFICINA Y OTRAS ACTIVIDADES DE APOYO A LAS EMPRESAS,
170,OPERACIONES DE CALL-CENTER,GESTIONAR CANALES DE COMUNICACIÓN TELEFÓNICA A LAS EMPRESAS OBTENIENDO INFORMACIÓN DEL CLIENTE Y PROMOCIONANDO BIENES O SERVICIOS DE ACUERDO A LAS NECESIDADES DEL CONTRATANTE.,ACTIVIDADES TIPO SERVICIOS,ACTIVIDADES ADMINISTRATIVAS Y DE APOYO DE OFICINA Y OTRAS ACTIVIDADES DE APOYO A LAS EMPRESAS,
171,GESTIÓN DOCUMENTAL Y ARCHIVO,COORDINAR LOS PROCESOS DE GESTIÓN DOCUMENTAL Y ARCHIVO INSTITUCIONAL DE CONFORMIDAD A LOS OBJETIVOS INSTITUCIONALES Y NORMATIVA LEGAL VIGENTE.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
172,REALIZACIÓN Y REPRODUCCIÓN DE ESCULTURA Y ARTE GRÁFICO,"REALIZAR CON CREATIVIDAD, CRITERIO ESTETICO Y SOPORTE CONCEPTUAL, OBRAS ARTISTICAS Y REPRODUCCIONES EN ESCULTURA Y ARTE GRAFICO, MEDIANTE EL USO Y MANTENIMIENTO DE LAS INSTALACIONES Y EQUIPOS DEL TALLER, LA DIFUSION DE OBRAS CON FINES CULTURALES - COMERCIALES Y LA ORGANIZACION DE TALLERES DE ARTE, EN BASE A LAS NORMAS DE SEGURIDAD PARA LA SALUD Y PROTECCION DEL AMBIENTE.",ACTIVIDADES TIPO SERVICIOS,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO",
173,SEGURIDAD CIUDADANA Y ORDEN PÚBLICO,"SALVAGUARDAR LA INTEGRIDAD Y DERECHOS DE LAS PERSONAS, PREVINIENDO LA COMISIÓN DE DELITOS, ASÍ COMO PRESERVANDO LA LIBERTAD, EL ORDEN Y LA PAZ, CON ESTRICTO APEGO A LA CONSTITUCIÓN Y A LOS DERECHOS HUMANOS.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
174,ASISTENTE DEL HOGAR - NTE INEN 2 521:2010,"REALIZAR EL OFICIO DE ASISTENTE CULINARIA (O) DEL HOGAR CONSISTE EN PLANIFICAR Y PREPARAR PLATOS Y MENÚS INCLUIDOS EN LA DIETA ALIMENTICIA, SEGÚN LAS NECESIDADES Y CARACTERÍSTICAS DE LOS MIEMBROS DE LA FAMILIA, TENIENDO EN CUENTA LOS SISTEMAS Y PROCEDIMIENTOS PARA LOGRAR LA OPTIMIZACIÓN DE LOS RECURSOS Y LA SATISFACCIÓN DE LOS MIEMBROS DE LA FAMILIA Y APLICANDO NORMAS BÁSICAS DE HIGIENE Y SEGURIDAD",ACTIVIDADES COMUNITARIAS,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES,
175,GESTIÓN DE TESORERÍA INSTITUCIONAL,GESTIONAR LOS PROCESOS DE TESORERÍA DE LA INSTITUCIÓN TOMANDO EN CONSIDERACIÓN LA NORMATIVA LEGAL VIGENTE.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
176,GESTIÓN DE PLANIFICACIÓN ESTRATÉGICA INSTITUCIONAL,"GESTIONAR LA PLANIFICACIÓN ESTRATÉGICA INSTITUCIONAL, CONFORME A LAS DIRECTRICES INSTITUCIONALES Y NORMATIVA LEGAL VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
177,"GESTIÓN DE PLANES, PROGRAMAS Y PROYECTOS DE INVERSIÓN",COORDINAR LA ELABORACIÓN DE PLANES PROGRAMAS Y PROYECTOS DE INVERSIÓN ALINEADOS A LOS OBJETIVOS INSTITUCIONALES CONFORME A LA NORMATIVA LEGAL VIGENTE.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
178,ACTIVIDADES DE GESTIÓN ELECTORAL,REALIZAR LOS PROCESOS ELECTORALES Y DE PARTICIPACIÓN POLÍTICA MEDIANTE LA APLICACIÓN DE LA NORMATIVA LEGAL VIGENTE PARA PROCLAMAR RESULTADOS OFICIALES DE LA VOTACIÓN.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
179,INSPECCIÓN INTEGRAL,"VERIFICAR EL CUMPLIMIENTO DE LAS DISPOSICIONES LEGALES Y CONVENCIONALES EN MATERIA LABORAL, DE PROMOCIÓN Y FORMACIÓN PARA EL TRABAJO, ENTRE TRABAJADORES Y EMPLEADORES, ESTABLECIDO EN LA NORMATIVA TÉCNICA Y LEGAL VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
180,GESTIÓN DE DESCENTRALIZACIÓN,GESTIONAR EL PROCESO DE DESCENTRALIZACIÓN ADMINISTRATIVA Y FINANCIERA (FISCAL) DE LOS GOBIERNOS AUTÓNOMOS DESCENTRALIZADOS EN EL MARCO DE LA POLÍTICA PÚBLICA Y NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
181,ACTIVIDADES GENERALES PARA LA GESTIÓN DIPLOMÁTICA,"GENERAR PROPUESTAS PARA LA POLÍTICA EXTERIOR, MOVILIDAD HUMANA Y COOPERACIÓN INTERNACIONAL A FIN DE PROMOVER LA INSERCIÓN ESTRATÉGICA Y SOBERANA DEL ECUADOR EN LA COMUNIDAD INTERNACIONAL, LA INTEGRACIÓN REGIONAL, LA ATENCIÓN CONSULAR Y MIGRATORIA, ACORDE A LOS CONVENIOS INTERNACIONALES Y LA NORMATIVA DEL DERECHO NACIONAL E INTERNACIONAL PÚBLICO.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
182,FACILITACIÓN DE CIRCO SOCIAL,"FACILITAR TALLERES Y PROCESOS DE CIRCO SOCIAL, DESARROLLANDO ACTIVIDADES QUE ASOCIEN LAS ARTES CIRCENSES Y LA INTERVENCIÓN SOCIAL EN BASE A LAS NECESIDADES FÍSICAS Y EMOCIONALES DEL PARTICIPANTE, APLICANDO NORMATIVAS DE SEGURIDAD",ACTIVIDADES DE ENSEÑANZA,ENSEÑANZA,
183,TRABAJO OPERATIVO DE PISO PARA TELEVISIÓN,"OPERAR LOS EQUIPOS TÉCNICOS Y HERRAMIENTAS REQUERIDAS, EN LA REALIZACIÓN DE LAS PRODUCCIONES Y PROGRAMACIONES AUDIOVISUALES AJUSTÁNDOSE A LOS CRITERIOS TÉCNICOS, CUMPLIENDO ESTÁNDARES DE CALIDAD, Y LA NORMATIVA VIGENTE.",ACTIVIDADES COMUNITARIAS,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA",
184,OPERACIONES DE CAMARÓGRAFO,CAPTAR IMÁGENES Y SONIDOS MEDIANTE LA OPERACIÓN DE CÁMARAS DE VIDEO DE ACUERDO A TÉCNICAS Y PROCEDIMIENTOS ESTABLECIDOS PARA EL USO DE LOS MEDIOS DE COMUNICACIÓN.,ACTIVIDADES COMUNITARIAS,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA",
185,SUPERVISIÓN DE PISO DE TELEVISIÓN,"COORDINAR ACTIVIDADES OPERATIVAS, ARTÍSTICAS, HUMANAS , O MATERIALES PARA LA REALIZACIÓN DE PRODUCTOS AUDIVISUALES, AJUSTÁNDOSE A LOS CRITERIOS TÉCNICOS, CUMPLIENDO ESTÁNDARES DE CALIDAD, Y LA NORMATIVA VIGENTE.",ACTIVIDADES COMUNITARIAS,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA",
186,GESTIÓN AUDIOVISUAL,"ASISTIR A LA PLANIFICACIÓN, ORGANIZACIÓN Y SUPERVISIÓN DE LA PREPARACIÓN Y EJECUCIÓN DE PROYECTOS CINEMATOGRÁFICOS U OBRAS AUDIOVISUALES DESDE EL GUION HASTA EL MONTAJE Y POSTPRODUCCIÓN, DETERMINANDO Y COORDINANDO LOS MEDIOS TÉCNICOS, ARTÍSTICOS, HUMANOS Y MATERIALES NECESARIOS PARA SU CONSECUCIÓN EN EL TIEMPO Y CON LA CALIDAD ESTABLECIDOS, Y AJUSTÁNDOSE A LOS CRITERIOS TÉCNICOS, FORMALES Y ARTÍSTICOS MARCADOS.",ACTIVIDADES TIPO SERVICIOS,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA",
187,GESTIÓN EN ANIMACIÓN MULTIMEDIA,"DESARROLLAR PRODUCTOS AUDIOVISUALES MULTIMEDIA INTERACTIVOS COLABORANDO EN SU PLANIFICACIÓN E INTEGRANDO TODOS LOS ELEMENTOS Y FUENTES QUE INTERVIENEN EN SU CREACIÓN, TENIENDO EN CUENTA SUS RELACIONES, DEPENDENCIAS Y CRITERIOS DE INTERACTIVIDAD, A PARTIR DE PARÁMETROS PREVIAMENTE ESTABLECIDOS, APORTANDO CRITERIOS PROPIOS.",ACTIVIDADES COMUNITARIAS,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VÍDEOS Y PROGRAMAS DE TELEVISIÓN, GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA",
