,Perfil,Competenecia Laboral,Familia,Sector,Descargar Perfil
168,ACTIVIDADES DE RECEPCIÓN,"REALIZAR ACTIVIDADES DE RECEPCIÓN DEL SERVICIO DE ALOJAMIENTO DE ACUERDO A LOS PROCEDIMIENTOS, POLÍTICAS DEL ESTABLECIMIENTO Y A LA NORMATIVA LEGAL VIGENTE",TURISMO Y ALIMENTACIÓN,ACTIVIDADES DE ALOJAMIENTO,
169,ATENCIÓN Y TRASLADO DE HUÉSPED,ATENDER AL HUÉSPED EN LA ENTRADA Y SALIDA DEL ESTABLECIMIENTO OFRECIENDO ATENCIÓN PERSONALIZADA E INFORMACIÓN DE ACUERDO A LA NORMATIVA LEGAL VIGENTE Y PROTOCOLOS ESTABLECIDOS,TURISMO Y ALIMENTACIÓN,ACTIVIDADES DE ALOJAMIENTO,
170,GESTIÓN DE OPERADORA TURÍSTICA,"GESTIONAR LAS ACTIVIDADES GENERALES DE LA OPERADORA (AGENCIAS DE VIAJES, CENTRALES DE RESERVAS, TOUR OPERADORES, BROKERS, CONSORCIOS DE TURISMO, ENTRE OTROS) DE ACUERDO A LAS POLÍTICAS, NORMAS Y PROCEDIMIENTOS ESTABLECIDOS",TURISMO Y ALIMENTACIÓN,"ACTIVIDADES DE AGENCIAS DE VIAJES, OPERADORES TURÍSTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS",
171,GUIANZA TURÍSTICA,"REALIZAR LA ACTIVIDAD DE GUIANZA DENTRO DE UN TERRITORIO DETERMINADO A UNA O MÁS PERSONAS QUE REALIZAN ACTIVIDADES TURÍSTICAS, RECREATIVAS O ACADÉMICAS, DE ACUERDO A LAS NECESIDADES DE LOS TURISTAS, DE LA AGENCIA DE SERVICIOS TURÍSTICOS Y/O INSTITUCIONES PÚBLICAS O PRIVADAS, Y A LA NORMATIVA LEGAL VIGENTE",TURISMO Y ALIMENTACIÓN,"ACTIVIDADES DE AGENCIAS DE VIAJES, OPERADORES TURÍSTICOS, SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS",
172,ENTRENAMIENTO CANINO,REALIZAR EL ADIESTRAMIENTO CANINO POR ESPECIALIDAD DE ACUERDO CON LA NORMATIVA NACIONAL E INTERNACIONAL VIGENTE Y PROCEDIMIENTOS ESTABLECIDOS.,ACTIVIDADES TIPO SERVICIOS,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES,
173,OPERACIONES EN SERVICIO DE ALIMENTOS Y BEBIDAS,REALIZAR EL SERVICIO DE ALIMENTOS Y BEBIDAS DE ACUERDO A PROTOCOLOS ESTABLECIDOS Y LA NORMATIVA VIGENTE,TURISMO Y ALIMENTACIÓN,SERVICIO DE ALIMENTO Y BEBIDA,
174,ACTIVIDADES DE DOCENCIA EN LA METODOLOGÍA APRENDIZAJE BASADO EN PROYECTOS ABP,FACILITAR LA IMPLEMENTACIÓN DE METODOLOGÍAS DE APRENDIZAJE A TRAVÉS DE LA COMPRENSIÓN DE SU IMPACTO EN LA FORMACIÓN INTEGRAL DE ESTUDIANTES Y EN LA MEJORA DE LA RELACIÓN DOCENTE  ESTUDIANTE DE ACUERDO A OBJETIVOS ESTABLECIDOS.,ACTIVIDADES DE ENSEÑANZA,ENSEÑANZA,
175,"CONDUCCIÓN DE VEHÍCULOS DE 4 RUEDAS O MÁS, DE HASTA 26 ASIENTOS PARA TRANSPORTE DE PASAJEROS, Y PARA EL USO COMERCIAL","REALIZAR LA CONDUCCIÓN DE VEHÍCULOS DE 4 RUEDAS O MÁS DISEÑADOS PARA EL TRANSPORTE DE PASAJEROS CON CAPACIDAD MÁXIMA DE 26 ASIENTOS, Y VEHÍCULOS CON UNA CAPACIDAD DE CARGA DE HASTA 3,5 TONELADAS PARA USO COMERCIAL, TOMANDO EN CONSIDERACIÓN LA NORMATIVA DE TRÁNSITO VIGENTE Y ESPECIFICACIONES TÉCNICAS ESTABLECIDAS.","TRANSPORTE, ALMACENAMIENTO Y LOGÍSTICA",ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE,
176,PREPARACIÓN DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS,"EJECUTAR PROCESOS DE ELABORACIÓN Y MONTAJE DE BEBIDAS ALCOHÓLICOS Y NO ALCOHÓLICOS DE ACUERDO CON LAS NORMAS DE SEGURIDAD Y SALUD EN EL TRABAJO, MANIPULACIÓN DE ALIMENTOS Y PROTOCOLO ESTABLECIDO.",TURISMO Y ALIMENTACIÓN,SERVICIO DE ALIMENTO Y BEBIDA,
177,"CONDUCCIÓN DE VEHÍCULOS PESADOS Y DE USO ESPECIAL DE 4 RUEDAS O MÁS DISEÑADOS PARA EL TRANSPORTE PÚBLICO, COMERCIAL O DEL ESTADO","REALIZAR LA CONDUCCIÓN DE VEHÍCULOS PESADOS Y DE USO ESPECIAL DE 4 RUEDAS O MÁS DISEÑADOS PARA EL TRANSPORTE PÚBLICO, COMERCIAL O DEL ESTADO; TOMANDO EN CONSIDERACIÓN LA NORMATIVA DE TRÁNSITO VIGENTE Y ESPECIFICACIONES TÉCNICAS ESTABLECIDAS.","TRANSPORTE, ALMACENAMIENTO Y LOGÍSTICA",ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE,
178,"CONTROL DE FUNCIONAMIENTO DE LA CÁMARA DE MÁQUINAS, EQUIPOS AUXILIARES Y LOS SISTEMAS DE CONTROL CORRESPONDIENTES DEL BUQUE",REALIZAR UNA GUARDIA DE MÁQUINAS SEGURA HACIENDO FUNCIONAR LA MAQUINARIA PRINCIPAL Y AUXILIAR Y LOS SISTEMAS DE CONTROL CORRESPONDIENTES.,"TRANSPORTE, ALMACENAMIENTO Y LOGÍSTICA",ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE,
179,EFICIENCIA ENERGÉTICA EN EDIFICIOS,"PROMOVER EL USO EFICIENTE DE LA ENERGÍA Y EL AGUA EVALUANDO LA EFICIENCIA DE LAS INSTALACIONES EN ÁREAS RESIDENCIALES, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA VIGENTE.","ELECTRICIDAD, GAS Y AGUA","OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
180,EFICIENCIA ENERGÉTICA EN EL USO DE SISTEMAS DE AIRE ACONDICIONADO Y VENTILACIÓN MECÁNICA,"REALIZAR ACCIONES DE OPTIMIZACIÓN DE LA EFICIENCIA ENERGÉTICA DE INSTALACIONES DE CLIMATIZACIÓN, VENTILACIÓN-EXTRACCIÓN Y FILTRADO DE AIRE EN EDIFICIOS, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA VIGENTE.","ELECTRICIDAD, GAS Y AGUA","OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
181,"EXPLORACIÓN, BÚSQUEDA E INVESTIGACIÓN GEOLÓGICA EN MINA (GEÓLOGO DE MINA)","REALIZAR LAS ACTIVIDADES DE PROSPECCIÓN Y EXPLORACIÓN EN MINA, A TRAVÉS DE MAPAS E INSTRUMENTOS TÉCNICOS,  PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA DE SEGURIDAD VIGENTE.","MINAS, CANTERAS Y YACIMIENTOS",ACTIVIDADES DE SERVICIOS DE APOYO PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS,
182,FORMACIÓN DE FORMADORES,"FACILITAR EL PROCESO DE ENSEÑANZA APRENDIZAJE DE METODOLOGÍAS, PRÁCTICAS PEDAGÓGICAS Y EVALUACIÓN DE ACUERDO A LAS NECESIDADES DEL GRUPO OBJETIVO.",ACTIVIDADES DE ENSEÑANZA,ENSEÑANZA,
183,DISEÑO GRÁFICO Y COMUNICACIÓN VISUAL,"REALIZAR LA INTERPRETACIÓN Y DEFINICIÓN DE PROPUESTAS DE DISEÑO GRÁFICO Y COMUNICACIÓN VISUAL DE COMPLEJIDAD MEDIA, UTILIZANDO HERRAMIENTAS COMPUTACIONALES DE VANGUARDIA Y TECNOLOGÍA ACORDES CON LAS NUEVAS FORMAS DE COMUNICACIÓN E INFORMACIÓN PARA LOGRAR RESPUESTAS CREATIVAS EN PLAZOS RAZONABLES QUE INCORPOREN CONCEPTOS DE IDENTIDAD, UNIVERSALIDAD, CONTEMPORANEIDAD Y CALIDAD, AJUSTADAS A LOS REQUERIMIENTOS DEL CLIENTE Y CARACTERÍSTICAS DE LA POBLACIÓN OBJETIVO.",ACTIVIDADES TIPO SERVICIOS,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
184,GESTIONES DE PRÁCTICA DEL PROJECT MANAGEMENT (PMI),"APLICAR LAS HERRAMIENTAS Y TÉCNICAS EN LOS PROCESOS DE DIRECCIÓN DE PROYECTOS, APOYANDO EL DESARROLLO DE LA INICIACIÓN, PLANIFICACIÓN, EJECUCIÓN, SEGUIMIENTO Y CONTROL, Y CIERRE DE PROYECTOS.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),ACTIVIDADES DE OFICINAS PRINCIPALES; ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,
185,INSTALACIÓN DE EQUIPOS Y MÁQUINAS ELÉCTRICAS,"REALIZAR LA CONSTRUCCIÓN Y MANTENIMIENTO DE LÍNEAS E INSTALACIONES DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA EN MEDIA Y BAJA TENSIÓN, CÁMARAS DE TRANSFORMACIÓN E INSTALACIONES DE SERVICIOS ESPECIALES Y DE AUTOMATIZACIÓN DE EDIFICIOS, ASÍ COMO LA CONSTRUCCIÓN, ENSAYO Y MANTENIMIENTO DE MÁQUINAS ELÉCTRICAS, APLICANDO LOS PROCEDIMIENTOS TÉCNICOS ESTABLECIDOS Y LAS NORMAS DE SEGURIDAD E HIGIENE EN EL TRABAJO.","ELECTRICIDAD, GAS Y AGUA",REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,
186,MECÁNICA Y OPERACIÓN DE MÁQUINAS CERRADORAS Y ENVASADORAS,"REALIZAR LA OPERACIÓN, MANTENIMIENTO Y MECÁNICA BÁSICA DE MAQUINAS CERRADORAS Y ENVASADORAS DE ACUERDO A LOS MANUALES TÉCNICOS DE LOS FABRICANTES Y EN CONDICIONES DE SEGURIDAD, AUTONOMÍA Y CUIDADO DEL MEDIO AMBIENTE.",TRANSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA),REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,
187,OPERACIÓN DE MÁQUINA DE INYECCIÓN Y SOPLADO DE PLÁSTICO,"OPERAR LA MAQUINARIA DE INYECCIÓN Y SOPLADO DE PLÁSTICO, PREPARANDO LA MATERIA PRIMA Y VERIFICANDO QUE EL PROCESO DE PRODUCCIÓN SE REALICE EN LAS CONDICIONES TÉCNICAS ESTABLECIDAS Y DE SEGURIDAD.","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS",FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO,
188,OPERACIÓN DE MÁQUINAS DE FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS,"OPERAR LOS EQUIPOS Y MAQUINARIA PARA LA FABRICACIÓN DE LOS PRODUCTOS FARMACÉUTICOS DE ACUERDO A ORDEN DE PRODUCCIÓN, BUENAS PRÁCTICAS DE MANUFACTURA Y NORMAS DE SEGURIDAD Y SALUD EN EL TRABAJO.","PRODUCTOS INDUSTRIALES, FARMACÉUTICOS Y QUÍMICOS","FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO",
189,OPERACIÓN DE MÁQUINAS INDUSTRIALES DE CONFECCIÓN TEXTIL,"CONFECCIONAR PRODUCTOS DE GENERO TEXTIL OPERANDO MAQUINAS INDUSTRIALES CON EFICIENCIA, CUMPLIENDO LAS NORMAS TÉCNICAS, DE SEGURIDAD INDUSTRIAL, DE SALUD OCUPACIONAL Y CONSERVACIÓN AMBIENTAL.","PRODUCTOS TEXTILES, CUERO Y CALZADO",FABRICACIÓN DE PRODUCTOS TEXTILES,
190,VIGILANCIA Y MONITOREO CON CANES ADIESTRADOS,EJECUTAR LA INSPECCIÓN Y CUARENTENA EN PUERTOS Y AEROPUERTOS; Y VIGILANCIA PARA LA DETECCIÓN DE ESPECIES INTRODUCIDAS MEDIANTE CANES ADIESTRADOS CUMPLIENDO LA NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIOS,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES,
191,CONTROL DE CALIDAD DE MATERIA PRIMA PARA PRODUCCIÓN DE ALIMENTOS,"VERIFICAR LA CALIDAD DE LA MATERIA PRIMA PARA PRODUCCIÓN DE ALIMENTOS DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS, CUMPLIENDO LA NORMATIVA VIGENTE.",TRANSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA),ELABORACIÓN DE PRODUCTOS ALIMENTICIOS,
192,INSPECCIÓN SANITARIA EN ESTABLECIMIENTOS DE DISTRIBUCIÓN DE PRODUCTOS AGROPECUARIOS,"VERIFICAR ESTABLECIMIENTOS DE INGRESO, MANEJO Y USO DE PLAGUICIDAS QUÍMICOS DE USO AGRÍCOLA DE ACUERDO A CONTROLES PROGRAMADOS QUE PERMITAN GARANTIZAR LA INOCUIDAD ALIMENTARIA, LA INTEGRIDAD ECOLÓGICA DE LOS ECOSISTEMAS Y LA PRODUCCIÓN AGROPECUARIA CUMPLIENDO LA NORMATIVA VIGENTE.",PRODUCCIÓN PECUARIA,FABRICACIÓN DE SUBSTANCIAS Y PRODUCTOS QUÍMICOS,
193,CALZADO Y MARROQUINERÍA,"ELABORAR PATRONES AJUSTADOS AL DISEÑO DE LOS DIFERENTES MODELOS Y PRODUCIR INDUSTRIALMENTE EL CORTE, ENSAMBLAJE, MONTADO Y ACABADO DE CALZADO Y DE ARTÍCULOS DE MARROQUINERÍA, SEGÚN LA INTERPRETACIÓN DE LAS FICHAS TÉCNICAS Y ÓRDENES DE FABRICACIÓN, LOGRANDO EL ÓPTIMO RENDIMIENTO DE LOS MEDIOS Y MATERIALES REQUERIDOS, PRODUCIÉNDOLOS EN CANTIDAD Y CALIDAD, EN LOS PLAZOS ESTABLECIDOS Y EN CONDICIONES DE SEGURIDAD.","PRODUCTOS TEXTILES, CUERO Y CALZADO",FABRICACIÓN DE CUEROS Y PRODUCTOS CONEXOS,
194,GESTION INTEGRAL DE RIESGOS FINANCIEROS,GESTIONAR LOS RIESGOS DENTRO Y FUERA DEL BALANCE PARA EVITAR AFECTACIONES ECONÓMICAS EN EL PATRIMONIO DE LAS INSTITUCIONES CONSIDERANDO LA NORMATIVA NACIONAL Y LAS MEJORAS PRÁCTICAS INTERNACIONALES.,SERVICIOS FINANCIEROS,ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS,
195,ACTIVIDADES AUXILIARES DE LINIERO,"REALIZAR ACTIVIDADES DE APOYO EN LAS LABORES DE CONSTRUCCIÓN, OPERACIÓN, MANTENIMIENTO DE REDES DE LOS SISTEMAS DE DISTRIBUCIÓN ELÉCTRICA Y ALUMBRADO PÚBLICO, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA LEGAL VIGENTE.","ELECTRICIDAD, GAS Y AGUA","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",
196,RECICLAJE DE BASE,"REALIZAR LA SEPARACIÓN, CLASIFICACIÓN SELECTIVA, RECOLECCIÓN, RECUPERACIÓN, Y REVALORIZACIÓN DE RESIDUOS SÓLIDOS RECICLABLES NO PELIGROSOS DE DIVERSAS FUENTES CONSIDERANDO LAS NORMAS DE SEGURIDAD Y SALUD EN EL TRABAJO, DEL AMBIENTE, OBJETIVO DE VENTA, PROCEDIMIENTOS, REQUERIMIENTOS ESTABLECIDOS Y NORMATIVA VIGENTE.",ACTIVIDADES TIPO SERVICIOS,"RECOLECCIÓN, TRATAMIENTO Y ELIMINACIÓN DE DESECHOS, RECUPERACIÓN DE MATERIALES",
197,OPERACIONES DE LÍNEAS Y REDES ENERGIZADAS,"REALIZAR TRABAJOS DE OPERACIÓN Y MANTENIMIENTO EN REDES Y LÍNEAS ENERGIZADAS DE TRANSMISIÓN Y DISTRIBUCIÓN, DE ACUERDO A PROCEDIMIENTOS INTERNOS Y NORMATIVA LEGAL VIGENTE.","ELECTRICIDAD, GAS Y AGUA","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",
198,CARPINTERÍA Y MONTAJE DE ESTRUCTURA DE BAMBÚ,"ELABORAR ESTRUCTURAS DE BAMBÚ, EN FUNCIÓN DEL PLANO ARQUITECTÓNICO Y ESTRUCTURAL DE ACUERDO A NORMAS AMBIENTALES, DE CONSTRUCCIÓN Y DE SEGURIDAD Y SALUD EN EL TRABAJO.",CONSTRUCCIÓN,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,
199,MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE COMPUTACIÓN,REALIZAR EL MANTENIMIENTO Y REPARACIÓN DE COMPUTADORAS DE ACUERDO A PARÁMETROS TÉCNICOS ESTABLECIDOS POR EL FABRICANTE.,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),REPARACIÓN DE COMPUTADORES Y DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS,
200,OPERACIONES PARA DESPACHO DE EMERGENCIAS,"EJECUTAR ACTIVIDADES DE LA ASIGNACIÓN DE RECURSOS DE ACUERDO A LA INFORMACIÓN RECIBIDA A TRAVÉS DE LA PLATAFORMA TECNOLÓGICA ANTE INCIDENTES, EMERGENCIAS, DESASTRES O EVENTOS PELIGROSOS.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
201,SUPERVISIÓN DE DESPACHO DE EMERGENCIAS,"SUPERVISAR LA ATENCIÓN DE EMERGENCIAS REPORTADAS A TRAVÉS DE LA PLATAFORMA TECNOLÓGICA CON EL APOYO DE LAS INSTITUCIONES ARTICULADAS, MEDIANTE PROCEDIMIENTOS INSTITUCIONALES ESTABLECIDOS Y NORMATIVA VIGENTE.",ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
202,EVALUACIÓN DE OPERACIONES DE EMERGENCIA,REALIZAR LA EVALUACIÓN DEL REPORTE DE ALERTAS DE EMERGENCIAS MEDIANTE LA INFORMACIÓN REGISTRADA A TRAVÉS DE LA PLATAFORMA TECNOLÓGICA DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,
203,IMPLEMENTACIÓN DE SISTEMAS DE GESTIÓN DE ENERGÍA,IMPLEMENTAR SISTEMAS DE GESTIÓN DE ENERGÍA ACORDE A LAS NECESIDADES DE LA ORGANIZACIÓN Y NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIO,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",
204,SUPERVISIÓN DE ALERTAS DE EMERGENCIA,SUPERVISAR LAS ALERTAS DE EMERGENCIAS RECEPTADAS A TRAVÉS DE LA PLATAFORMA TECNOLÓGICA CON BASE A LOS PROCEDIMIENTOS ESTABLECIDOS POR LA INSTITUCIÓN Y LA NORMATIVA VIGENTE.,ACTIVIDADES TIPO SERVICIOS,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.,
205,ADMINISTRACIÓN DE PLATAFORMAS DE FORMACIÓN VIRTUAL,ADMINISTRAR LA PLATAFORMA DE FORMACIÓN VIRTUAL PARA ASEGURAR SU FUNCIONAMIENTO DE ACUERDO A LAS POLÍTICAS Y NORMATIVAS INSTITUCIONALES.,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
206,GESTIÓN DE UNIDADES CANINAS,"ADMINISTRAR LOS RECURSOS HUMANOS, CANINOS, FINANCIEROS, MATERIALES Y OPERACIONES DE LAS UNIDADES CANINAS DE ACUERDO CON LA NORMATIVA NACIONAL E INTERNACIONAL VIGENTE Y PROCEDIMIENTOS ESTABLECIDOS.",ACTIVIDADES TIPO SERVICIOS,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES,
207,ACOMPAÑAMIENTO A LA NIÑA NIÑO Y ADOLESCENTE EN CASAS DE ACOGIDA,"BRINDAR ACOMPAÑAMIENTO EN LOS ÁMBITOS DE: ADAPTACIÓN, EDUCACIÓN, SALUD Y CONTENCIÓN EMOCIONAL PARA LA RESTITUCIÓN DE DERECHOS DE LAS NIÑAS, NIÑOS Y ADOLESCENTES DE LAS ENTIDADES DE ACOGIMIENTO INSTITUCIONAL DE ACUERDO CON LA NORMATIVA VIGENTE Y PROCEDIMIENTOS ESTABLECIDOS.",ACTIVIDADES COMUNITARIAS,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES,
208,"CONDUCCIÓN DE VEHÍCULOS DE TRANSPORTE TERRESTRE (LICENCIA A, B Y F)","CONDUCIR VEHÍCULOS DE TRANSPORTE TERRESTRE (LICENCIA A, B Y F), DE MANERA SEGURA, RESPETANDO LAS LEYES, REGLAMENTOS Y OTRAS NORMAS DE TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL.","TRANSPORTE, ALMACENAMIENTO Y LOGÍSTICA.",ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE,
209,COORDINACIÓN COMERCIAL,"COORDINAR EL EQUIPO COMERCIAL Y LA VENTA DE PRODUCTOS Y/O PRESTACIÓN DE SERVICIOS, CONSIDERANDO POLÍTICAS Y PROCEDIMIENTOS ESTABLECIDOS EN LA ORGANIZACIÓN",COMERCIALIZACIÓN Y VENTA DE PRODUCTOS,"COMERCIO AL POR MAYOR, EXCEPTO EL DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",
210,OFIMÁTICA: ASISTENCIA ADMINISTRATIVA CON MANEJO DE OFIMÁTICA,"EJECUTAR ACTIVIDADES OPERATIVAS DE APOYO DE GESTIÓN ADMINISTRATIVA INTERNAS Y EXTERNAS MEDIANTE EL USO DE LAS HERRAMIENTAS DE OFIMÁTICA), TOMANDO EN CONSIDERACIÓN LOS PROCEDIMIENTOS Y POLÍTICAS INTERNAS VIGENTES.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),ACTIVIDADES ADMINISTRATIVAS Y DE APOYO DE OFICINA Y OTRAS ACTIVIDADES DE APOYO A LAS EMPRESAS,
211,OPERACIONES DE ENSAMBLAJE Y REPARACIÓN DE COMPUTADORES,REALIZAR EL ENSAMBLAJE DE COMPUTADORES Y REPARAR AVERÍAS EN HARDWARE Y SOFTWARE IDENTIFICADAS DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS.,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),ACTIVIDADES DE PROGRAMACIÓN INFORMÁTICA Y DE CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS,
212,OPERACIONES DE INSTALACIÓN Y MANTENIMIENTO DE ESTACIÓN BASE DE TELEFONÍA MÓVIL,"REALIZAR LA INSTALACIÓN Y MANTENIMIENTO DE LA ESTACIÓN BASE DE TELEFONÍA MÓVIL, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS CUMPLIENDO LA NORMATIVA VIGENTE.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),TELECOMUNICACIONES,
213,MANTENIMIENTO CORRECTIVO DE EQUIPOS DE TELEFONÍA MÓVIL,REALIZAR EL MANTENIMIENTO CORRECTIVO AL FUNCIONAMIENTO DE EQUIPOS DE TELEFONÍA MÓVIL DE ACUERDO A LAS NECESIDADES DEL CLIENTE EN CUMPLIMIENTO DE LA NORMATIVA VIGENTE.,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),REPARACIÓN DE COMPUTADORES Y DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS,
214,ADMINISTRACIÓN DE SISTEMAS OPERATIVOS,ADMINISTRAR PROCESOS Y PROGRAMAS DE SISTEMAS OPERATIVOS DE ACUERDO A LOS REQUERIMIENTOS Y NECESIDADES DE UNA ORGANIZACIÓN,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
215,OPERACIONES DE INSTALACIÓN Y MANTENIMIENTO DE SISTEMAS INALÁMBRICOS,"REALIZAR LA INSTALACIÓN Y MANTENIMIENTO DE LA ESTACIÓN BASE DE TELEFONÍA MÓVIL, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS CUMPLIENDO LA NORMATIVA VIGENTE",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),ACTIVIDADES DE PROGRAMACIÓN Y TRANSMISIÓN,
216,GESTIÓN DE PROCESOS DE TRANSFERENCIA DE TECNOLOGÍAS,"REALIZAR LA GESTIÓN Y SEGUIMIENTO DEL PROCESO DE TRANSFERENCIA DE TECNOLOGÍA EN CENTROS O UNIDADES TECNOLÓGICAS, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y CUMPLIENDO LA NORMATIVA VIGENTE",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
217,PREPARACIÓN GASTRONÓMICA DE COCINA,"EJECUTAR PROCESOS DE PRE-ELABORACIÓN, ELABORACIÓN Y MONTAJE DE ALIMENTOS DE ACUERDO CON LOS PROTOCOLOS ESTABLECIDOS Y LA NORMATIVA VIGENTE.",TRANSFORMACIÓN DE ALIMENTOS (INCLUYE AGROINDUSTRIA),ELABORACIÓN DE PRODUCTOS ALIMENTICIOS,
218,SUPERVISIÓN EN PREPARACIÓN DE BEBIDAS Y SERVICIO DE ALIMENTOS Y BEBIDAS,"SUPERVISAR PROCESOS DE PREPARACIÓN, MONTAJE DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS Y LAS OPERACIONES DE SERVICIO DE ALIMENTOS Y BEBIDAS DE ACUERDO A PROTOCOLOS ESTABLECIDOS Y LA NORMATIVA VIGENTE",TURISMO Y ALIMENTACIÓN,SERVICIO DE ALIMENTO Y BEBIDA,
