"canton","provincia","id_fact_oc_rs","id_razon_social","id_fecha","volumen_porcentaje_asistencia","dia","volumen_ganancias","fecha","razon_social","estado","tipo_razon_social","fecha_resolucion","volumen_cap_cer","volumen_horas","total_cursos","mes","anio","prediction(volumen_ganancias)"
"quito","pichincha",19.0,1209.0,7.0,0.0,31.0,151908.56,"31-12-2022","instituto tecnologico superior cenestur","calificado","operador de capacitación","23-06-2022",280.0,5456.0,16.0,12.0,2022.0,151908.56
"quito","pichincha",19.0,1209.0,7.0,0.0,1.0,151908.56,"01-02-2020","instituto tecnologico superior cenestur","calificado","operador de capacitación","23-06-2022",280.0,5456.0,16.0,2.0,2020.0,151908.56
"quito","pichincha",24.0,1237.0,7.0,0.0,31.0,7700.977777777773,"31-12-2022","isoserv consultores y servicios cia ltda","calificado","operador de capacitación","28-01-2022",28.0,1120.0,1.0,12.0,2022.0,8539.834285714282
"quito","pichincha",24.0,1237.0,7.0,0.0,1.0,7700.977777777773,"01-02-2020","isoserv consultores y servicios cia ltda","calificado","operador de capacitación","28-01-2022",28.0,1120.0,1.0,2.0,2020.0,8539.834285714282
"latacunga","cotopaxi",25.0,1241.0,7.0,0.0,31.0,2772.0,"31-12-2022","jacho villafuerte daniel moises","calificado","operador de capacitación","8/4/2022",21.0,8400.0,1.0,12.0,2022.0,2772.0
"latacunga","cotopaxi",25.0,1241.0,7.0,0.0,1.0,2772.0,"01-02-2020","jacho villafuerte daniel moises","calificado","operador de capacitación","8/4/2022",21.0,8400.0,1.0,2.0,2020.0,2772.0
"quito","pichincha",28.0,1248.0,7.0,0.0,31.0,14000.0,"31-12-2022","jah corporacion afec cia.ltda.","calificado","operador de capacitación","28-01-2022",56.0,336.0,2.0,12.0,2022.0,14000.0
"quito","pichincha",28.0,1248.0,7.0,0.0,1.0,14000.0,"01-02-2020","jah corporacion afec cia.ltda.","calificado","operador de capacitación","28-01-2022",56.0,336.0,2.0,2.0,2020.0,14000.0
"quito","pichincha",30.0,1264.0,7.0,0.0,31.0,98356.80000000002,"31-12-2022","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",186.0,7440.0,3.0,12.0,2022.0,98356.80000000002
"quito","pichincha",30.0,1264.0,7.0,0.0,1.0,98356.80000000002,"01-02-2020","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",186.0,7440.0,3.0,2.0,2020.0,98356.80000000002
"quito","pichincha",29.0,1264.0,4.0,0.0,31.0,2115.2000000000003,"31-12-2019","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",4.0,160.0,2.0,12.0,2019.0,2045.103809523809
"quito","pichincha",29.0,1264.0,4.0,0.0,1.0,2115.2000000000003,"01-02-2017","jativa diaz karina del rocio","calificado","operador de capacitación","12/9/2022",4.0,160.0,2.0,2.0,2017.0,2045.103809523809
"portoviejo","manabi",31.0,1271.0,7.0,0.0,31.0,717.5999999999999,"31-12-2022","jimenez mendoza dolores monica","calificado","operador de capacitación","30-09-2022",90.0,23920.0,3.0,12.0,2022.0,717.5999999999999
"portoviejo","manabi",31.0,1271.0,7.0,0.0,1.0,717.5999999999999,"01-02-2020","jimenez mendoza dolores monica","calificado","operador de capacitación","30-09-2022",90.0,23920.0,3.0,2.0,2020.0,717.5999999999999
"latacunga","cotopaxi",41.0,1307.0,7.0,0.0,31.0,36250.0,"31-12-2022","legal coach legal-coach-c&a cia.ltda.","calificado","operador de capacitación","26-04-2022",145.0,870.0,1.0,12.0,2022.0,36250.0
"latacunga","cotopaxi",41.0,1307.0,7.0,0.0,1.0,36250.0,"01-02-2020","legal coach legal-coach-c&a cia.ltda.","calificado","operador de capacitación","26-04-2022",145.0,870.0,1.0,2.0,2020.0,36250.0
"quito","pichincha",44.0,1335.0,7.0,0.0,31.0,825.1047619047614,"31-12-2022","lincango simbaña silvia patricia","calificado","operador de capacitación","31-03-2022",6.0,120.0,1.0,12.0,2022.0,896.6948571428568
"quito","pichincha",44.0,1335.0,7.0,0.0,1.0,825.1047619047614,"01-02-2020","lincango simbaña silvia patricia","calificado","operador de capacitación","31-03-2022",6.0,120.0,1.0,2.0,2020.0,896.6948571428568
"manta","manabi",46.0,1356.0,7.0,0.0,31.0,55017.16,"31-12-2022","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",361.0,7972.0,8.0,12.0,2022.0,55017.16
"manta","manabi",46.0,1356.0,7.0,0.0,1.0,55017.16,"01-02-2020","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",361.0,7972.0,8.0,2.0,2020.0,55017.16
"manta","manabi",45.0,1356.0,4.0,0.0,31.0,57077.03999999999,"31-12-2019","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",116.0,2370.0,3.0,12.0,2019.0,57077.03999999999
"manta","manabi",45.0,1356.0,4.0,0.0,1.0,57077.03999999999,"01-02-2017","lopez mendoza diana lorena","calificado","operador de capacitación","24-01-2022",116.0,2370.0,3.0,2.0,2017.0,57077.03999999999
"quito","pichincha",53.0,1396.0,7.0,0.0,31.0,166872.32,"31-12-2022","marcillo gomez carlos augusto","calificado","operador de capacitación","27-06-2022",237.0,9884.0,4.0,12.0,2022.0,166872.32
"quito","pichincha",53.0,1396.0,7.0,0.0,1.0,166872.32,"01-02-2020","marcillo gomez carlos augusto","calificado","operador de capacitación","27-06-2022",237.0,9884.0,4.0,2.0,2020.0,166872.32
"quito","pichincha",58.0,1414.0,7.0,0.0,31.0,6188.28571428571,"31-12-2022","mauricio arroyo consultores y asociados cia. ltda.","calificado","operador de capacitación","18-03-2022",15.0,900.0,1.0,12.0,2022.0,6415.18952380952
"quito","pichincha",58.0,1414.0,7.0,0.0,1.0,6188.28571428571,"01-02-2020","mauricio arroyo consultores y asociados cia. ltda.","calificado","operador de capacitación","18-03-2022",15.0,900.0,1.0,2.0,2020.0,6415.18952380952
"rumiñahui","pichincha",61.0,1440.0,7.0,0.0,31.0,91230.2,"31-12-2022","merino gomez adriana karina","calificado","operador de capacitación","6/4/2022",78.0,8382.0,7.0,12.0,2022.0,91230.2
"rumiñahui","pichincha",61.0,1440.0,7.0,0.0,1.0,91230.2,"01-02-2020","merino gomez adriana karina","calificado","operador de capacitación","6/4/2022",78.0,8382.0,7.0,2.0,2020.0,91230.2
"daule","guayas",75.0,1563.0,7.0,0.0,31.0,581597.7000000001,"31-12-2022","narvaez velasquez pablo alejandro","calificado","operador de capacitación","15-03-2022",1738.0,68494.0,7.0,12.0,2022.0,581597.7000000001
"daule","guayas",75.0,1563.0,7.0,0.0,1.0,581597.7000000001,"01-02-2020","narvaez velasquez pablo alejandro","calificado","operador de capacitación","15-03-2022",1738.0,68494.0,7.0,2.0,2020.0,581597.7000000001
"quito","pichincha",76.0,1564.0,7.0,0.0,31.0,20177.844444444432,"31-12-2022","naula guzman daniel fernando","calificado","operador de capacitación","9/3/2022",41.0,2870.0,2.0,12.0,2022.0,20177.844444444432
"quito","pichincha",76.0,1564.0,7.0,0.0,1.0,20177.844444444432,"01-02-2020","naula guzman daniel fernando","calificado","operador de capacitación","9/3/2022",41.0,2870.0,2.0,2.0,2020.0,20177.844444444432
"quito","pichincha",77.0,157.0,7.0,0.0,31.0,356.16,"31-12-2022","audetic-ec cia.ltda.","calificado","operador de capacitación","28-09-2022",4.0,96.0,1.0,12.0,2022.0,896.6948571428568
"quito","pichincha",77.0,157.0,7.0,0.0,1.0,356.16,"01-02-2020","audetic-ec cia.ltda.","calificado","operador de capacitación","28-09-2022",4.0,96.0,1.0,2.0,2020.0,896.6948571428568
"quito","pichincha",91.0,161.0,7.0,0.0,31.0,45998.64,"31-12-2022","automovil club del ecuador aneta","calificado","operador de capacitación","15-02-2022",87.0,1044.0,1.0,12.0,2022.0,45998.64
"quito","pichincha",91.0,161.0,7.0,0.0,1.0,45998.64,"01-02-2020","automovil club del ecuador aneta","calificado","operador de capacitación","15-02-2022",87.0,1044.0,1.0,2.0,2020.0,45998.64
"shushufindi","sucumbios",93.0,1615.0,7.0,0.0,31.0,608908.6,"31-12-2022","ortiz caizapanta marco vinicio","calificado","operador de capacitación","28-06-2022",862.0,17240.0,9.0,12.0,2022.0,608908.6
"shushufindi","sucumbios",93.0,1615.0,7.0,0.0,1.0,608908.6,"01-02-2020","ortiz caizapanta marco vinicio","calificado","operador de capacitación","28-06-2022",862.0,17240.0,9.0,2.0,2020.0,608908.6
"quito","pichincha",94.0,162.0,7.0,0.0,31.0,7500.0,"31-12-2022","autotrain sa","calificado","operador de capacitación","27-06-2022",30.0,180.0,1.0,12.0,2022.0,7176.874920634921
"quito","pichincha",94.0,162.0,7.0,0.0,1.0,7500.0,"01-02-2020","autotrain sa","calificado","operador de capacitación","27-06-2022",30.0,180.0,1.0,2.0,2020.0,7176.874920634921
"ambato","tungurahua",95.0,1624.0,7.0,0.0,31.0,35628.0,"31-12-2022","oyaque mora julio mauricio","calificado","operador de capacitación","8/7/2022",30.0,1200.0,2.0,12.0,2022.0,35628.0
"ambato","tungurahua",95.0,1624.0,7.0,0.0,1.0,35628.0,"01-02-2020","oyaque mora julio mauricio","calificado","operador de capacitación","8/7/2022",30.0,1200.0,2.0,2.0,2020.0,35628.0
"guayaquil","guayas",97.0,1644.0,7.0,0.0,31.0,575750.8400000001,"31-12-2022","panchana san lucas yulafin elizabeth","calificado","operador de capacitación","29-04-2022",80.0,27422.0,3.0,12.0,2022.0,575750.8400000001
"guayaquil","guayas",97.0,1644.0,7.0,0.0,1.0,575750.8400000001,"01-02-2020","panchana san lucas yulafin elizabeth","calificado","operador de capacitación","29-04-2022",80.0,27422.0,3.0,2.0,2020.0,575750.8400000001
"rumiñahui","pichincha",101.0,1730.0,7.0,0.0,31.0,28157.12,"31-12-2022","proaño triviño marcelo alejandro","calificado","operador de capacitación","26-01-2022",173.0,5576.0,11.0,12.0,2022.0,28157.12
"rumiñahui","pichincha",101.0,1730.0,7.0,0.0,1.0,28157.12,"01-02-2020","proaño triviño marcelo alejandro","calificado","operador de capacitación","26-01-2022",173.0,5576.0,11.0,2.0,2020.0,28157.12
"quito","pichincha",102.0,1747.0,7.0,0.0,31.0,202372.84,"31-12-2022","qhse gestion integral cia. ltda.","calificado","operador de capacitación","3/5/2022",415.0,5260.0,7.0,12.0,2022.0,202372.84
"quito","pichincha",102.0,1747.0,7.0,0.0,1.0,202372.84,"01-02-2020","qhse gestion integral cia. ltda.","calificado","operador de capacitación","3/5/2022",415.0,5260.0,7.0,2.0,2020.0,202372.84
"la libertad","santa elena",114.0,1889.0,7.0,0.0,31.0,33372.8,"31-12-2022","saltos pazuña alonso vicente","calificado","operador de capacitación","3/1/2022",126.0,40390.0,4.0,12.0,2022.0,33372.8
"la libertad","santa elena",114.0,1889.0,7.0,0.0,1.0,33372.8,"01-02-2020","saltos pazuña alonso vicente","calificado","operador de capacitación","3/1/2022",126.0,40390.0,4.0,2.0,2020.0,33372.8
"guayaquil","guayas",117.0,1930.0,7.0,0.0,31.0,45489.4,"31-12-2022","schatz & wissen wichatz cia ltda","calificado","operador de capacitación","23-06-2022",454.0,4540.0,4.0,12.0,2022.0,45489.4
"guayaquil","guayas",117.0,1930.0,7.0,0.0,1.0,45489.4,"01-02-2020","schatz & wissen wichatz cia ltda","calificado","operador de capacitación","23-06-2022",454.0,4540.0,4.0,2.0,2020.0,45489.4
"quito","pichincha",119.0,1934.0,7.0,0.0,31.0,403175.2,"31-12-2022","seguridad industrial salud ocupacional seinsao cia ltda","calificado","operador de capacitación","25-01-2022",1004.0,32640.0,25.0,12.0,2022.0,403175.2
"quito","pichincha",119.0,1934.0,7.0,0.0,1.0,403175.2,"01-02-2020","seguridad industrial salud ocupacional seinsao cia ltda","calificado","operador de capacitación","25-01-2022",1004.0,32640.0,25.0,2.0,2020.0,403175.2
"quito","pichincha",122.0,1941.0,7.0,0.0,31.0,43813.06285714283,"31-12-2022","servicio integrado de seguridad ecu 911","calificado","operador de capacitación","25-02-2022",117.0,6372.0,3.0,12.0,2022.0,43813.06285714283
"quito","pichincha",122.0,1941.0,7.0,0.0,1.0,43813.06285714283,"01-02-2020","servicio integrado de seguridad ecu 911","calificado","operador de capacitación","25-02-2022",117.0,6372.0,3.0,2.0,2020.0,43813.06285714283
"chone","manabi",125.0,1968.0,7.0,0.0,31.0,71.99999999999999,"31-12-2022","smart ceim institute ceiminstitute s.a.","calificado","operador de capacitación","26-07-2022",10.0,2400.0,2.0,12.0,2022.0,71.99999999999999
"chone","manabi",125.0,1968.0,7.0,0.0,1.0,71.99999999999999,"01-02-2020","smart ceim institute ceiminstitute s.a.","calificado","operador de capacitación","26-07-2022",10.0,2400.0,2.0,2.0,2020.0,71.99999999999999
"quito","pichincha",126.0,1970.0,7.0,0.0,31.0,16502.09523809523,"31-12-2022","smith olu","calificado","operador de capacitación","29-08-2022",16.0,2400.0,4.0,12.0,2022.0,16502.09523809523
"quito","pichincha",126.0,1970.0,7.0,0.0,1.0,16502.09523809523,"01-02-2020","smith olu","calificado","operador de capacitación","29-08-2022",16.0,2400.0,4.0,2.0,2020.0,16502.09523809523
"tulcan","sin provincia",127.0,1971.0,7.0,0.0,31.0,5192.72,"31-12-2022","sociedad civil anonima cambria international languaje academy efl s.c.","calificado","operador de capacitación","16-03-2022",36.0,4004.0,5.0,12.0,2022.0,5192.72
"tulcan","sin provincia",127.0,1971.0,7.0,0.0,1.0,5192.72,"01-02-2020","sociedad civil anonima cambria international languaje academy efl s.c.","calificado","operador de capacitación","16-03-2022",36.0,4004.0,5.0,2.0,2020.0,5192.72
"quito","pichincha",131.0,1992.0,7.0,0.0,31.0,123765.7142857142,"31-12-2022","stanford","calificado","operador de capacitación","7/3/2022",150.0,18000.0,5.0,12.0,2022.0,123765.7142857142
"quito","pichincha",131.0,1992.0,7.0,0.0,1.0,123765.7142857142,"01-02-2020","stanford","calificado","operador de capacitación","7/3/2022",150.0,18000.0,5.0,2.0,2020.0,123765.7142857142
"quito","pichincha",132.0,1998.0,7.0,0.0,31.0,4000.0,"31-12-2022","suntasig segovia yajaira karina","calificado","operador de capacitación","24-03-2022",16.0,96.0,2.0,12.0,2022.0,3105.4133333333325
"quito","pichincha",132.0,1998.0,7.0,0.0,1.0,4000.0,"01-02-2020","suntasig segovia yajaira karina","calificado","operador de capacitación","24-03-2022",16.0,96.0,2.0,2.0,2020.0,3105.4133333333325
"cuenca","azuay",133.0,2002.0,7.0,0.0,31.0,41176.8,"31-12-2022","suquisupa espinoza lucio humberto","calificado","operador de capacitación","6/1/2022",518.0,24080.0,2.0,12.0,2022.0,41176.8
"cuenca","azuay",133.0,2002.0,7.0,0.0,1.0,41176.8,"01-02-2020","suquisupa espinoza lucio humberto","calificado","operador de capacitación","6/1/2022",518.0,24080.0,2.0,2.0,2020.0,41176.8
"ambato","tungurahua",135.0,2039.0,7.0,0.0,31.0,134822.0,"31-12-2022","tobar jacome mayra catalina","calificado","operador de capacitación","21-04-2022",389.0,16350.0,5.0,12.0,2022.0,134822.0
"ambato","tungurahua",135.0,2039.0,7.0,0.0,1.0,134822.0,"01-02-2020","tobar jacome mayra catalina","calificado","operador de capacitación","21-04-2022",389.0,16350.0,5.0,2.0,2020.0,134822.0
"machala","el oro",138.0,2094.0,7.0,0.0,31.0,35376.600000000006,"31-12-2022","universidad tecnica de machala","calificado","operador de capacitación","21-04-2022",190.0,90960.0,6.0,12.0,2022.0,35376.600000000006
"machala","el oro",138.0,2094.0,7.0,0.0,1.0,35376.600000000006,"01-02-2020","universidad tecnica de machala","calificado","operador de capacitación","21-04-2022",190.0,90960.0,6.0,2.0,2020.0,35376.600000000006
"quito","pichincha",144.0,2165.0,7.0,0.0,31.0,44217.86031746029,"31-12-2022","vergara hidalgo karina veronica","calificado","operador de capacitación","10/3/2022",130.0,6188.0,6.0,12.0,2022.0,44217.86031746029
"quito","pichincha",144.0,2165.0,7.0,0.0,1.0,44217.86031746029,"01-02-2020","vergara hidalgo karina veronica","calificado","operador de capacitación","10/3/2022",130.0,6188.0,6.0,2.0,2020.0,44217.86031746029
"quito","pichincha",149.0,2199.0,7.0,0.0,31.0,151211.94000000003,"31-12-2022","vinueza tapia katherine stefany","calificado","operador de capacitación","23-06-2022",180.0,9637.0,6.0,12.0,2022.0,151211.94000000003
"quito","pichincha",149.0,2199.0,7.0,0.0,1.0,151211.94000000003,"01-02-2020","vinueza tapia katherine stefany","calificado","operador de capacitación","23-06-2022",180.0,9637.0,6.0,2.0,2020.0,151211.94000000003
"quito","pichincha",160.0,247.0,7.0,0.0,31.0,131237.7231746031,"31-12-2022","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",348.0,15628.0,13.0,12.0,2022.0,131237.7231746031
"quito","pichincha",160.0,247.0,7.0,0.0,1.0,131237.7231746031,"01-02-2020","bravo intriago annabell cristina","calificado","operador de capacitación","9/5/2022",348.0,15628.0,13.0,2.0,2020.0,131237.7231746031
"quito","pichincha",162.0,262.0,7.0,0.0,31.0,8801.117460317455,"31-12-2022","business intelligent iwalton cia. ltda.","calificado","operador de capacitación","18-03-2022",32.0,1280.0,1.0,12.0,2022.0,8539.834285714282
"quito","pichincha",162.0,262.0,7.0,0.0,1.0,8801.117460317455,"01-02-2020","business intelligent iwalton cia. ltda.","calificado","operador de capacitación","18-03-2022",32.0,1280.0,1.0,2.0,2020.0,8539.834285714282
"quito","pichincha",173.0,344.0,7.0,0.0,31.0,178944.63999999998,"31-12-2022","capaglobs.a.","calificado","operador de capacitación","28-09-2022",836.0,28640.0,10.0,12.0,2022.0,178944.63999999998
"quito","pichincha",173.0,344.0,7.0,0.0,1.0,178944.63999999998,"01-02-2020","capaglobs.a.","calificado","operador de capacitación","28-09-2022",836.0,28640.0,10.0,2.0,2020.0,178944.63999999998
"quito","pichincha",174.0,345.0,7.0,0.0,31.0,322794.4,"31-12-2022","capaseg cia. ltda.","calificado","operador de capacitación","15-11-2022",800.0,25760.0,6.0,12.0,2022.0,322794.4
"quito","pichincha",174.0,345.0,7.0,0.0,1.0,322794.4,"01-02-2020","capaseg cia. ltda.","calificado","operador de capacitación","15-11-2022",800.0,25760.0,6.0,2.0,2020.0,322794.4
"manta","manabi",176.0,356.0,7.0,0.0,31.0,735124.4000000001,"31-12-2022","cardenas paz juan sebastian","calificado","operador de capacitación","18-04-2022",619.0,24760.0,3.0,12.0,2022.0,735124.4000000001
"manta","manabi",176.0,356.0,7.0,0.0,1.0,735124.4000000001,"01-02-2020","cardenas paz juan sebastian","calificado","operador de capacitación","18-04-2022",619.0,24760.0,3.0,2.0,2020.0,735124.4000000001
"santo domingo","santo domingo de los tsachilas",180.0,38.0,7.0,0.0,31.0,13705.6,"31-12-2022","aguilera mora sandra magaly","calificado","operador de capacitación","15-08-2022",75.0,1504.0,4.0,12.0,2022.0,13705.6
"santo domingo","santo domingo de los tsachilas",180.0,38.0,7.0,0.0,1.0,13705.6,"01-02-2020","aguilera mora sandra magaly","calificado","operador de capacitación","15-08-2022",75.0,1504.0,4.0,2.0,2020.0,13705.6
"quito","pichincha",184.0,405.0,7.0,0.0,31.0,8262.671746031745,"31-12-2022","cecim","calificado","operador de capacitación","11/2/2022",19.0,722.0,2.0,12.0,2022.0,8262.671746031745
"quito","pichincha",184.0,405.0,7.0,0.0,1.0,8262.671746031745,"01-02-2020","cecim","calificado","operador de capacitación","11/2/2022",19.0,722.0,2.0,2.0,2020.0,8262.671746031745
"guayaquil","guayas",190.0,445.0,7.0,0.0,31.0,1635229.44,"31-12-2022","centro ecuatoriano norteamericano de guayaquil","calificado","operador de capacitación","27-09-2022",793.0,456768.0,1.0,12.0,2022.0,1635229.44
"guayaquil","guayas",190.0,445.0,7.0,0.0,1.0,1635229.44,"01-02-2020","centro ecuatoriano norteamericano de guayaquil","calificado","operador de capacitación","27-09-2022",793.0,456768.0,1.0,2.0,2020.0,1635229.44
"ibarra","imbabura",194.0,464.0,7.0,0.0,31.0,21000.0,"31-12-2022","chachapoya cachiguango freddy bayardo","calificado","operador de capacitación","10/3/2022",84.0,504.0,2.0,12.0,2022.0,21000.0
"ibarra","imbabura",194.0,464.0,7.0,0.0,1.0,21000.0,"01-02-2020","chachapoya cachiguango freddy bayardo","calificado","operador de capacitación","10/3/2022",84.0,504.0,2.0,2.0,2020.0,21000.0
"santo domingo","santo domingo de los tsachilas",196.0,491.0,7.0,168.68686868686868,31.0,559110.99,"31-12-2022","chuquicondor pilamunga carmen yolanda (sherydan international group)","calificado","operador de capacitación","22-02-2022",1336.0,107405.0,33.0,12.0,2022.0,559110.99
"santo domingo","santo domingo de los tsachilas",196.0,491.0,7.0,168.68686868686868,1.0,559110.99,"01-02-2020","chuquicondor pilamunga carmen yolanda (sherydan international group)","calificado","operador de capacitación","22-02-2022",1336.0,107405.0,33.0,2.0,2020.0,559110.99
"quito","pichincha",198.0,507.0,7.0,0.0,31.0,1365603.3879365071,"31-12-2022","colegio de contadores publicos de pichincha y del ecuador","calificado","operador de capacitación","8/7/2022",1708.0,198608.0,4.0,12.0,2022.0,1365603.3879365071
"quito","pichincha",198.0,507.0,7.0,0.0,1.0,1365603.3879365071,"01-02-2020","colegio de contadores publicos de pichincha y del ecuador","calificado","operador de capacitación","8/7/2022",1708.0,198608.0,4.0,2.0,2020.0,1365603.3879365071
"guayaquil","guayas",199.0,518.0,7.0,0.0,31.0,15114.160000000002,"31-12-2022","compañia de enseñanza martillo saa s.a. martisaa","calificado","operador de capacitación","8/7/2022",29.0,1048.0,2.0,12.0,2022.0,15114.160000000002
"guayaquil","guayas",199.0,518.0,7.0,0.0,1.0,15114.160000000002,"01-02-2020","compañia de enseñanza martillo saa s.a. martisaa","calificado","operador de capacitación","8/7/2022",29.0,1048.0,2.0,2.0,2020.0,15114.160000000002
"quito","pichincha",200.0,537.0,7.0,0.0,31.0,16722.123174603163,"31-12-2022","consultorabip s.a.","calificado","operador de capacitación","15-11-2022",94.0,2432.0,3.0,12.0,2022.0,15296.886560846551
"quito","pichincha",200.0,537.0,7.0,0.0,1.0,16722.123174603163,"01-02-2020","consultorabip s.a.","calificado","operador de capacitación","15-11-2022",94.0,2432.0,3.0,2.0,2020.0,15296.886560846551
"quito","pichincha",202.0,539.0,7.0,0.0,31.0,92841.63873015874,"31-12-2022","consultoria y capacitacion - ingelpro cia ltda","calificado","operador de capacitación","10/5/2022",222.0,6760.0,32.0,12.0,2022.0,92841.63873015874
"quito","pichincha",202.0,539.0,7.0,0.0,1.0,92841.63873015874,"01-02-2020","consultoria y capacitacion - ingelpro cia ltda","calificado","operador de capacitación","10/5/2022",222.0,6760.0,32.0,2.0,2020.0,92841.63873015874
"ambato","tungurahua",204.0,558.0,7.0,0.0,31.0,812945.32,"31-12-2022","corporacion de fomento para la pequeña y mediana empresa corfopym","calificado","operador de capacitación","7/7/2022",1850.0,21398.0,17.0,12.0,2022.0,812945.32
"ambato","tungurahua",204.0,558.0,7.0,0.0,1.0,812945.32,"01-02-2020","corporacion de fomento para la pequeña y mediana empresa corfopym","calificado","operador de capacitación","7/7/2022",1850.0,21398.0,17.0,2.0,2020.0,812945.32
"quito","pichincha",210.0,589.0,7.0,0.0,31.0,193569.76,"31-12-2022","cruz guevara maria fernanda","calificado","operador de capacitación","11/8/2022",94.0,11220.0,4.0,12.0,2022.0,193569.76
"quito","pichincha",210.0,589.0,7.0,0.0,1.0,193569.76,"01-02-2020","cruz guevara maria fernanda","calificado","operador de capacitación","11/8/2022",94.0,11220.0,4.0,2.0,2020.0,193569.76
"latacunga","cotopaxi",211.0,608.0,7.0,0.0,31.0,53519.2,"31-12-2022","culqui tipan javier fernando","calificado","operador de capacitación","1/2/2022",206.0,19640.0,6.0,12.0,2022.0,53519.2
"latacunga","cotopaxi",211.0,608.0,7.0,0.0,1.0,53519.2,"01-02-2020","culqui tipan javier fernando","calificado","operador de capacitación","1/2/2022",206.0,19640.0,6.0,2.0,2020.0,53519.2
"quito","pichincha",212.0,613.0,7.0,12276.190476190475,31.0,5930162.34984127,"31-12-2022","cvimsa ecuador c-vimsaecuador s.a.","calificado","operador de capacitación","28-01-2022",20624.0,320600.0,192.0,12.0,2022.0,5930162.34984127
"quito","pichincha",212.0,613.0,7.0,12276.190476190475,1.0,5930162.34984127,"01-02-2020","cvimsa ecuador c-vimsaecuador s.a.","calificado","operador de capacitación","28-01-2022",20624.0,320600.0,192.0,2.0,2020.0,5930162.34984127
"quito","pichincha",213.0,623.0,7.0,0.0,31.0,105000.0,"31-12-2022","davila sandoval dario eduardo","calificado","operador de capacitación","23-08-2022",420.0,2520.0,2.0,12.0,2022.0,105000.0
"quito","pichincha",213.0,623.0,7.0,0.0,1.0,105000.0,"01-02-2020","davila sandoval dario eduardo","calificado","operador de capacitación","23-08-2022",420.0,2520.0,2.0,2.0,2020.0,105000.0
"quito","pichincha",215.0,644.0,7.0,0.0,31.0,25382.4,"31-12-2022","diaz cuty wilmer giovanny","calificado","operador de capacitación","8/8/2022",12.0,768.0,1.0,12.0,2022.0,25382.4
"quito","pichincha",215.0,644.0,7.0,0.0,1.0,25382.4,"01-02-2020","diaz cuty wilmer giovanny","calificado","operador de capacitación","8/8/2022",12.0,768.0,1.0,2.0,2020.0,25382.4
"guayaquil","guayas",216.0,653.0,7.0,0.0,31.0,110728.32,"31-12-2022","dos santos alice","calificado","operador de capacitación","29-04-2022",386.0,27408.0,10.0,12.0,2022.0,110728.32
"guayaquil","guayas",216.0,653.0,7.0,0.0,1.0,110728.32,"01-02-2020","dos santos alice","calificado","operador de capacitación","29-04-2022",386.0,27408.0,10.0,2.0,2020.0,110728.32
"ambato","tungurahua",218.0,660.0,7.0,0.0,31.0,20580.0,"31-12-2022","duran goyes cristina estefania","calificado","operador de capacitación","23-06-2022",7.0,840.0,1.0,12.0,2022.0,20580.0
"ambato","tungurahua",218.0,660.0,7.0,0.0,1.0,20580.0,"01-02-2020","duran goyes cristina estefania","calificado","operador de capacitación","23-06-2022",7.0,840.0,1.0,2.0,2020.0,20580.0
"quito","pichincha",225.0,679.0,7.0,0.0,31.0,5901.599999999999,"31-12-2022","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",76.0,8880.0,2.0,12.0,2022.0,5901.599999999999
"quito","pichincha",225.0,679.0,7.0,0.0,1.0,5901.599999999999,"01-02-2020","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",76.0,8880.0,2.0,2.0,2020.0,5901.599999999999
"quito","pichincha",224.0,679.0,4.0,0.0,31.0,417.6,"31-12-2019","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",6.0,720.0,1.0,12.0,2019.0,417.6
"quito","pichincha",224.0,679.0,4.0,0.0,1.0,417.6,"01-02-2017","edukre centro de capacitación y soluciones elearning cia ltda","calificado","operador de capacitación","28-01-2022",6.0,720.0,1.0,2.0,2017.0,417.6
"latacunga","cotopaxi",229.0,721.0,7.0,0.0,31.0,92198.15,"31-12-2022","escobar machasilla denis paola","calificado","operador de capacitación","29-03-2022",261.0,3746.0,3.0,12.0,2022.0,92198.15
"latacunga","cotopaxi",229.0,721.0,7.0,0.0,1.0,92198.15,"01-02-2020","escobar machasilla denis paola","calificado","operador de capacitación","29-03-2022",261.0,3746.0,3.0,2.0,2020.0,92198.15
"quito","pichincha",232.0,734.0,7.0,0.0,31.0,28837.314285714278,"31-12-2022","escuela interdiciplinaria para la innovacion y perfeccionamiento esinnper c.a.","calificado","operador de capacitación","28-01-2022",125.0,3840.0,8.0,12.0,2022.0,28660.184126984117
"quito","pichincha",232.0,734.0,7.0,0.0,1.0,28837.314285714278,"01-02-2020","escuela interdiciplinaria para la innovacion y perfeccionamiento esinnper c.a.","calificado","operador de capacitación","28-01-2022",125.0,3840.0,8.0,2.0,2020.0,28660.184126984117
