id_curso,curso,area,especialidad,modalidad,carga_horaria,costo
5595,auditoría ambiental de cumplimiento,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
5596,economía circular,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
5597,gestión integral de residuos sólidos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,40,
5610,esencial mantenimiento y reparación de computadoras,tecnologías de la información y comunicación,hardware y equipos,desconocida,40,386.8
5611,técnicas básicas de cocina,alimentación gastronomía y turismo,cocina nacional e internacional,desconocida,40,
5616,sistemas de información geográfica - arcgis,tecnologías de la información y comunicación,software especializado,desconocida,40,180.0
5617,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
5622,herramientas de marketing digital,finanzas comercio y ventas,marketing y ventas,desconocida,40,
5623,estrategias de marketing digital para impulsar empresas,finanzas comercio y ventas,marketing y ventas,desconocida,32,
5624,"asistencia en contabilidad, control tributario y nomina",administración y legislación,administración contable y de costos,desconocida,32,
5625,preparación de estados financieros bajo niif para pymes y consideraciones tributarias,administración y legislación,administración contable y de costos,desconocida,40,
5626,prevención de riesgos de trabajos en caliente y soldadura,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5627,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5632,prevención de riesgos de trabajos en caliente y soldadura,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5633,creación de páginas web profesionales con wordpress desde cero,tecnologías de la información y comunicación,lenguaje de programación,desconocida,24,232.07999999999998
5634,"word, excel y power point",tecnologías de la información y comunicación,programas de escritorio,desconocida,40,386.8
5635,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
5638,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5645,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5646,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
5651,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5652,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5655,emprendimiento servicio al cliente y marketing para economia popular y solidaria,finanzas comercio y ventas,marketing y ventas,desconocida,24,
5656,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5657,instalaciones eléctricas actuales,electricidad y electrónica,electricidad domiciliaria,desconocida,32,
5658,primeros auxilios basico,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
5659,primeros auxilios estàndares con rcp y dea,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
5660,instalaciones eléctricas residenciales,electricidad y electrónica,electricidad domiciliaria,desconocida,32,
5661,control eléctrico industrial,electricidad y electrónica,electricidad industrial,desconocida,40,
5662,automatización industrial mediante controladores lógicos programables (plcs) y pantalla hmi,procesos industriales,automatización industrial y robótica,desconocida,40,
5666,brigadas de primera respuesta,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
5667,atención primaria en emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
5668,primeros auxilios básicos mención en brigadas de emergencia,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5669,adobe premiere,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
5670,técnicas de edición de imágenes con photoshop,comunicación y artes gráficas,medios audiovisuales,desconocida,40,
5671,"contratación pública de bienes y servicios, para proveedores del estado",administración y legislación,administración general,desconocida,32,
5672,determinación de las etapas o fases de la contratación pública,administración y legislación,administración general,desconocida,24,
5691,arcgis aplicado a la ingeniería. nivel básico - intermedio,transporte y logística,sistemas de información geográfica y rutas,desconocida,40,
5692,arcgis aplicado a la gestión ambiental,transporte y logística,sistemas de información geográfica y rutas,desconocida,40,
5700,coaching de vida y liderazgo,educación y capacitación,capacitación,desconocida,40,
5701,técnicas de acceso y de posicionamiento mediante cuerdas,educación y capacitación,capacitación,desconocida,24,
5702,equipos de protección personal,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
5703,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5704,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
5705,interpretación de la norma iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,16,
5706,formacion de auditor interno iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,24,
5707,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5708,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
5709,indicadores del sistema de gestión de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5716,"asistencia en contabilidad, tributacion, y nomina modulo 3 tributacion",administración y legislación,administración contable y de costos,desconocida,40,
5717,administración de la nómina de empleados,administración y legislación,gestión del talento humano,desconocida,16,
5738,excel para negocios,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,633.2
5739,excel como herramienta de apoyo a la inteligencia de negocios,tecnologías de la información y comunicación,programas de escritorio,desconocida,16,253.28
5740,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5743,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
5744,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5745,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5752,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5753,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
5754,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5755,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5756,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5757,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
5758,interpretación de la norma nte inen-iso/iec 17025,administración y legislación,gestión de la calidad,desconocida,16,
5787,elaboración de términos de referencia y especificaciones técnicas bajo la losncp: presupuesto referencial y parámetros de calificación,administración y legislación,legislación,desconocida,8,
5788,instalaciones eléctricas actuales,electricidad y electrónica,electricidad domiciliaria,desconocida,32,
5789,manejo y operacion de una hoja de calculo,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,160.0
5790,manejo de excel básico,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,266.8
5791,esencial uso de las tic’s para el quehacer docente.,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,124.80000000000001
5792,manipulación de alimentos y bpm en establecimientos gastronómicos (codex alimentarius - arcsa),alimentación gastronomía y turismo,catering y servicio de bar y comedores,desconocida,40,
5793,técnicas básicas de cocina,alimentación gastronomía y turismo,cocina nacional e internacional,desconocida,40,
5794,planificacion estrategica para emprendedores,administración y legislación,administración general,desconocida,32,
5798,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5799,administración estratégica de subsistemas de recursos humanos,administración y legislación,gestión del talento humano,desconocida,40,
5802,instalaciones eléctricas actuales,electricidad y electrónica,electricidad domiciliaria,desconocida,32,
5803,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
5804,importación y exportación de mercancías,finanzas comercio y ventas,comercio exterior y cambios,desconocida,40,
5807,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5808,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5812,"asistencia en peluquería, belleza y cosmetología",artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
5817,brigadas de primera respuesta,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
5820,emprendimiento y liderazgo personal,finanzas comercio y ventas,marketing y ventas,desconocida,40,
5821,composición fotográfica,comunicación y artes gráficas,fotografía,desconocida,32,
5822,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,administración y legislación,administración general,desconocida,32,
5823,formacion de auditor interno iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,24,
5824,implementación de sistemas integrados de gestión,administración y legislación,gestión de la calidad,desconocida,40,
5829,anexos y devoluciones tributarias,administración y legislación,administración contable y de costos,desconocida,8,
5835,comunicación elemental en inglés - nivel a2,educación y capacitación,idiomas,desconocida,40,
5836,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
5837,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5838,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5839,buenas practicas de manufactura de alimentos procesados (bpm),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
5840,obtención de notificaciónes sanitarias para alimentos procesados y manejo del sistema ecuapass,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,24,
5841,"investigación, desarrollo e innovación de alimentos",alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,16,
5842,plantas de tratamiento de aguas residuales,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,40,
5843,interpretación de la norma iso/iec 17025:2017,administración y legislación,gestión de la calidad,desconocida,16,
5844,buceo en aguas abiertas,educación y capacitación,capacitación,desconocida,40,
5845,estrategias de atención y servicio al cliente,administración y legislación,administración general,desconocida,24,
5846,control de la administración pública,administración y legislación,administración general,desconocida,24,
5847,formación de auditor interno basc (alianza empresarial para el comercio seguro),transporte y logística,logística integral,desconocida,32,
5848,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5849,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",administración y legislación,administración general,desconocida,40,
5850,formacion de auditor interno iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,24,
5851,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5852,introducción a la planificación y gestión estratégica en el sector público,administración y legislación,administración general,desconocida,40,
5853,gestión documental y organización de archivos,administración y legislación,atención y servicios de oficina,desconocida,40,
5862,gestión por procesos,administración y legislación,gestión de la calidad,desconocida,40,
5863,interpretación de la norma iso 9001:2015,administración y legislación,gestión de la calidad,desconocida,16,
5864,almacenamiento adecuado de residuos,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5865,prevención de riesgos laborales para microempresas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5866,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5872,primeros auxilios basico,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
5873,implementación de sistemas integrados de gestión,administración y legislación,gestión de la calidad,desconocida,40,
5882,obtención de notificaciónes sanitarias para alimentos procesados y manejo del sistema ecuapass,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,24,
5883,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5893,prevención de riesgos laborales en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5894,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5895,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5896,la movilidad y su seguridad vial,transporte y logística,transporte de carga y de pasajeros,desconocida,40,
5899,gestión de nómina y prestaciones laborales,administración y legislación,gestión del talento humano,desconocida,24,
5900,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
5901,técnicas de atención y servicio al cliente,finanzas comercio y ventas,marketing y ventas,desconocida,24,
5902,servicio y atención al cliente con pnl,finanzas comercio y ventas,marketing y ventas,desconocida,16,
5905,"word, excel y power point",tecnologías de la información y comunicación,programas de escritorio,desconocida,40,386.8
5913,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
5914,coaching ontológico,educación y capacitación,capacitación,desconocida,40,
5915,"ofimática con word, excel y power point",educación y capacitación,capacitación,desconocida,40,
5916,análisis financiero,finanzas comercio y ventas,riesgo financiero,desconocida,40,
5917,excel avanzado: funciones y manipulación de datos,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,222.39999999999998
5918,liderazgo transformacional,administración y legislación,gestión del talento humano,desconocida,16,
5919,coaching en productividad y manejo efectivo del tiempo,administración y legislación,administración general,desconocida,16,
5920,almacenamiento adecuado de residuos,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5921,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5922,manejo de motocicleta para escolta y caravana,transporte y logística,transporte de carga y de pasajeros,desconocida,40,
5923,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5924,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5925,trabajo seguro en altura,educación y capacitación,capacitación,desconocida,16,
5926,composición instrumental y vocal i,educación y capacitación,capacitación,desconocida,40,
5927,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,administración y legislación,legislación,desconocida,16,
5928,introducción a la norma iso 9001,administración y legislación,gestión de la calidad,desconocida,16,
5929,manejo defensivo y cultura preventiva en la conducción vehicular,transporte y logística,transporte de carga y de pasajeros,desconocida,16,
5930,diseño curricular desde la perspectiva por competencias,educación y capacitación,diseño educativo y curricular,desconocida,40,
5934,manejo defensivo y cultura preventiva en la conducción vehicular,transporte y logística,transporte de carga y de pasajeros,desconocida,16,
5942,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5943,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5953,reglas incoterms 2020,finanzas comercio y ventas,comercio exterior y cambios,desconocida,40,
5954,importación y exportación de mercancías,finanzas comercio y ventas,comercio exterior y cambios,desconocida,40,
5965,comunicación elemental en inglés - nivel a2,educación y capacitación,idiomas,desconocida,40,
5966,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5967,fundamentos del emprendimiento e innovación,administración y legislación,administración general,desconocida,8,
5968,liderazgo y trabajo en equipo,administración y legislación,gestión del talento humano,desconocida,16,
5969,técnicas de atención y servicio al cliente,finanzas comercio y ventas,marketing y ventas,desconocida,24,
5970,automatización de procesos industriales,procesos industriales,automatización industrial y robótica,desconocida,40,
5971,automatización industrial mediante controladores lógicos programables (plcs) y pantalla hmi,procesos industriales,automatización industrial y robótica,desconocida,40,
5972,sistema de comando de incidente,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5973,brigadas de primera respuesta,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
5974,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5975,prevención de riesgos laborales para microempresas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
5985,"técnicas de ventas, gestión y marketing",finanzas comercio y ventas,marketing y ventas,desconocida,40,
5986,coaching para gerentes de ventas y marketing,finanzas comercio y ventas,marketing y ventas,desconocida,40,
5987,manejo de excel básico,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,266.8
5988,ingles a2.1,educación y capacitación,idiomas,desconocida,40,
5989,análisis financiero,finanzas comercio y ventas,riesgo financiero,desconocida,40,
5990,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
5991,prevención de riesgos ergonómicos,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
5992,"contratación pública de bienes y servicios, para proveedores del estado",administración y legislación,administración general,desconocida,32,
5993,contabilidad para pymes con aplicación tributaria y nómina,administración y legislación,administración contable y de costos,desconocida,40,
5994,asesoria tecnica contable,finanzas comercio y ventas,economía aplicada,desconocida,40,
5995,finanzas para emprendedores no financieros,administración y legislación,administración general,desconocida,32,
5996,estudio de mercado para emprendimiento,administración y legislación,administración general,desconocida,16,
5997,estudio de mercado para emprendimiento,administración y legislación,administración general,desconocida,16,
5998,equipos de protección personal,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
5999,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6000,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6001,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6004,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
6005,anexos y devoluciones tributarias,administración y legislación,administración contable y de costos,desconocida,8,
6006,gestión por procesos,administración y legislación,gestión de la calidad,desconocida,40,
6007,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6008,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
6016,limpieza y desinfeccion hospitalaria,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6017,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6018,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6019,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
6020,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6021,análisis financiero,finanzas comercio y ventas,riesgo financiero,desconocida,40,
6022,matemáticas financieras para no financieros,finanzas comercio y ventas,riesgo financiero,desconocida,24,
6023,"asistencia en contabilidad, control tributario y nomina",administración y legislación,administración contable y de costos,desconocida,32,
6024,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6025,operación de extintores portátiles,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6031,primeros auxilios básicos mención en brigadas de emergencia,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6032,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
6036,soporte vital básico y primeros auxilios,servicios socioculturales y a la comunidad,salud y medicina,desconocida,8,
6039,aparejadores en izaje de cargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6040,izaje mecánico de carga y grúas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6049,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6050,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
6051,brigada de control de derrames,forestal ecología y medio ambiente,remediación ambiental,desconocida,8,
6052,manejo defensivo y cultura preventiva en la conducción vehicular,transporte y logística,transporte de carga y de pasajeros,desconocida,16,
6053,brigadas contra incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6054,auditoría ambiental de cumplimiento,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
6055,gestión de residuos peligrosos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,16,
6056,arcgis y qgis básico para estudios de impacto ambiental,tecnologías de la información y comunicación,software especializado,desconocida,8,77.36
6057,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6061,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
6062,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6111,brigada de control de derrames,forestal ecología y medio ambiente,remediación ambiental,desconocida,8,
6112,monitoreo ambiental,forestal ecología y medio ambiente,contaminación ambiental,desconocida,24,
6113,gestión y elaboración de estudios de impactos ambientales,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6114,principios básicos de peluquería y belleza,artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
6115,cuidado estético básico de las uñas,artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
6116,limpieza y desinfeccion hospitalaria,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6117,supervisión de las actividades de vigilancia y seguridad,administración y legislación,gestión del talento humano,desconocida,40,
6118,formación docente para educación virtual,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
6119,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
6120,curso básico de comunicación en inglés nivel a2,educación y capacitación,idiomas,desconocida,32,
6130,prevención de riesgos laborales en establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6134,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6135,maquillaje social,artes y artesanía,peluquería y belleza barbería y estilismo,desconocida,40,
6136,relaciones humanas,administración y legislación,gestión del talento humano,desconocida,24,
6137,docencia virtual,educación y capacitación,capacitación,desconocida,40,
6138,operación segura de montacargas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6139,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6140,educación financiera,educación y capacitación,capacitación,desconocida,8,
6141,análisis de crédito y gestión de cobranzas,finanzas comercio y ventas,crédito y cobranzas,desconocida,24,
6144,autocad,construcción e infraestructura,arquitectura y urbanismo,desconocida,32,
6145,diseño geométrico de vías con autodesk civil 3d,educación y capacitación,metodología y técnica de aprendizaje,desconocida,40,
6146,"ofimática con word, excel y power point",educación y capacitación,capacitación,desconocida,40,
6147,generalidades de excel empresarial,administración y legislación,administración general,desconocida,8,
6148,excel para negocios,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,633.2
6159,prevención de riesgos psicosociales en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6160,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6161,sistemas automatizados de contabilidad y tributación,tecnologías de la información y comunicación,software especializado,desconocida,40,386.8
6170,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6171,lavandería hospitalaria,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6176,implementación de sistemas integrados de gestión,administración y legislación,gestión de la calidad,desconocida,40,
6177,prevención de riesgos en el manejo de productos químicos,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,32,
6178,formación en consultoría ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6179,ingles a2.1,educación y capacitación,idiomas,desconocida,40,
6180,curso básico de la competencia lingüística del inglés nivel b2,educación y capacitación,idiomas,desconocida,24,
6181,curso básico de comunicación en inglés nivel a1,educación y capacitación,idiomas,desconocida,32,
6182,prevención de riesgos de trabajos en caliente y soldadura,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6183,prevención en trabajo de alturas,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6184,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6185,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
6186,formación en consultoría ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6187,gestión de residuos peligrosos,forestal ecología y medio ambiente,tratamiento de residuos,desconocida,16,
6188,administración de comunidades digitales / community mangement,finanzas comercio y ventas,marketing y ventas,desconocida,40,
6192,manejo defensivo y seguridad vial iso 39001 para petroleros y no petroleros,transporte y logística,conducción de vehículos terrestres,desconocida,24,
6193,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
6196,técnicas de redacción de documentos en el sector público,administración y legislación,administración general,desconocida,40,
6197,control de la administración pública,administración y legislación,administración general,desconocida,24,
6198,primeros auxilios estàndares con rcp y dea,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6199,"asistencia en contabilidad, control tributario y nomina",administración y legislación,administración contable y de costos,desconocida,32,
6200,gestión de nómina y prestaciones laborales,administración y legislación,gestión del talento humano,desconocida,24,
6204,formación elemental para auxiliares de farmacia,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6205,terapias alternativas con biomagnetismo y campos magnéticos,servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6206,acoso laboral / mobbing laboral,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6212,comunicación elemental en inglés - nivel a2,educación y capacitación,idiomas,desconocida,40,
6213,ingles a2.1,educación y capacitación,idiomas,desconocida,40,
6222,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",servicios socioculturales y a la comunidad,salud y medicina,desconocida,40,
6226,excel como herramienta de apoyo a la inteligencia de negocios,tecnologías de la información y comunicación,programas de escritorio,desconocida,16,253.28
6235,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
6236,anexos y devoluciones tributarias,administración y legislación,administración contable y de costos,desconocida,8,
6237,asistencia en la gestión del talento humano,administración y legislación,gestión del talento humano,desconocida,16,
6244,emprendimiento y liderazgo personal,finanzas comercio y ventas,marketing y ventas,desconocida,40,
6245,coaching para equipos comerciales,finanzas comercio y ventas,marketing y ventas,desconocida,8,
6246,operación de caja bancaria,finanzas comercio y ventas,presupuestos y flujo de caja,desconocida,32,
6247,formación de cajeros bancarios,finanzas comercio y ventas,presupuestos y flujo de caja,desconocida,40,
6248,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6249,indicadores del sistema de gestión de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6250,investigación de incendios,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6251,reentrenamiento técnico para bomberos,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6254,valoración de maquinaria mecánica,procesos industriales,operación reparación y mantenimiento de maquinas y equipos,desconocida,40,
6257,actividades de vigilancia y seguridad privada,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
6262,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6263,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
6264,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
6270,neurocobranzas y técnicas de recuperación de cartera,finanzas comercio y ventas,crédito y cobranzas,desconocida,24,
6271,análisis de crédito y gestión de cobranzas,finanzas comercio y ventas,crédito y cobranzas,desconocida,24,
