id_curso,area,especialidad,curso,modalidad,carga_horaria,costo
2301,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
2302,tecnologías de la información y comunicación,hardware y equipos,esencial mantenimiento y reparación de computadoras,desconocida,40.0,124.80000000000001
2303,tecnologías de la información y comunicación,programas de escritorio,esencial uso de las tic’s para el quehacer docente.,desconocida,40.0,266.8
2304,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 3 tributacion",desconocida,40.0,
2305,procesos industriales,seguridad prevención de riesgos e higiene industrial,"introducción a la gestión de seguridad, roles y responsabilidades de los miembros de organismos paritarios",desconocida,8.0,
2306,transporte y logística,transporte de carga y de pasajeros,manejo defensivo y cultura preventiva en la conducción vehicular,desconocida,16.0,
2307,procesos industriales,seguridad prevención de riesgos e higiene industrial,supervisión de maniobras de izaje,desconocida,16.0,
2308,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16.0,
2309,forestal ecología y medio ambiente,gestión e impacto ambiental,economía circular,desconocida,40.0,
2310,forestal ecología y medio ambiente,tratamiento de residuos,gestión integral de residuos sólidos,desconocida,40.0,
2311,tecnologías de la información y comunicación,hardware y equipos,esencial mantenimiento y reparación de computadoras,desconocida,40.0,124.80000000000001
2312,alimentación gastronomía y turismo,cocina nacional e internacional,técnicas básicas de cocina,desconocida,40.0,
2313,tecnologías de la información y comunicación,software especializado,sistemas de información geográfica - arcgis,desconocida,40.0,180.0
2314,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2315,finanzas comercio y ventas,marketing y ventas,herramientas de marketing digital,desconocida,40.0,
2316,finanzas comercio y ventas,marketing y ventas,estrategias de marketing digital para impulsar empresas,desconocida,32.0,
2317,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
2318,administración y legislación,administración contable y de costos,preparación de estados financieros bajo niif para pymes y consideraciones tributarias,desconocida,40.0,
2319,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos de trabajos en caliente y soldadura,desconocida,40.0,
2320,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
2321,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos de trabajos en caliente y soldadura,desconocida,40.0,
2322,tecnologías de la información y comunicación,lenguaje de programación,creación de páginas web profesionales con wordpress desde cero,desconocida,24.0,199.92000000000002
2323,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point",desconocida,40.0,100.0
2324,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
2325,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2326,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2327,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
2328,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2329,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
2330,finanzas comercio y ventas,marketing y ventas,emprendimiento servicio al cliente y marketing para economia popular y solidaria,desconocida,24.0,
2331,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2332,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas actuales,desconocida,32.0,
2333,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basico,desconocida,40.0,
2334,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios estàndares con rcp y dea,desconocida,40.0,
2335,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32.0,
2336,electricidad y electrónica,electricidad industrial,control eléctrico industrial,desconocida,40.0,
2337,procesos industriales,automatización industrial y robótica,automatización industrial mediante controladores lógicos programables (plcs) y pantalla hmi,desconocida,40.0,
2338,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primera respuesta,desconocida,24.0,
2339,procesos industriales,seguridad prevención de riesgos e higiene industrial,atención primaria en emergencias,desconocida,24.0,
2340,procesos industriales,seguridad prevención de riesgos e higiene industrial,primeros auxilios básicos mención en brigadas de emergencia,desconocida,40.0,
2341,comunicación y artes gráficas,medios audiovisuales,adobe premiere,desconocida,40.0,
2342,comunicación y artes gráficas,medios audiovisuales,técnicas de edición de imágenes con photoshop,desconocida,40.0,
2343,administración y legislación,administración general,"contratación pública de bienes y servicios, para proveedores del estado",desconocida,32.0,
2344,administración y legislación,administración general,determinación de las etapas o fases de la contratación pública,desconocida,24.0,
2345,transporte y logística,sistemas de información geográfica y rutas,arcgis aplicado a la ingeniería. nivel básico - intermedio,desconocida,40.0,
2346,transporte y logística,sistemas de información geográfica y rutas,arcgis aplicado a la gestión ambiental,desconocida,40.0,
2347,educación y capacitación,capacitación,coaching de vida y liderazgo,desconocida,40.0,
2348,educación y capacitación,capacitación,técnicas de acceso y de posicionamiento mediante cuerdas,desconocida,24.0,
2349,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,desconocida,24.0,
2350,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2351,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2352,administración y legislación,gestión de la calidad,interpretación de la norma iso 9001:2015,desconocida,16.0,
2353,administración y legislación,gestión de la calidad,formacion de auditor interno iso 9001:2015,desconocida,24.0,
2354,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2355,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32.0,
2356,procesos industriales,seguridad prevención de riesgos e higiene industrial,indicadores del sistema de gestión de la seguridad y salud en el trabajo,desconocida,40.0,
2357,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 3 tributacion",desconocida,40.0,
2358,administración y legislación,gestión del talento humano,administración de la nómina de empleados,desconocida,16.0,
2359,tecnologías de la información y comunicación,programas de escritorio,excel para negocios,desconocida,40.0,275.2
2360,tecnologías de la información y comunicación,programas de escritorio,excel como herramienta de apoyo a la inteligencia de negocios,desconocida,16.0,40.0
2361,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2362,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2363,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2364,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2365,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2366,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32.0,
2367,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
2368,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
2369,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
2370,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2371,administración y legislación,gestión de la calidad,interpretación de la norma nte inen-iso/iec 17025,desconocida,16.0,
2372,administración y legislación,legislación,elaboración de términos de referencia y especificaciones técnicas bajo la losncp: presupuesto referencial y parámetros de calificación,desconocida,8.0,
2373,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas actuales,desconocida,32.0,
2374,tecnologías de la información y comunicación,programas de escritorio,manejo y operacion de una hoja de calculo,desconocida,40.0,90.0
2375,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40.0,420.0
2376,tecnologías de la información y comunicación,programas de escritorio,esencial uso de las tic’s para el quehacer docente.,desconocida,40.0,266.8
2377,alimentación gastronomía y turismo,catering y servicio de bar y comedores,manipulación de alimentos y bpm en establecimientos gastronómicos (codex alimentarius - arcsa),desconocida,40.0,
2378,alimentación gastronomía y turismo,cocina nacional e internacional,técnicas básicas de cocina,desconocida,40.0,
2379,administración y legislación,administración general,planificacion estrategica para emprendedores,desconocida,32.0,
2380,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2381,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40.0,
2382,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas actuales,desconocida,32.0,
2383,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2384,finanzas comercio y ventas,comercio exterior y cambios,importación y exportación de mercancías,desconocida,40.0,
2385,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
2386,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2387,artes y artesanía,peluquería y belleza barbería y estilismo,"asistencia en peluquería, belleza y cosmetología",desconocida,40.0,
2388,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primera respuesta,desconocida,24.0,
2389,finanzas comercio y ventas,marketing y ventas,emprendimiento y liderazgo personal,desconocida,40.0,
2390,comunicación y artes gráficas,fotografía,composición fotográfica,desconocida,32.0,
2391,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32.0,
2392,administración y legislación,gestión de la calidad,formacion de auditor interno iso 9001:2015,desconocida,24.0,
2393,administración y legislación,gestión de la calidad,implementación de sistemas integrados de gestión,desconocida,40.0,
2394,administración y legislación,administración contable y de costos,anexos y devoluciones tributarias,desconocida,8.0,
2395,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
2396,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2397,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2398,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2399,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas practicas de manufactura de alimentos procesados (bpm),desconocida,40.0,
2400,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,obtención de notificaciónes sanitarias para alimentos procesados y manejo del sistema ecuapass,desconocida,24.0,
2401,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,"investigación, desarrollo e innovación de alimentos",desconocida,16.0,
2402,forestal ecología y medio ambiente,tratamiento de residuos,plantas de tratamiento de aguas residuales,desconocida,40.0,
2403,administración y legislación,gestión de la calidad,interpretación de la norma iso/iec 17025:2017,desconocida,16.0,
2404,educación y capacitación,capacitación,buceo en aguas abiertas,desconocida,40.0,
2405,administración y legislación,administración general,estrategias de atención y servicio al cliente,desconocida,24.0,
2406,administración y legislación,administración general,control de la administración pública,desconocida,24.0,
2407,transporte y logística,logística integral,formación de auditor interno basc (alianza empresarial para el comercio seguro),desconocida,32.0,
2408,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2409,administración y legislación,administración general,"auditoría interna en sistemas integrados de gestión iso 9001:2015, iso 14001:2015 e iso 45001:2018.",desconocida,40.0,
2410,administración y legislación,gestión de la calidad,formacion de auditor interno iso 9001:2015,desconocida,24.0,
2411,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
2412,administración y legislación,administración general,introducción a la planificación y gestión estratégica en el sector público,desconocida,40.0,
2413,administración y legislación,atención y servicios de oficina,gestión documental y organización de archivos,desconocida,40.0,
2414,administración y legislación,gestión de la calidad,gestión por procesos,desconocida,40.0,
2415,administración y legislación,gestión de la calidad,interpretación de la norma iso 9001:2015,desconocida,16.0,
2416,procesos industriales,seguridad prevención de riesgos e higiene industrial,almacenamiento adecuado de residuos,desconocida,40.0,
2417,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales para microempresas,desconocida,8.0,
2418,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2419,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios basico,desconocida,40.0,
2420,administración y legislación,gestión de la calidad,implementación de sistemas integrados de gestión,desconocida,40.0,
2421,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,obtención de notificaciónes sanitarias para alimentos procesados y manejo del sistema ecuapass,desconocida,24.0,
2422,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
2423,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en trabajo de alturas,desconocida,40.0,
2424,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
2425,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2426,transporte y logística,transporte de carga y de pasajeros,la movilidad y su seguridad vial,desconocida,40.0,
2427,administración y legislación,gestión del talento humano,gestión de nómina y prestaciones laborales,desconocida,24.0,
2428,administración y legislación,gestión del talento humano,asistencia en la gestión del talento humano,desconocida,16.0,
2429,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
2430,finanzas comercio y ventas,marketing y ventas,servicio y atención al cliente con pnl,desconocida,16.0,
2431,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point",desconocida,40.0,100.0
2432,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2433,educación y capacitación,capacitación,coaching ontológico,desconocida,40.0,
2434,educación y capacitación,capacitación,"ofimática con word, excel y power point",desconocida,40.0,
2435,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
2436,tecnologías de la información y comunicación,programas de escritorio,excel avanzado: funciones y manipulación de datos,desconocida,40.0,148.4
2437,administración y legislación,gestión del talento humano,liderazgo transformacional,desconocida,16.0,
2438,administración y legislación,administración general,coaching en productividad y manejo efectivo del tiempo,desconocida,16.0,
2439,procesos industriales,seguridad prevención de riesgos e higiene industrial,almacenamiento adecuado de residuos,desconocida,40.0,
2440,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
2441,transporte y logística,transporte de carga y de pasajeros,manejo de motocicleta para escolta y caravana,desconocida,40.0,
2442,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
2443,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
2444,educación y capacitación,capacitación,trabajo seguro en altura,desconocida,16.0,
2445,educación y capacitación,capacitación,composición instrumental y vocal i,desconocida,40.0,
2446,administración y legislación,legislación,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,desconocida,16.0,
2447,administración y legislación,gestión de la calidad,introducción a la norma iso 9001,desconocida,16.0,
2448,transporte y logística,transporte de carga y de pasajeros,manejo defensivo y cultura preventiva en la conducción vehicular,desconocida,16.0,
2449,educación y capacitación,diseño educativo y curricular,diseño curricular desde la perspectiva por competencias,desconocida,40.0,
2450,transporte y logística,transporte de carga y de pasajeros,manejo defensivo y cultura preventiva en la conducción vehicular,desconocida,16.0,
2451,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
2452,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
2453,finanzas comercio y ventas,comercio exterior y cambios,reglas incoterms 2020,desconocida,40.0,
2454,finanzas comercio y ventas,comercio exterior y cambios,importación y exportación de mercancías,desconocida,40.0,
2455,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
2456,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2457,administración y legislación,administración general,fundamentos del emprendimiento e innovación,desconocida,8.0,
2458,administración y legislación,gestión del talento humano,liderazgo y trabajo en equipo,desconocida,16.0,
2459,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24.0,
2460,procesos industriales,automatización industrial y robótica,automatización de procesos industriales,desconocida,40.0,
2461,procesos industriales,automatización industrial y robótica,automatización industrial mediante controladores lógicos programables (plcs) y pantalla hmi,desconocida,40.0,
2462,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de comando de incidente,desconocida,16.0,
2463,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primera respuesta,desconocida,24.0,
2464,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2465,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales para microempresas,desconocida,8.0,
2466,finanzas comercio y ventas,marketing y ventas,"técnicas de ventas, gestión y marketing",desconocida,40.0,
2467,finanzas comercio y ventas,marketing y ventas,coaching para gerentes de ventas y marketing,desconocida,40.0,
2468,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40.0,420.0
2469,educación y capacitación,idiomas,ingles a2.1,desconocida,40.0,
2470,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
2471,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
2472,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos ergonómicos,desconocida,40.0,
2473,administración y legislación,administración general,"contratación pública de bienes y servicios, para proveedores del estado",desconocida,32.0,
2474,administración y legislación,administración contable y de costos,contabilidad para pymes con aplicación tributaria y nómina,desconocida,40.0,
2475,finanzas comercio y ventas,economía aplicada,asesoria tecnica contable,desconocida,40.0,
2476,administración y legislación,administración general,finanzas para emprendedores no financieros,desconocida,32.0,
2477,administración y legislación,administración general,estudio de mercado para emprendimiento,desconocida,16.0,
2478,administración y legislación,administración general,estudio de mercado para emprendimiento,desconocida,16.0,
2479,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,desconocida,24.0,
2480,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40.0,
2481,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2482,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2483,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2484,administración y legislación,administración contable y de costos,anexos y devoluciones tributarias,desconocida,8.0,
2485,administración y legislación,gestión de la calidad,gestión por procesos,desconocida,40.0,
2486,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2487,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2488,servicios socioculturales y a la comunidad,salud y medicina,limpieza y desinfeccion hospitalaria,desconocida,40.0,
2489,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2490,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2491,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,desconocida,40.0,
2492,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
2493,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40.0,
2494,finanzas comercio y ventas,riesgo financiero,matemáticas financieras para no financieros,desconocida,24.0,
2495,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
2496,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
2497,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación de extintores portátiles,desconocida,8.0,
2498,procesos industriales,seguridad prevención de riesgos e higiene industrial,primeros auxilios básicos mención en brigadas de emergencia,desconocida,40.0,
2499,servicios socioculturales y a la comunidad,salud y medicina,soporte vital básico y primeros auxilios,desconocida,8.0,
2500,servicios socioculturales y a la comunidad,salud y medicina,soporte vital básico y primeros auxilios,desconocida,8.0,
2501,procesos industriales,seguridad prevención de riesgos e higiene industrial,aparejadores en izaje de cargas,desconocida,8.0,
2502,procesos industriales,seguridad prevención de riesgos e higiene industrial,izaje mecánico de carga y grúas,desconocida,40.0,
2503,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2504,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2505,forestal ecología y medio ambiente,remediación ambiental,brigada de control de derrames,desconocida,8.0,
2506,transporte y logística,transporte de carga y de pasajeros,manejo defensivo y cultura preventiva en la conducción vehicular,desconocida,16.0,
2507,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8.0,
2508,forestal ecología y medio ambiente,gestión e impacto ambiental,auditoría ambiental de cumplimiento,desconocida,16.0,
2509,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
2510,tecnologías de la información y comunicación,software especializado,arcgis y qgis básico para estudios de impacto ambiental,desconocida,8.0,48.72
2511,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2512,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
2513,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2514,forestal ecología y medio ambiente,remediación ambiental,brigada de control de derrames,desconocida,8.0,
2515,forestal ecología y medio ambiente,contaminación ambiental,monitoreo ambiental,desconocida,24.0,
2516,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión y elaboración de estudios de impactos ambientales,desconocida,40.0,
2517,artes y artesanía,peluquería y belleza barbería y estilismo,principios básicos de peluquería y belleza,desconocida,40.0,
2518,artes y artesanía,peluquería y belleza barbería y estilismo,cuidado estético básico de las uñas,desconocida,40.0,
2519,servicios socioculturales y a la comunidad,salud y medicina,limpieza y desinfeccion hospitalaria,desconocida,40.0,
2520,administración y legislación,gestión del talento humano,supervisión de las actividades de vigilancia y seguridad,desconocida,40.0,
2521,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación docente para educación virtual,desconocida,40.0,
2522,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2523,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a2,desconocida,32.0,
2524,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en establecimientos de salud,desconocida,16.0,
2525,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2526,artes y artesanía,peluquería y belleza barbería y estilismo,maquillaje social,desconocida,40.0,
2527,administración y legislación,gestión del talento humano,relaciones humanas,desconocida,24.0,
2528,educación y capacitación,capacitación,docencia virtual,desconocida,40.0,
2529,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16.0,
2530,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
2531,educación y capacitación,capacitación,educación financiera,desconocida,8.0,
2532,finanzas comercio y ventas,crédito y cobranzas,análisis de crédito y gestión de cobranzas,desconocida,24.0,
2533,construcción e infraestructura,arquitectura y urbanismo,autocad,desconocida,32.0,
2534,educación y capacitación,metodología y técnica de aprendizaje,diseño geométrico de vías con autodesk civil 3d,desconocida,40.0,
2535,educación y capacitación,capacitación,"ofimática con word, excel y power point",desconocida,40.0,
2536,administración y legislación,administración general,generalidades de excel empresarial,desconocida,8.0,
2537,tecnologías de la información y comunicación,programas de escritorio,excel para negocios,desconocida,40.0,275.2
2538,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos psicosociales en el trabajo,desconocida,40.0,
2539,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2540,tecnologías de la información y comunicación,software especializado,sistemas automatizados de contabilidad y tributación,desconocida,40.0,386.8
2541,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
2542,servicios socioculturales y a la comunidad,salud y medicina,lavandería hospitalaria,desconocida,40.0,
2543,administración y legislación,gestión de la calidad,implementación de sistemas integrados de gestión,desconocida,40.0,
2544,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en el manejo de productos químicos,desconocida,32.0,
2545,forestal ecología y medio ambiente,gestión e impacto ambiental,formación en consultoría ambiental,desconocida,40.0,
2546,educación y capacitación,idiomas,ingles a2.1,desconocida,40.0,
2547,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24.0,
2548,educación y capacitación,idiomas,curso básico de comunicación en inglés nivel a1,desconocida,32.0,
2549,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos de trabajos en caliente y soldadura,desconocida,40.0,
2550,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40.0,
2551,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
2552,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
2553,forestal ecología y medio ambiente,gestión e impacto ambiental,formación en consultoría ambiental,desconocida,40.0,
2554,forestal ecología y medio ambiente,tratamiento de residuos,gestión de residuos peligrosos,desconocida,16.0,
2555,finanzas comercio y ventas,marketing y ventas,administración de comunidades digitales / community mangement,desconocida,40.0,
2556,transporte y logística,conducción de vehículos terrestres,manejo defensivo y seguridad vial iso 39001 para petroleros y no petroleros,desconocida,24.0,
2557,forestal ecología y medio ambiente,gestión e impacto ambiental,fiscalización ambiental,desconocida,40.0,
2558,administración y legislación,administración general,técnicas de redacción de documentos en el sector público,desconocida,40.0,
2559,administración y legislación,administración general,control de la administración pública,desconocida,24.0,
2560,servicios socioculturales y a la comunidad,salud y medicina,primeros auxilios estàndares con rcp y dea,desconocida,40.0,
2561,administración y legislación,administración contable y de costos,"asistencia en contabilidad, control tributario y nomina",desconocida,32.0,
2562,administración y legislación,gestión del talento humano,gestión de nómina y prestaciones laborales,desconocida,24.0,
2563,servicios socioculturales y a la comunidad,salud y medicina,formación elemental para auxiliares de farmacia,desconocida,40.0,
2564,servicios socioculturales y a la comunidad,salud y medicina,terapias alternativas con biomagnetismo y campos magnéticos,desconocida,40.0,
2565,procesos industriales,seguridad prevención de riesgos e higiene industrial,acoso laboral / mobbing laboral,desconocida,40.0,
2566,educación y capacitación,idiomas,comunicación elemental en inglés - nivel a2,desconocida,40.0,
2567,educación y capacitación,idiomas,ingles a2.1,desconocida,40.0,
2568,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40.0,
2569,tecnologías de la información y comunicación,programas de escritorio,excel como herramienta de apoyo a la inteligencia de negocios,desconocida,16.0,40.0
